AS_ID	Gene_ID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
VRK3_MXE_101792	VRK3	chr19	-	49988371	49988492	49989638	49989771	49980954	49981013	49992859	49992952	0.683631578947368	0.80962962962963	1.5773244685704e-07	0.244043047753157	0.125998050682261
VRK3_MXE_101807	VRK3	chr19	-	49989638	49989771	49992859	49992952	49988371	49988492	49994813	49994919	0.567736842105263	0.425407407407407	1.31601295626086e-07	-0.416377210906243	-0.142329434697856
VRK3_MXE_101810	VRK3	chr19	-	49989638	49989771	49995190	49995275	49988371	49988492	49997503	49997570	0.540315789473684	0.332962962962963	4.6699200918772e-11	-0.698441133528643	-0.207352826510721
SCAF1_MXE_101861	SCAF1	chr19	+	49646107	49646202	49646714	49646830	49645353	49645411	49650867	49653705	0.94978947368421	0.758148148148148	1.3960207632019e-07	-0.325127977228365	-0.191641325536062
ZRANB2_MXE_102177	ZRANB2	chr1	-	71072120	71072255	71078456	71078565	71070826	71070996	71078655	71078708	0.689684210526316	0.860666666666667	1.27385855716769e-08	0.319518656388611	0.170982456140351
CSNK1G2_MXE_10223	CSNK1G2	chr19	+	1979751	1979835	1979910	1980017	1979494	1979643	1980148	1981337	0.558	0.852925925925926	1.12104309505028e-08	0.61215533116589	0.294925925925926
STAU2_MXE_102252	STAU2	chr8	-	73582769	73582830	73595165	73595297	73549601	73552319	73603725	73603863	0.609210526315789	0.796148148148148	1.65601419769121e-08	0.386096044258322	0.186937621832359
JTB_MXE_102272	JTB	chr1	-	153975825	153975905	153976692	153976775	153974268	153974835	153976975	153977013	0.318105263157895	0.671777777777778	1.11988325551105e-08	1.07847983046415	0.353672514619883
SPAG9_MXE_102395	SPAG9	chr17	-	51056411	51056482	51079583	51079704	51047374	51047469	51120353	51120865	0.343684210526316	0.516296296296296	2.59175559658817e-08	0.587115675602109	0.17261208576998
TMEM2_MXE_102684	TMEM2	chr9	-	71745017	71745579	71746200	71746341	71740062	71740232	71750042	71750385	0.386315789473684	0.586037037037037	2.4381569200614e-08	0.601211200103112	0.199721247563353
TMEM2_MXE_102691	TMEM2	chr9	-	71732350	71732520	71746200	71746341	71730704	71730914	71750042	71750385	0.418894736842105	0.587666666666667	2.26061830261406e-07	0.488410311092759	0.168771929824561
TMEM2_MXE_102696	TMEM2	chr9	-	71734805	71734994	71746200	71746341	71732350	71732520	71750042	71750385	0.31378947368421	0.48037037037037	2.43334070822341e-08	0.61435021042801	0.16658089668616
TMEM2_MXE_102711	TMEM2	chr9	-	71740062	71740232	71746200	71746341	71734805	71734994	71750042	71750385	0.384315789473684	0.658703703703704	1.11525447936054e-08	0.777337411794445	0.274387914230019
RPL18_MXE_102956	RPL18	chr19	-	48616725	48616824	48617315	48617423	48616078	48616202	48617790	48617877	0.80721052631579	0.629444444444444	2.43334070822341e-08	-0.358865938338675	-0.177766081871345
ZNF148_MXE_103101	ZNF148	chr3	-	125234210	125234329	125279123	125279247	125225668	125233939	125288102	125288228	0.502421052631579	0.366777777777778	3.1478100593562e-08	-0.453990685828395	-0.135643274853801
ZNF148_MXE_103102	ZNF148	chr3	-	125288102	125288228	125331157	125331238	125279123	125279247	125375101	125375354	0.0772631578947368	0.260666666666667	4.57918055752234e-08	1.75435355718657	0.18340350877193
ZNF148_MXE_103106	ZNF148	chr3	-	125323308	125323444	125331157	125331238	125313307	125313656	125375101	125375354	0.096421052631579	0.208074074074074	2.00302501441834e-07	1.10967713230957	0.111653021442495
LONP1_MXE_103460	LONP1	chr19	-	5707059	5707143	5707696	5707826	5705771	5705992	5708341	5708403	0.252578947368421	0.430962962962963	1.5773244685704e-07	0.77082949466423	0.178384015594542
DGKD_MXE_103481	DGKD	chr2	+	233462642	233462735	233464163	233464283	233462347	233462459	233467085	233467203	0.544894736842105	0.323296296296296	1.11756675269352e-08	-0.753120575989281	-0.221598440545809
TSPAN2_MXE_103502	TSPAN2	chr1	-	115053378	115053462	115072904	115073007	115048010	115050555	115089363	115089500	0.460578947368421	0.832148148148148	1.11756675269352e-08	0.853391927239394	0.371569200779727
CD226_MXE_103560	CD226	chr18	-	69873143	69873246	69895700	69896045	69867356	69867411	69946733	69947069	0.496	0.361333333333333	2.87563176824231e-07	-0.45700976975416	-0.134666666666667
ELAVL1_MXE_103701	ELAVL1	chr19	-	7967564	7967790	7973724	7973878	7958572	7963807	7981082	7981186	0.606578947368421	0.364111111111111	3.2256149088224e-11	-0.73631666066003	-0.24246783625731
PPP1R16B_MXE_103908	PPP1R16B	chr20	+	38906978	38907054	38907805	38907935	38905968	38906094	38908027	38908193	0.355263157894737	0.177148148148148	2.4405681592927e-08	-1.00393169955913	-0.178115009746589
GRSF1_MXE_104008	GRSF1	chr4	-	70833117	70833273	70836157	70836314	70832306	70832450	70839470	70839910	0.082	0.292222222222222	1.11641008775595e-08	1.83337007811927	0.210222222222222
MRPL11_MXE_104134	MRPL11	chr11	-	66437349	66437443	66438163	66438259	66437103	66437263	66438709	66438848	0.32078947368421	0.651444444444444	3.37004542712788e-12	1.02201534789017	0.330654970760234
MS4A1_MXE_104291	MS4A1	chr11	+	60463001	60463121	60465920	60466157	60462184	60462533	60466958	60467060	0.461526315789474	0.232074074074074	1.11756675269352e-08	-0.991827548876038	-0.2294522417154
MED15_MXE_104296	MED15	chr22	+	20537116	20537204	20551435	20551487	20507541	20507746	20553144	20553174	0.656052631578947	0.793296296296296	6.69584442404106e-08	0.274048254256972	0.137243664717349
MED15_MXE_104300	MED15	chr22	+	20583329	20583393	20584358	20584425	20583112	20583247	20584854	20585015	0.616631578947368	0.46762962962963	5.21159296342517e-08	-0.399042430836262	-0.149001949317739
DENND4B_MXE_104406	DENND4B	chr1	-	153930946	153931064	153932203	153932440	153930691	153930857	153932641	153932777	0.440842105263158	0.662444444444445	3.23949348511771e-07	0.587537445061634	0.221602339181287
DENND4B_MXE_104409	DENND4B	chr1	-	153930538	153930603	153932203	153932440	153929500	153930442	153932641	153932777	0.220052631578947	0.474592592592593	2.77102352416253e-08	1.10884095840024	0.254539961013645
PNPLA8_MXE_104620	PNPLA8	chr7	-	108491409	108491467	108502490	108502642	108487758	108487953	108514143	108514293	0.675368421052632	0.89937037037037	4.81435061018268e-13	0.413240632169183	0.224001949317739
SNX14_MXE_104766	SNX14	chr6	-	85557975	85558060	85567533	85567577	85548300	85548376	85572136	85572215	0.814947368421053	0.970925925925926	1.10490141170489e-08	0.252654344391523	0.155978557504873
TIMM9_MXE_104846	TIMM9	chr14	-	58410842	58410938	58427053	58427242	58408493	58409168	58427391	58427614	0.115052631578947	0.298185185185185	2.40379919782877e-07	1.37391459914226	0.183132553606238
PCNA_MXE_104962	PCNA	chr20	-	5117469	5117664	5118768	5118866	5115448	5115572	5119577	5119914	0.271157894736842	0.530296296296296	1.12104309505028e-08	0.967665497524223	0.259138401559454
PLSCR3_MXE_105143	PLSCR3	chr17	-	7393466	7393509	7394103	7394267	7392790	7392952	7394476	7394843	0.547105263157895	0.869777777777778	4.59226197574107e-08	0.668828414882345	0.322672514619883
CBX1_MXE_105272	CBX1	chr17	-	48076000	48076178	48076864	48077041	48075005	48075100	48101267	48101521	0.190947368421053	0.425592592592593	2.4405681592927e-08	1.15629800374757	0.23464522417154
GRAP2_MXE_105731	GRAP2	chr22	+	39960054	39960174	39965989	39966158	39955818	39955910	39968041	39968272	0.707894736842105	0.60562962962963	1.2777909506724e-08	-0.225099060113611	-0.102265107212476
PGAP3_MXE_106215	PGAP3	chr17	-	39674616	39674679	39684596	39684749	39673992	39674054	39685921	39686019	0.353526315789474	0.554518518518519	2.70767868986873e-07	0.649418030606325	0.200992202729045
RALGAPB_MXE_10629	RALGAPB	chr20	+	38558294	38558453	38565358	38565478	38553866	38554076	38567095	38567232	0.394894736842105	0.202074074074074	1.11525447936054e-08	-0.966583902597837	-0.192820662768031
MTMR4_MXE_106360	MTMR4	chr17	-	58492510	58492599	58503743	58503898	58489531	58491840	58504049	58504220	0.348736842105263	0.193185185185185	1.11756675269352e-08	-0.85215432256982	-0.155551656920078
NRBF2_MXE_106501	NRBF2	chr10	+	63146208	63146293	63152149	63152190	63133246	63133500	63153510	63155031	0.643789473684211	0.808555555555556	1.12104309505028e-08	0.328757916009011	0.164766081871345
PDHB_MXE_106508	PDHB	chr3	-	58430656	58430942	58431730	58431793	58430127	58430238	58431876	58431984	0.420789473684211	0.702814814814815	1.2777909506724e-08	0.740045987458426	0.282025341130604
NDUFB5_MXE_106515	NDUFB5	chr3	+	179616982	179617044	179618414	179618521	179615982	179616049	179623919	179624500	0.396263157894737	0.500925925925926	2.5535369048527e-07	0.338138441012387	0.104662768031189
PTPRC_MXE_106863	PTPRC	chr1	+	198639225	198639341	198704471	198704498	198638967	198639137	198706733	198706952	0.831684210526316	0.969259259259259	1.05880298879391e-08	0.220846769195486	0.137575048732943
PTPRC_MXE_106869	PTPRC	chr1	+	198639225	198639341	198735126	198735252	198638967	198639137	198741868	198742026	0.66678947368421	0.843592592592593	1.63767431689739e-08	0.339315097884295	0.176803118908382
PTPRC_MXE_107084	PTPRC	chr1	+	198692346	198692373	198712952	198713072	198639225	198639341	198716681	198716840	0.53721052631579	0.906703703703704	1.10949225654404e-08	0.75514360427884	0.369493177387914
PTPRC_MXE_107089	PTPRC	chr1	+	198692346	198692373	198704471	198704498	198639225	198639341	198706733	198706952	0.781105263157895	0.97562962962963	1.08783469487265e-08	0.320816591428166	0.194524366471735
PTPRC_MXE_107092	PTPRC	chr1	+	198692346	198692373	198735126	198735252	198639225	198639341	198741868	198742026	0.593263157894737	0.871037037037037	1.11641008775595e-08	0.554061871328268	0.2777738791423
MAP4K4_MXE_107125	MAP4K4	chr2	+	101871493	101871685	101873646	101873764	101870294	101870415	101877002	101877146	0.373947368421053	0.50937037037037	3.23409557311582e-07	0.445879810830291	0.135423001949318
MAP4K4_MXE_107126	MAP4K4	chr2	+	101871493	101871685	101873646	101873764	101870294	101870415	101874081	101874252	0.162473684210526	0.303518518518519	1.12104309505028e-08	0.901578477651813	0.141044834307992
MAP4K4_MXE_107127	MAP4K4	chr2	+	101871493	101871685	101873646	101873764	101870294	101870415	101882550	101882685	0.374	0.50962962962963	3.23949348511771e-07	0.446410887538355	0.13562962962963
MAP4K4_MXE_107135	MAP4K4	chr2	+	101869621	101869797	101870294	101870415	101867211	101867309	101873646	101873764	0.573736842105263	0.698851851851852	2.75746276225274e-08	0.284597491491068	0.125115009746589
MAP4K4_MXE_107165	MAP4K4	chr2	+	101885186	101885287	101887087	101887261	101882550	101882685	101887777	101887937	0.727526315789474	0.576851851851852	1.12104309505028e-08	-0.334798582689355	-0.150674463937622
MAP4K4_MXE_107239	MAP4K4	chr2	+	101887777	101887937	101888795	101888935	101887087	101887261	101891165	101894690	0.240578947368421	0.553888888888889	1.12104309505028e-08	1.2030861976828	0.313309941520468
ARHGAP4_MXE_107409	ARHGAP4	chrX	-	153920625	153920808	153921096	153921159	153919154	153919283	153921364	153921527	0.063578947368421	0.165222222222222	3.55344459808938e-08	1.37778670472861	0.101643274853801
LTBP4_MXE_107538	LTBP4	chr19	+	40623603	40623732	40625856	40626009	40622949	40623021	40626974	40627355	0.705105263157895	0.457333333333333	2.26642604187667e-07	-0.624592573749037	-0.247771929824561
SLC26A11_MXE_107555	SLC26A11	chr17	+	80246508	80246649	80251328	80251401	80246153	80246209	80252624	80253509	0.388157894736842	0.700888888888889	3.1478100593562e-08	0.852542122767855	0.312730994152047
EML2_MXE_108206	EML2	chr19	-	45624718	45624818	45629950	45630046	45621482	45621637	45632860	45632971	0.887526315789474	0.706222222222222	6.2859815273788e-08	-0.329667678946283	-0.181304093567252
SLAMF6_MXE_108404	SLAMF6	chr1	-	160490574	160490685	160496060	160496246	160490197	160490236	160523143	160523262	0.275052631578947	0.0893703703703704	1.45426678387134e-08	-1.62183919782415	-0.185682261208577
NDRG1_MXE_108492	NDRG1	chr8	-	133242022	133242074	133244354	133244390	133237170	133239119	133246615	133246663	0.826894736842105	0.526444444444444	4.60100101626019e-08	-0.651422394929003	-0.300450292397661
ADD3_MXE_108554	ADD3	chr10	+	110126416	110126503	110130362	110130486	110125825	110125945	110132304	110132400	0.587842105263158	0.688407407407407	1.11525447936054e-08	0.227833922807077	0.10056530214425
ADD3_MXE_108572	ADD3	chr10	+	110116258	110116410	110118586	110118736	110112776	110112915	110119210	110119354	0.537578947368421	0.396851851851852	1.1187244750021e-08	-0.437876102868389	-0.140727095516569
STARD3NL_MXE_10857	STARD3NL	chr7	+	38207446	38207729	38219564	38219660	38178205	38178420	38228798	38228871	0.297421052631579	0.519296296296296	2.77102352416253e-08	0.804051165299662	0.221875243664717
BTN3A3_MXE_108872	BTN3A3	chr6	+	26443956	26444304	26445703	26445985	26443640	26443659	26448247	26448448	0.576315789473684	0.394518518518519	2.14637417040081e-08	-0.546766524885167	-0.181797270955166
STAT5A_MXE_109106	STAT5A	chr17	+	42300714	42300870	42301274	42301454	42300129	42300281	42304341	42304429	0.0433157894736842	0.164037037037037	3.23409557311582e-07	1.92105667274381	0.120721247563353
CASP3_MXE_109246	CASP3	chr4	-	184635293	184635418	184648464	184648631	184632267	184632396	184649394	184649475	0.227473684210526	0.545111111111111	1.92574024407307e-12	1.26085067369937	0.317637426900585
CASP3_MXE_109253	CASP3	chr4	-	184638400	184638468	184648464	184648631	184635293	184635418	184649394	184649475	0.117421052631579	0.366148148148148	5.77722073221922e-12	1.64073640417575	0.248727095516569
MCTP2_MXE_109543	MCTP2	chr15	+	94370086	94370180	94458136	94458246	94367604	94367791	94470332	94470442	0.448842105263158	0.209	1.1187244750021e-08	-1.10270507723471	-0.239842105263158
ABHD16A_MXE_109940	ABHD16A	chr6	-	31690077	31690127	31691578	31691680	31689580	31689704	31691803	31691918	0.431894736842105	0.610703703703704	3.56375886300867e-08	0.499792858972739	0.178808966861598
WBP2_MXE_110046	WBP2	chr17	-	75847486	75847609	75848569	75848662	75846907	75846984	75849603	75849739	0.941631578947368	0.738740740740741	1.12104309505028e-08	-0.350094561114516	-0.202890838206628
WBP2_MXE_110047	WBP2	chr17	-	75847486	75847609	75847795	75847930	75846907	75846984	75848569	75848662	0.90378947368421	0.792925925925926	1.16285654495178e-07	-0.188800656636732	-0.110863547758285
SEC24C_MXE_110232	SEC24C	chr10	+	73760712	73760849	73763489	73763601	73760017	73760386	73763855	73763983	0.467631578947368	0.71862962962963	1.12104309505028e-08	0.619876062249197	0.250998050682261
SEC24C_MXE_110262	SEC24C	chr10	+	73751107	73751243	73760017	73760386	73746804	73747004	73760712	73760849	0.668578947368421	0.490814814814815	1.11756675269352e-08	-0.445919131044972	-0.177764132553606
GNPTAB_MXE_110279	GNPTAB	chr12	-	101788547	101788589	101789937	101790057	101786011	101786217	101796676	101796762	0.655842105263158	0.799740740740741	1.67704310914696e-07	0.286183857999434	0.143898635477583
RORA_MXE_110490	RORA	chr15	-	60505507	60505629	60511225	60511621	60503534	60503667	60514615	60514757	0.232	0.538592592592593	1.1187244750021e-08	1.21506958285395	0.306592592592593
OSBPL2_MXE_110625	OSBPL2	chr20	+	62284045	62284169	62289206	62289330	62281789	62281879	62291702	62291793	0.656684210526316	0.398185185185185	1.12104309505028e-08	-0.721760221775029	-0.258499025341131
OSBPL2_MXE_110626	OSBPL2	chr20	+	62284045	62284169	62286582	62286711	62281789	62281879	62289206	62289330	0.67878947368421	0.507259259259259	1.30950336596969e-10	-0.420240898023194	-0.171530214424951
CANX_MXE_110770	CANX	chr5	+	179706257	179706331	179707131	179707190	179705678	179705852	179708238	179708380	0.552105263157895	0.749	1.11641008775595e-08	0.440022364437707	0.196894736842105
CANX_MXE_110791	CANX	chr5	+	179724656	179724783	179726679	179726759	179723659	179723779	179728590	179731638	0.610526315789474	0.815925925925926	1.11294642888356e-08	0.418384700966066	0.205399610136452
CANX_MXE_110796	CANX	chr5	+	179723659	179723779	179726679	179726759	179722803	179723019	179728590	179731638	0.605368421052632	0.785407407407407	1.11525447936054e-08	0.375627785377161	0.180038986354776
IKZF1_MXE_111059	IKZF1	chr7	+	50376532	50376793	50387344	50387470	50327637	50327757	50391728	50391863	0.352684210526316	0.561777777777778	3.57755191815165e-08	0.671622568395463	0.209093567251462
TMEM43_MXE_111095	TMEM43	chr3	+	14132865	14132935	14135157	14135232	14132545	14132595	14135806	14135908	0.666105263157895	0.496925925925926	1.36116471861401e-08	-0.422719368227326	-0.169179337231969
TMEM43_MXE_111099	TMEM43	chr3	+	14133738	14133809	14139179	14139297	14132865	14132935	14141592	14143680	0.632368421052632	0.45337037037037	1.11756675269352e-08	-0.480075216729771	-0.178998050682261
TMEM43_MXE_111101	TMEM43	chr3	+	14133738	14133809	14135157	14135232	14132865	14132935	14135806	14135908	0.652736842105263	0.432074074074074	1.11988325551105e-08	-0.595222804052722	-0.220662768031189
RAB11FIP1_MXE_111162	RAB11FIP1	chr8	-	37870419	37870528	37871277	37873179	37858946	37863113	37874514	37875322	0.162210526315789	0.275407407407407	8.57026443654703e-08	0.763699919684813	0.113196881091618
PHYKPL_MXE_11174	PHYKPL	chr5	-	178224641	178224729	178231404	178231523	178224447	178224564	178232491	178232822	0.163736842105263	0.346185185185185	1.09485430301673e-07	1.08016501032613	0.182448343079922
TMEM154_MXE_112090	TMEM154	chr4	-	152652537	152652576	152652666	152652927	152644414	152644442	152679869	152680165	0.511526315789474	0.665296296296296	2.14637417040081e-08	0.379188540037271	0.153769980506823
TMEM154_MXE_112091	TMEM154	chr4	-	152644414	152644442	152652666	152652927	152643087	152643173	152679869	152680165	0.48421052631579	0.710074074074074	1.65601419769121e-08	0.552335090067342	0.225863547758285
SH3BP5_MXE_112213	SH3BP5	chr3	-	15262158	15262289	15269712	15269877	15259760	15259803	15304102	15304299	0.477947368421053	0.21337037037037	2.4381569200614e-08	-1.16349190678932	-0.264576998050682
CLCN7_MXE_112265	CLCN7	chr16	-	1455133	1455250	1455730	1455795	1454410	1454465	1456112	1456206	0.346842105263158	0.514037037037037	1.78438842570771e-07	0.567593264540984	0.167194931773879
MAK_MXE_112409	MAK	chr6	-	10775327	10775459	10791674	10791847	10762722	10764606	10795997	10796309	0.706105263157895	0.328259259259259	3.2256149088224e-11	-1.1050475643337	-0.377846003898636
YWHAB_MXE_112554	YWHAB	chr20	+	44903992	44904116	44904967	44905131	44901530	44901833	44906000	44906096	0.371263157894737	0.230814814814815	1.35421424509633e-08	-0.685706331084466	-0.140448343079922
MKNK2_MXE_112629	MKNK2	chr19	-	2046185	2046283	2046366	2046468	2043502	2043582	2046603	2046691	0.170157894736842	0.375259259259259	1.45575011159557e-08	1.14101358086653	0.205101364522417
ANKZF1_MXE_112667	ANKZF1	chr2	+	219231927	219232040	219232489	219232683	219230227	219230405	219233078	219233191	0.161421052631579	0.283777777777778	1.40096589339707e-07	0.813932870436978	0.122356725146199
PSPC1_MXE_112796	PSPC1	chr13	-	19705661	19705831	19730238	19730344	19702868	19703360	19741564	19741649	0.766947368421053	0.958444444444444	1.27516816794694e-08	0.321567232992992	0.191497076023392
YTHDF3_MXE_112859	YTHDF3	chr8	+	63175330	63175416	63186146	63187745	63169386	63169411	63209682	63212788	0.232947368421053	0.541407407407407	1.11988325551105e-08	1.2167105937157	0.308460038986355
ZBTB48_MXE_113400	ZBTB48	chr1	+	6580540	6581299	6585918	6586030	6579990	6580070	6586694	6586787	0.422315789473684	0.688814814814815	4.0561549366818e-08	0.705793984710832	0.266499025341131
ZBTB48_MXE_113401	ZBTB48	chr1	+	6580540	6581299	6586694	6586787	6579990	6580070	6587204	6587291	0.427105263157895	0.696851851851852	1.45426678387134e-08	0.706260300800027	0.269746588693957
SP110_MXE_11350	SP110	chr2	-	230171695	230171767	230172843	230172959	230170620	230170761	230177537	230177680	0.569947368421053	0.303296296296296	5.55347880167811e-08	-0.91010081969384	-0.266651072124756
CBFB_MXE_1136	CBFB	chr16	+	67036638	67036755	67082212	67082308	67029726	67029813	67098709	67101055	0.382105263157895	0.657851851851852	2.00889373415192e-07	0.783792596145076	0.275746588693957
SP110_MXE_11379	SP110	chr2	-	230172065	230172174	230183571	230183640	230171695	230171767	230185993	230186143	0.899421052631579	0.760333333333333	9.69338215290121e-08	-0.242364612561043	-0.139087719298246
DENND5A_MXE_113800	DENND5A	chr11	-	9178131	9178366	9193493	9193681	9169855	9169949	9203659	9204317	0.88721052631579	0.714296296296296	2.14210184656095e-08	-0.312753841648381	-0.172914230019493
ALDOA_MXE_113939	ALDOA	chr16	+	30069305	30069389	30069498	30069673	30068817	30068978	30069829	30070029	0.572894736842105	0.375555555555556	1.65099458047944e-08	-0.609243743904749	-0.19733918128655
USP7_MXE_114134	USP7	chr16	-	8903267	8903402	8905186	8905331	8902380	8902482	8906425	8906582	0.646263157894737	0.819296296296296	1.31484525105465e-07	0.342263544058525	0.173033138401559
USP7_MXE_114152	USP7	chr16	-	8898530	8898639	8900989	8901057	8898359	8898437	8901141	8901234	0.265210526315789	0.134518518518519	1.11409992667901e-08	-0.979333242398721	-0.130692007797271
PCM1_MXE_114298	PCM1	chr8	+	18011666	18011827	18013963	18014036	18011236	18011366	18014583	18014840	0.577421052631579	0.733740740740741	1.27647896547472e-08	0.345646683761166	0.156319688109162
ELOVL1_MXE_114370	ELOVL1	chr1	-	43364927	43365008	43365185	43365376	43364737	43364794	43365563	43365623	0.716052631578947	0.872666666666667	1.2777909506724e-08	0.285365058530629	0.156614035087719
ELOVL1_MXE_114379	ELOVL1	chr1	-	43364541	43364647	43365185	43365376	43364323	43364460	43365563	43365623	0.71	0.82237037037037	1.11988325551105e-08	0.21196926120607	0.11237037037037
MTF1_MXE_114450	MTF1	chr1	-	37839919	37840158	37857250	37857709	37838624	37838756	37859530	37859620	0.60478947368421	0.260851851851852	1.11525447936054e-08	-1.21320235432652	-0.343937621832359
CIITA_MXE_114765	CIITA	chr16	+	10904743	10904812	10909028	10909187	10903730	10903895	10910187	10910259	0.337263157894737	0.631074074074074	1.2777909506724e-08	0.903934626298273	0.293810916179337
CIITA_MXE_114766	CIITA	chr16	+	10904743	10904812	10906498	10908149	10903730	10903895	10909028	10909187	0.527157894736842	0.781481481481481	1.11988325551105e-08	0.567976542829408	0.254323586744639
CIITA_MXE_114777	CIITA	chr16	+	10906498	10908149	10909028	10909187	10904743	10904812	10910187	10910259	0.417842105263158	0.592111111111111	3.1478100593562e-08	0.502910048801306	0.174269005847953
CIITA_MXE_114778	CIITA	chr16	+	10906498	10908149	10908982	10909187	10904743	10904812	10910187	10910259	0.419736842105263	0.592518518518519	3.14168826616216e-08	0.497375144250504	0.172781676413255
CIITA_MXE_114781	CIITA	chr16	+	10906498	10908149	10910187	10910259	10904743	10904812	10915569	10915650	0.559526315789474	0.711814814814815	3.57064956909802e-08	0.347295973581605	0.152288499025341
CIITA_MXE_114784	CIITA	chr16	+	10906498	10908149	10915569	10915650	10904743	10904812	10916366	10916459	0.434105263157895	0.585481481481481	1.11525447936054e-08	0.431578625496686	0.151376218323587
CIITA_MXE_114800	CIITA	chr16	+	10898924	10899002	10903730	10903895	10898669	10898732	10904743	10904812	0.424842105263158	0.21137037037037	1.11988325551105e-08	-1.00715360014979	-0.213471734892788
CIITA_MXE_114802	CIITA	chr16	+	10898924	10899002	10901513	10901558	10898669	10898732	10902037	10902184	0.744842105263158	0.50362962962963	2.4381569200614e-08	-0.564571467022308	-0.241212475633528
