AS_ID	Gene_ID	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
PAXBP1_A5SS_107	PAXBP1	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	0.818494252873563	0.710578947368421	1.98214096232895e-05	-0.203977340781317	-0.107915305505142
EIF1AD_A5SS_2057	EIF1AD	chr11	-	66001909	66002166	66002039	66002166	66000302	66000505	0.608229885057471	0.755	2.01991657289305e-05	0.311859940260759	0.146770114942529
POMT1_A5SS_4321	POMT1	chr9	+	131509902	131510062	131509902	131509996	131510259	131510415	0.783551724137931	0.598947368421053	5.66022812863587e-06	-0.387599279642756	-0.184604355716878
HELQ_A5SS_3175	HELQ	chr4	-	83455268	83455883	83455507	83455883	83451865	83453945	0.634494252873563	0.757894736842105	7.88555225501288e-07	0.256390391526294	0.123400483968542
SLFN11_A5SS_935	SLFN11	chr17	-	35373473	35373701	35373581	35373701	35362738	35363826	0.643781609195402	0.82878947368421	2.27911361007718e-05	0.364434315544133	0.185007864488808
TMEM230_A5SS_1917	TMEM230	chr20	-	5112742	5113087	5112960	5113087	5109331	5109445	0.187609195402299	0.056	6.10514586029584e-06	-1.74423180898288	-0.131609195402299
LRSAM1_A5SS_4464	LRSAM1	chr9	+	127451485	127452084	127451485	127451669	127454495	127454599	0.858206896551724	0.966684210526316	1.96150544007881e-05	0.17171918274982	0.108477313974592
SIKE1_A5SS_2233	SIKE1	chr1	-	114780386	114780687	114780448	114780687	114780109	114780215	0.404655172413793	0.189894736842105	4.24413079521041e-07	-1.09149311647116	-0.214760435571688
SNX14_A5SS_3008	SNX14	chr6	-	85593578	85594156	85593833	85594156	85574257	85574378	0.593689655172414	0.712263157894737	1.81055422255924e-06	0.262701393336071	0.118573502722323
CCDC66_A5SS_58	CCDC66	chr3	+	56566593	56566759	56566593	56566740	56566949	56567053	0.341540229885057	0.511263157894737	9.62900814893359e-08	0.582010544817684	0.169722928009679
TCF4_A5SS_3772	TCF4	chr18	-	55232508	55232671	55232520	55232671	55228846	55229076	0.46	0.596842105263158	1.97985072403798e-05	0.37571545544163	0.136842105263158
OCIAD1_A5SS_1573	OCIAD1	chr4	+	48851805	48852020	48851805	48851975	48860724	48861817	0.801885057471264	0.599578947368421	6.37065825684809e-07	-0.419445727260684	-0.202306110102843
ZNF641_A5SS_881	ZNF641	chr12	-	48347148	48347343	48347251	48347343	48344598	48344712	0.409942528735632	0.523421052631579	1.08895636991924e-05	0.352550285015469	0.113478523895947
ZNF559_A5SS_1871	ZNF559	chr19	+	9337795	9338017	9337795	9337858	9338493	9338582	0.189988505747126	0.308	2.65756747624286e-05	0.697018212380973	0.118011494252874
ANAPC16_A5SS_3412	ANAPC16	chr10	+	72215999	72216138	72215999	72216072	72223887	72224056	0.41051724137931	0.541526315789474	1.32782015371154e-05	0.399588632894868	0.131009074410163
FASTKD2_A5SS_3842	FASTKD2	chr2	+	206765387	206765747	206765387	206765654	206766643	206767470	0.562919540229885	0.400842105263158	1.54557351324437e-07	-0.48989466824306	-0.162077434966727
DKC1_A5SS_620	DKC1	chrX	+	154768301	154768802	154768301	154768432	154769166	154769310	0.570264367816092	0.373684210526316	2.3602274131358e-06	-0.609811284649304	-0.196580157289776
SSFA2_A5SS_932	SSFA2	chr2	+	181915215	181917005	181915215	181916427	181918597	181918675	0.389632183908046	0.274315789473684	3.74297346239121e-06	-0.506275184675258	-0.115316394434362
