AS_ID	Gene_ID	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
PDHX_A5SS_4444	PDHX	chr11	+	34916129	34916815	34916129	34916486	34931403	34931484	0.618632183908046	0.820688888888889	2.93273739496554e-12	0.407753530542328	0.202056704980843
PICK1_A5SS_4508	PICK1	chr22	+	38057254	38057489	38057254	38057436	38057752	38057850	0.274965517241379	0.163133333333333	8.68403278811583e-11	-0.753199104398887	-0.111832183908046
C6orf136_A5SS_4533	C6orf136	chr6	+	30647038	30647846	30647038	30647303	30649557	30649959	0.574850574712644	0.276066666666667	3.98407781857269e-11	-1.05817029209357	-0.298783908045977
ACTL6A_A5SS_564	ACTL6A	chr3	+	179562879	179563117	179562879	179562973	179569823	179569900	0.197	0.350822222222222	9.25128802533472e-11	0.832544505998335	0.153822222222222
TRIM5_A5SS_727	TRIM5	chr11	-	5684867	5685109	5685015	5685109	5679760	5680238	0.32583908045977	0.455488888888889	1.20689507976993e-14	0.483256213547098	0.129649808429119
GAPT_A5SS_840	GAPT	chr5	+	58493618	58493838	58493618	58493683	58494246	58496358	0.516540229885057	0.413377777777778	9.28202776517328e-15	-0.321419880455517	-0.10316245210728
ZNRD1_A5SS_1495	ZNRD1	chr6	+	30061239	30061398	30061239	30061389	30061514	30061669	0.586034482758621	0.718755555555556	1.07370302737707e-06	0.294515645640558	0.132721072796935
PIGG_A5SS_3525	PIGG	chr4	+	499199	499489	499199	499298	500395	500601	0.534551724137931	0.686755555555556	2.17017136382115e-08	0.361467123790957	0.152203831417625
ATP5J_A5SS_382	ATP5J	chr21	-	25734938	25735654	25734988	25735654	25729630	25729801	0.310494252873563	0.435133333333333	1.29304109241463e-09	0.486890973605384	0.12463908045977
ATAD2B_A5SS_288	ATAD2B	chr2	-	23786026	23786223	23786041	23786223	23782868	23783028	0.508183908045977	0.648022222222222	2.93924397069137e-07	0.350692595105769	0.139838314176245
USP8_A5SS_3633	USP8	chr15	+	50424376	50424654	50424376	50424514	50439008	50439177	0.239816091954023	0.3506	4.35147800513347e-07	0.547897527489827	0.110783908045977
PIGG_A5SS_3529	PIGG	chr4	+	499199	500047	499199	499298	500395	500601	0.12616091954023	0.2676	4.5998306570822e-07	1.08481303543001	0.14143908045977
ZCCHC9_A5SS_2784	ZCCHC9	chr5	+	81301582	81301698	81301582	81301670	81304740	81305141	0.361471264367816	0.466866666666667	1.91391087691036e-08	0.369129623955915	0.105395402298851
ELOVL7_A5SS_3782	ELOVL7	chr5	-	60771902	60772093	60771948	60772093	60767822	60767903	0.742735632183908	0.865044444444444	2.17307715718752e-06	0.219925465576731	0.122308812260536
WDR4_A5SS_2117	WDR4	chr21	-	42873550	42873691	42873602	42873691	42863439	42863596	0.318206896551724	0.536377777777778	4.41230483678817e-10	0.753284363599822	0.218170881226054
TAX1BP1_A5SS_2729	TAX1BP1	chr7	+	27816348	27816520	27816348	27816394	27827737	27827820	0.573126436781609	0.699755555555556	6.17912031786542e-06	0.287997590372122	0.126629118773946
SIKE1_A5SS_2233	SIKE1	chr1	-	114780386	114780687	114780448	114780687	114780109	114780215	0.404655172413793	0.2734	1.43741690360007e-05	-0.565679793564263	-0.131255172413793
DOK3_A5SS_305	DOK3	chr5	-	177509757	177509857	177509801	177509857	177509474	177509657	0.446459770114943	0.563622222222222	1.38996780432231e-08	0.33619831273823	0.11716245210728
CTAGE5_A5SS_1203	CTAGE5	chr14	+	39276933	39277065	39276933	39276955	39279336	39279358	0.569586206896552	0.4042	6.38851837892251e-06	-0.494844888696772	-0.165386206896552
ATXN2L_A5SS_3383	ATXN2L	chr16	+	28835932	28836176	28835932	28836122	28836727	28837237	0.258034482758621	0.381022222222222	1.45648846324995e-05	0.562311267081305	0.122987739463602
