AS_ID	Gene_ID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
TBPL1_MXE_101095	TBPL1	chr6	+	133980081	133980260	133982567	133982650	133953162	133953425	133982816	133982880	0.234459770114943	0.360577777777778	3.44719883417957e-10	0.620970088461013	0.126118007662835
VRK3_MXE_101809	VRK3	chr19	-	49989638	49989771	49997503	49997570	49988371	49988492	50000789	50000854	0.65516091954023	0.520177777777778	2.5209502415457e-09	-0.332844534507951	-0.134983141762452
VRK3_MXE_101810	VRK3	chr19	-	49989638	49989771	49995190	49995275	49988371	49988492	49997503	49997570	0.629367816091954	0.494466666666667	9.25160355801716e-08	-0.348030137302225	-0.134901149425287
TVP23B_MXE_102050	TVP23B	chr17	+	18789352	18789435	18797578	18797668	18781268	18781305	18798811	18798943	0.109873563218391	0.291866666666667	1.4894952195745e-14	1.40946515396946	0.181993103448276
FCHO1_MXE_102096	FCHO1	chr19	+	17766668	17766810	17770424	17770577	17764374	17764449	17770791	17770896	0.154666666666667	0.2774	9.55502510989344e-11	0.842805483029824	0.122733333333333
ACTR1B_MXE_102238	ACTR1B	chr2	-	97659351	97659477	97661881	97661946	97658878	97659003	97663842	97664098	0.214862068965517	0.3804	2.7922525434685e-09	0.824106429534969	0.165537931034483
DERL2_MXE_102332	DERL2	chr17	-	5480053	5480144	5485150	5485216	5471250	5474789	5486068	5486230	0.344689655172414	0.545311111111111	1.02744945914383e-12	0.661781550534629	0.200621455938697
R3HDM1_MXE_102653	R3HDM1	chr2	+	135602499	135602708	135616667	135616757	135531454	135531633	135621493	135621608	0.386597701149425	0.650266666666667	5.09475036656955e-13	0.750198412867533	0.263668965517241
DDB1_MXE_103066	DDB1	chr11	-	61326778	61326893	61331542	61331691	61325610	61325708	61332907	61333212	0.30432183908046	0.431622222222222	7.15120128593785e-09	0.50417127455568	0.127300383141762
DDB1_MXE_103095	DDB1	chr11	-	61329957	61330074	61331542	61331691	61329362	61329584	61332907	61333212	0.386425287356322	0.532777777777778	2.1327088954697e-10	0.463344402636245	0.146352490421456
UBOX5_MXE_103327	UBOX5	chr20	-	3121383	3122584	3123311	3123406	3115304	3115466	3159765	3159910	0.688850574712644	0.844777777777778	3.19248901218388e-10	0.294380816682732	0.155927203065134
IL18RAP_MXE_103334	IL18RAP	chr2	+	102419560	102419797	102424230	102424414	102418789	102418940	102437211	102437362	0.338126436781609	0.224311111111111	6.87563132371952e-10	-0.59206173412117	-0.113815325670498
IL18RAP_MXE_103335	IL18RAP	chr2	+	102419560	102419797	102423810	102424135	102418789	102418940	102424230	102424414	0.519367816091954	0.301711111111111	3.57633688614985e-13	-0.783588789054504	-0.217656704980843
IL18RAP_MXE_103337	IL18RAP	chr2	+	102423177	102423347	102447069	102447207	102419560	102419797	102450847	102451021	0.272137931034483	0.144488888888889	4.42776619758792e-12	-0.913379501235305	-0.127649042145594
RAD1_MXE_103368	RAD1	chr5	-	34911553	34911812	34914694	34914961	34909257	34909356	34915415	34915626	0.330632183908046	0.570044444444444	3.41728187466026e-11	0.785847241585246	0.239412260536398
LONP1_MXE_103460	LONP1	chr19	-	5707059	5707143	5707696	5707826	5705771	5705992	5708341	5708403	0.171344827586207	0.276577777777778	4.99624650719087e-08	0.690782603135161	0.105232950191571
TSPAN2_MXE_103510	TSPAN2	chr1	-	115057536	115057608	115072904	115073007	115053378	115053462	115089363	115089500	0.306390804597701	0.475622222222222	2.10069467757288e-10	0.634443123122862	0.169231417624521
TSPAN2_MXE_103520	TSPAN2	chr1	-	115060463	115060538	115072904	115073007	115058882	115058981	115089363	115089500	0.311816091954023	0.4698	1.35707351781848e-12	0.591351329948132	0.157983908045977
TSPAN2_MXE_103531	TSPAN2	chr1	-	115058882	115058981	115072904	115073007	115057536	115057608	115089363	115089500	0.211563218390805	0.3494	8.12269740093119e-12	0.723790780697477	0.137836781609195
STK11_MXE_103535	STK11	chr19	+	1221212	1221340	1221948	1222006	1220580	1220717	1222984	1223172	0.843390804597701	0.739288888888889	1.20841188034567e-08	-0.19006306157248	-0.104101915708812
ANP32A_MXE_103665	ANP32A	chr15	-	68782955	68783053	68787769	68787919	68780409	68780473	68820697	68820922	0.260850574712644	0.158333333333333	3.01459229920373e-15	-0.720258599229263	-0.10251724137931
HDGFRP2_MXE_103699	HDGFRP2	chr19	+	4496301	4496405	4497957	4498031	4494165	4494475	4498305	4498376	0.176471264367816	0.304066666666667	4.25753805989853e-09	0.784954387559715	0.127595402298851
ARHGEF1_MXE_103776	ARHGEF1	chr19	+	41902273	41902356	41902532	41902658	41901886	41902033	41902783	41902898	0.621206896551724	0.426222222222222	3.24581991610593e-10	-0.543468032610762	-0.194984674329502
ARHGEF1_MXE_103792	ARHGEF1	chr19	+	41902783	41902898	41903306	41903407	41902532	41902658	41903706	41903784	0.220471264367816	0.333977777777778	5.90084740429163e-10	0.599161480771187	0.113506513409962
DNAJC19_MXE_103833	DNAJC19	chr3	-	180986942	180987022	180988177	180988229	180985925	180985996	180989599	180989774	0.290735632183908	0.488333333333333	1.0204008340898e-08	0.748158361661072	0.197597701149425
DNAJC19_MXE_103834	DNAJC19	chr3	-	180988022	180988096	180988177	180988229	180985925	180985996	180989599	180989774	0.310655172413793	0.599844444444444	5.71253972230658e-12	0.949274344803492	0.289189272030651
CCND3_MXE_103847	CCND3	chr6	-	41936558	41936695	41937234	41937394	41934932	41936107	42048500	42048894	0.533781609195402	0.386511111111111	2.45990337878881e-08	-0.465739711825289	-0.147270498084291
SRBD1_MXE_103932	SRBD1	chr2	-	45546731	45546839	45562652	45562756	45419787	45419894	45573206	45573342	0.936229885057471	0.697266666666667	5.47583788081387e-09	-0.425152303332896	-0.238963218390805
XPC_MXE_104024	XPC	chr3	-	14170437	14170550	14172866	14173062	14168256	14168380	14178465	14178672	0.298379310344828	0.425844444444444	1.00557907886658e-08	0.513179026120482	0.127465134099617
ACIN1_MXE_104045	ACIN1	chr14	-	23081747	23081836	23093478	23093544	23079546	23080809	23094974	23095614	0.219229885057471	0.388155555555556	2.82430094839975e-10	0.824190459051898	0.168925670498084
ACIN1_MXE_104071	ACIN1	chr14	-	23090521	23090633	23093478	23093544	23081747	23081836	23094974	23095614	0.426057471264368	0.6594	4.66486984408718e-12	0.630105837036746	0.233342528735632
MRPL11_MXE_104134	MRPL11	chr11	-	66437349	66437443	66438163	66438259	66437103	66437263	66438709	66438848	0.220034482758621	0.372511111111111	1.27818480977421e-08	0.759553824562594	0.15247662835249
MED15_MXE_104292	MED15	chr22	+	20575112	20575232	20582610	20582747	20568520	20568631	20582839	20582967	0.891183908045977	0.770155555555556	1.06543002838002e-07	-0.210573312502405	-0.121028352490421
PLB1_MXE_104342	PLB1	chr2	+	28601898	28601964	28602820	28602921	28601251	28601332	28603965	28604047	0.230689655172414	0.0989333333333333	4.6603101811089e-10	-1.22142471938897	-0.13175632183908
DENND4B_MXE_104376	DENND4B	chr1	-	153934134	153934302	153934759	153934964	153933482	153933871	153936059	153936188	0.836126436781609	0.728355555555556	3.09089800506854e-09	-0.199078227874474	-0.107770881226054
DENND4B_MXE_104384	DENND4B	chr1	-	153930691	153930857	153932203	153932440	153930538	153930603	153932641	153932777	0.131045977011494	0.258933333333333	6.41861624297103e-12	0.982507635073577	0.127887356321839
DENND4B_MXE_104406	DENND4B	chr1	-	153930946	153931064	153932203	153932440	153930691	153930857	153932641	153932777	0.273896551724138	0.482111111111111	1.13569902042629e-11	0.81573457654218	0.208214559386973
DENND4B_MXE_104409	DENND4B	chr1	-	153930538	153930603	153932203	153932440	153929500	153930442	153932641	153932777	0.124816091954023	0.232244444444444	2.50345033041117e-11	0.895840139983323	0.107428352490421
DENND4B_MXE_104425	DENND4B	chr1	-	153932641	153932777	153932860	153933030	153932203	153932440	153933196	153933319	0.854103448275862	0.719755555555556	4.13915631226907e-09	-0.246903798894055	-0.134347892720306
CABIN1_MXE_10444	CABIN1	chr22	+	24164399	24164563	24165529	24165626	24134301	24134415	24166638	24167313	0.741885057471264	0.476866666666667	5.31250901635553e-08	-0.637609742185136	-0.265018390804598
MEAF6_MXE_104718	MEAF6	chr1	-	37509454	37509542	37513422	37513538	37509277	37509323	37514656	37514819	0.360528735632184	0.532733333333333	3.05029914160031e-10	0.563299300903236	0.172204597701149
PROK2_MXE_104722	PROK2	chr3	-	71774444	71774507	71781466	71781592	71771654	71772828	71784956	71785206	0.318586206896552	0.5686	2.2895663357377e-14	0.835730291890771	0.250013793103448
ARPC2_MXE_104887	ARPC2	chr2	+	218225919	218225954	218234351	218234397	218217462	218217544	218238663	218238850	0.0926551724137931	0.251711111111111	6.00510991638942e-11	1.44182548069233	0.159055938697318
ARPC2_MXE_104888	ARPC2	chr2	+	218225919	218225954	218228737	218228850	218217462	218217544	218234351	218234397	0.0622758620689655	0.165555555555556	4.14176690444945e-11	1.41057043155393	0.10327969348659
ATP13A1_MXE_105065	ATP13A1	chr19	-	19656846	19656916	19656993	19657149	19656659	19656766	19657335	19657408	0.962390804597701	0.858444444444444	7.26323138407344e-13	-0.164898086976368	-0.103946360153257
SELT_MXE_105105	SELT	chr3	+	150622384	150622495	150623042	150623169	150603278	150603499	150624811	150624899	0.304229885057471	0.408444444444444	1.1473695605897e-09	0.424977981478663	0.104214559386973
PLSCR3_MXE_105143	PLSCR3	chr17	-	7393466	7393509	7394103	7394267	7392790	7392952	7394476	7394843	0.292885057471264	0.590933333333333	4.9115361313987e-09	1.01266078957229	0.298048275862069
GSTP1_MXE_105281	GSTP1	chr11	+	67584684	67584772	67585137	67585241	67584463	67584570	67586103	67586211	0.294505747126437	0.495533333333333	2.38587256352449e-11	0.750686319521555	0.201027586206897
GSTP1_MXE_105283	GSTP1	chr11	+	67584463	67584570	67584684	67584772	67584133	67584169	67585137	67585241	0.176022988505747	0.392644444444444	2.23419614102012e-11	1.15745962809764	0.216621455938697
LTA4H_MXE_10530	LTA4H	chr12	-	96027443	96027564	96029054	96029185	96024478	96024547	96035360	96035661	0.314574712643678	0.432844444444444	5.54297764531319e-11	0.46044593947586	0.118269731800766
C3orf17_MXE_105518	C3orf17	chr3	-	113011044	113011406	113012733	113012811	113008170	113008430	113013271	113013403	0.951137931034483	0.818155555555556	7.96052543301004e-11	-0.217279403139921	-0.132982375478927
RPL13A_MXE_105540	RPL13A	chr19	+	49490778	49490864	49491039	49491099	49490474	49490576	49491424	49491547	0.444988505747126	0.611644444444444	1.47948176046239e-11	0.458925171194046	0.166655938697318
GRAP2_MXE_105735	GRAP2	chr22	+	39960054	39960174	39968041	39968272	39947092	39947184	39969410	39969533	0.589689655172414	0.413977777777778	7.18633673377036e-08	-0.510402559123725	-0.175711877394636
GRAP2_MXE_105739	GRAP2	chr22	+	39947092	39947184	39965989	39966158	39901081	39901330	39968041	39968272	0.59848275862069	0.385511111111111	4.34873342237673e-10	-0.634537244155742	-0.212971647509579
GRAP2_MXE_105740	GRAP2	chr22	+	39947092	39947184	39960054	39960174	39901081	39901330	39965989	39966158	0.365494252873563	0.224066666666667	2.96035671685877e-09	-0.705920679120267	-0.141427586206897
GRAP2_MXE_105741	GRAP2	chr22	+	39947092	39947184	39955818	39955910	39901081	39901330	39960054	39960174	0.438873563218391	0.313977777777778	2.39573143087633e-07	-0.483142914083556	-0.124895785440613
GRAP2_MXE_105742	GRAP2	chr22	+	39947092	39947184	39968041	39968272	39901081	39901330	39969410	39969533	0.903448275862069	0.685244444444444	3.41288295635859e-11	-0.398823279827182	-0.218203831417625
GRAP2_MXE_105753	GRAP2	chr22	+	39955818	39955910	39968041	39968272	39901081	39901330	39969410	39969533	0.241471264367816	0.0769333333333333	3.50632718413365e-09	-1.65017079200719	-0.164537931034483
GRPEL2_MXE_105792	GRPEL2	chr5	+	149348271	149348425	149349653	149349735	149345413	149345616	149350917	149354583	0.163241379310345	0.303777777777778	8.87417844514531e-10	0.896009530556705	0.140536398467433
GMPR2_MXE_106150	GMPR2	chr14	+	24233218	24233340	24235736	24235820	24232871	24232977	24235966	24236140	0.32716091954023	0.202133333333333	6.21003378222845e-12	-0.694693171063843	-0.125027586206897
GMPR2_MXE_106151	GMPR2	chr14	+	24233218	24233340	24233478	24233598	24232871	24232977	24235736	24235820	0.304931034482759	0.192377777777778	1.42883866127249e-12	-0.664540830667017	-0.112553256704981
CNDP2_MXE_106387	CNDP2	chr18	+	74508839	74508928	74510812	74511013	74505848	74506011	74512447	74512532	0.136712643678161	0.294688888888889	5.54615537725393e-11	1.10804599057141	0.157976245210728
HS1BP3_MXE_106425	HS1BP3	chr2	-	20638435	20638652	20645339	20645505	20624731	20624892	20651031	20651104	0.475965517241379	0.638244444444445	2.65306427498341e-10	0.423252017923636	0.162278927203065
DTD1_MXE_106454	DTD1	chr20	+	18593730	18593821	18628126	18628233	18587911	18588115	18744099	18744271	0.115402298850575	0.222155555555556	1.47898045825427e-09	0.944898256783838	0.106753256704981
TYROBP_MXE_106688	TYROBP	chr19	-	35907217	35907264	35907729	35907762	35904400	35904634	35908167	35908309	0.160597701149425	0.287133333333333	7.46380225908707e-09	0.838269581087204	0.126535632183908
TYROBP_MXE_106691	TYROBP	chr19	-	35907217	35907261	35907729	35907762	35904400	35904634	35908167	35908309	0.159563218390805	0.2858	7.35771346347618e-09	0.840877788437336	0.126236781609195
PTPRC_MXE_106870	PTPRC	chr1	+	198699563	198699704	198702386	198702530	198696711	198696909	198703297	198703372	0.735885057471264	0.843777777777778	4.98459313146886e-12	0.197382652160937	0.107892720306513
PTPRC_MXE_106874	PTPRC	chr1	+	198699563	198699704	198702386	198702530	198692346	198692373	198703297	198703372	0.791172413793103	0.896066666666667	2.41247444003767e-13	0.179613947871059	0.104894252873563
PTPRC_MXE_106881	PTPRC	chr1	+	198699563	198699704	198702386	198702530	198639225	198639341	198703297	198703372	0.64548275862069	0.813355555555556	3.83641105932749e-13	0.333507598845974	0.167872796934866
PTPRC_MXE_106957	PTPRC	chr1	+	198696711	198696909	198703297	198703372	198692346	198692373	198704471	198704498	0.167666666666667	0.0605333333333333	8.52882259627372e-12	-1.46979419740197	-0.107133333333333
PTPRC_MXE_106959	PTPRC	chr1	+	198696711	198696909	198703297	198703372	198692346	198692373	198706733	198706952	0.378712643678161	0.162822222222222	5.28866796905547e-11	-1.21780597352355	-0.215890421455939
PTPRC_MXE_106963	PTPRC	chr1	+	198696711	198696909	198699563	198699704	198692346	198692373	198702386	198702530	0.366632183908046	0.219466666666667	7.877484997095e-10	-0.740331599847965	-0.147165517241379
TCOF1_MXE_107363	TCOF1	chr5	+	150367843	150367917	150368715	150368902	150364112	150364252	150369528	150369602	0.805908045977011	0.677644444444444	1.86436938418388e-08	-0.250086737450913	-0.128263601532567
ARHGAP4_MXE_107407	ARHGAP4	chrX	-	153913023	153913051	153913217	153913302	153912699	153912802	153913408	153913600	0.224310344827586	0.444222222222222	4.9573876853876e-11	0.98578540882473	0.219911877394636
ARHGAP4_MXE_107411	ARHGAP4	chrX	-	153910921	153910999	153911128	153911189	153910699	153910834	153912699	153912802	0.733310344827586	0.619133333333333	1.01810046598066e-09	-0.244173757460912	-0.114177011494253
NOL4L_MXE_107439	NOL4L	chr20	-	32474600	32474742	32511346	32511456	32456117	32456395	32520810	32520922	0.86883908045977	0.602355555555556	1.55998531063848e-12	-0.528473671608162	-0.266483524904215
NOL4L_MXE_107444	NOL4L	chr20	-	32456117	32456395	32474600	32474742	32453575	32453761	32511346	32511456	0.924735632183908	0.7878	2.05075590289502e-08	-0.2312115631088	-0.136935632183908
C8orf76_MXE_107530	C8orf76	chr8	-	123226499	123226632	123239048	123239144	123219955	123220297	123241229	123241398	0.285103448275862	0.554355555555556	9.40959051634785e-11	0.959326108147738	0.269252107279694
C8orf76_MXE_107533	C8orf76	chr8	-	123237797	123237941	123239048	123239144	123231299	123231757	123241229	123241398	0.143034482758621	0.361422222222222	8.04511224998837e-13	1.3373222198294	0.218387739463602
C8orf76_MXE_107535	C8orf76	chr8	-	123231299	123231757	123239048	123239144	123226499	123226632	123241229	123241398	0.251459770114943	0.4788	6.08646628450538e-10	0.929095543893365	0.227340229885057
C8orf76_MXE_107536	C8orf76	chr8	-	123231299	123231757	123239048	123239144	123219955	123220297	123241229	123241398	0.769264367816092	0.928644444444444	3.31006320683044e-07	0.271646844674267	0.159380076628352
SLC26A11_MXE_107555	SLC26A11	chr17	+	80246508	80246649	80251328	80251401	80246153	80246209	80252624	80253509	0.294597701149425	0.494044444444444	6.94657893731313e-09	0.745894660540676	0.199446743295019
C11orf21_MXE_107883	C11orf21	chr11	-	2300519	2300613	2300683	2300768	2299427	2299707	2301755	2301913	0.548287356321839	0.328022222222222	3.55800117758497e-07	-0.741138649919939	-0.220265134099617
NCL_MXE_107905	NCL	chr2	-	231460477	231460564	231463199	231463316	231460151	231460293	231464335	231464494	0.541057471264368	0.663622222222222	1.69133938730383e-07	0.294580351923714	0.122564750957854
NCL_MXE_107912	NCL	chr2	-	231460668	231460866	231463199	231463316	231460477	231460564	231464335	231464494	0.437091954022989	0.5688	1.1265465331659e-08	0.379984643681085	0.131708045977011
ATP6V0A2_MXE_107925	ATP6V0A2	chr12	+	123751109	123751229	123754419	123754537	123748574	123748785	123756814	123756986	0.794620689655172	0.654066666666667	4.62434152528084e-10	-0.280828665634	-0.140554022988506
ATP6V0A2_MXE_107929	ATP6V0A2	chr12	+	123752282	123752402	123754419	123754537	123748574	123748785	123756814	123756986	0.66264367816092	0.473622222222222	1.52384595381037e-07	-0.484496528400232	-0.189021455938697
ATP6V0A2_MXE_107931	ATP6V0A2	chr12	+	123752282	123752402	123754419	123754537	123751109	123751229	123756814	123756986	0.878080459770115	0.776511111111111	1.79439168904533e-10	-0.17734657372157	-0.101569348659004
PRKCSH_MXE_108114	PRKCSH	chr19	+	11448913	11448988	11449075	11449175	11448539	11448629	11449265	11449428	0.906689655172414	0.8018	2.57039747052981e-10	-0.177366407178276	-0.104889655172414
PRKCSH_MXE_108115	PRKCSH	chr19	+	11448221	11448291	11448539	11448629	11447692	11447789	11448913	11448988	0.104080459770115	0.235511111111111	1.71315893849984e-10	1.17809588572486	0.131430651340996
NDRG1_MXE_108486	NDRG1	chr8	-	133264546	133264652	133284248	133284329	133262046	133262167	133297133	133297304	0.290563218390805	0.525222222222222	3.77260880277345e-13	0.854075870462307	0.234659003831418
NDRG1_MXE_108493	NDRG1	chr8	-	133280231	133280267	133284248	133284329	133264546	133264652	133297133	133297304	0.408172413793103	0.674244444444444	1.98339850552433e-13	0.724093047605311	0.266072030651341
DNAJA1_MXE_108910	DNAJA1	chr9	+	33026474	33026616	33030439	33030667	33025210	33025383	33034215	33034330	0.274873563218391	0.4384	6.10594367624969e-12	0.673479640257286	0.163526436781609
DNAJA1_MXE_108911	DNAJA1	chr9	+	33026474	33026616	33029884	33029989	33025210	33025383	33030439	33030667	0.381954022988506	0.547	6.20918112951285e-11	0.518141846061891	0.165045977011494
WDR11_MXE_109315	WDR11	chr10	+	120852523	120852635	120860108	120860282	120851174	120851506	120862734	120862921	0.120908045977011	0.290533333333333	1.50960474848641e-10	1.26479344200672	0.169625287356322
WDR11_MXE_109316	WDR11	chr10	+	120852523	120852635	120858642	120858796	120851174	120851506	120860108	120860282	0.157103448275862	0.349911111111111	3.04806844181766e-11	1.15527362997654	0.192807662835249
ADAP1_MXE_109336	ADAP1	chr7	-	919967	920050	926552	926644	905059	905172	935374	935505	0.142747126436782	0.249577777777778	7.35903373613864e-09	0.806027779623854	0.106830651340996
COQ7_MXE_109406	COQ7	chr16	+	19075720	19075860	19077305	19077374	19073920	19074035	19078080	19080095	0.445333333333333	0.581622222222222	2.08041789344172e-07	0.385196789833202	0.136288888888889
ACSS1_MXE_109502	ACSS1	chr20	-	25012811	25012939	25013535	25013662	25012600	25012664	25013960	25014073	0.111931034482759	0.224577777777778	2.48855081638473e-07	1.00460507886788	0.112646743295019
ECE1_MXE_10966	ECE1	chr1	-	21225249	21225440	21233557	21233661	21221746	21221842	21235849	21235927	0.772655172413793	0.6602	7.47510999173038e-08	-0.226921560140439	-0.112455172413793
ECE1_MXE_10967	ECE1	chr1	-	21225249	21225440	21227930	21228041	21221746	21221842	21233557	21233661	0.791908045977011	0.683933333333333	5.13887944771429e-08	-0.211477213837309	-0.107974712643678
ECE1_MXE_10968	ECE1	chr1	-	21225249	21225440	21227158	21227226	21221746	21221842	21227930	21228041	0.761701149425287	0.659822222222222	3.01563273917636e-07	-0.20714770537007	-0.101878927203065
PTPRE_MXE_109751	PTPRE	chr10	+	128066074	128066194	128068122	128068286	128063082	128063180	128069691	128069827	0.871712643678161	0.749666666666667	3.58356843242416e-11	-0.217603379877168	-0.122045977011494
LILRA1_MXE_109927	LILRA1	chr19	+	54596188	54596491	54599235	54599286	54595754	54595935	54600511	54600550	0.373137931034483	0.556911111111111	3.52828289957964e-09	0.577738052984301	0.183773180076628
ABHD16A_MXE_109941	ABHD16A	chr6	-	31690077	31690127	31693026	31693149	31689580	31689704	31693358	31693432	0.371459770114943	0.479333333333333	2.70876938772307e-09	0.367823297667978	0.107873563218391
ABHD16A_MXE_109944	ABHD16A	chr6	-	31693358	31693432	31696947	31697033	31693026	31693149	31700941	31701028	0.922390804597701	0.800377777777778	8.35839928129182e-10	-0.204697018843522	-0.122013026819923
ABHD16A_MXE_109948	ABHD16A	chr6	-	31691578	31691680	31691803	31691918	31690538	31690602	31693026	31693149	0.110057471264368	0.219422222222222	4.1512061866558e-10	0.995452557560468	0.109364750957854
SEC24C_MXE_110232	SEC24C	chr10	+	73760712	73760849	73763489	73763601	73760017	73760386	73763855	73763983	0.382436781609195	0.501555555555556	4.26009850907233e-09	0.391188227951896	0.11911877394636
FBXL4_MXE_110352	FBXL4	chr6	-	98917373	98917719	98926476	98927060	98905425	98905670	98947805	98948006	0.544459770114943	0.351555555555556	5.6478574440517e-08	-0.631072759543416	-0.192904214559387
RCSD1_MXE_110516	RCSD1	chr1	+	167685420	167685510	167690048	167690120	167683899	167684001	167694098	167694302	0.170103448275862	0.270355555555556	3.32617637229329e-09	0.668445615675409	0.100252107279693
OSBPL2_MXE_110625	OSBPL2	chr20	+	62284045	62284169	62289206	62289330	62281789	62281879	62291702	62291793	0.780425287356322	0.654555555555556	2.02056701710876e-09	-0.253744878493294	-0.125869731800766
OSBPL2_MXE_110626	OSBPL2	chr20	+	62284045	62284169	62286582	62286711	62281789	62281879	62289206	62289330	0.789218390804598	0.678244444444444	2.30727122421226e-09	-0.218619249610248	-0.110973946360153
NFAM1_MXE_11062	NFAM1	chr22	-	42386988	42387078	42409434	42409547	42380407	42385220	42411406	42411736	0.379586206896552	0.498822222222222	2.75254848000257e-09	0.394098167973361	0.119236015325671
MBD6_MXE_110654	MBD6	chr12	+	57524952	57525115	57527506	57527660	57524719	57524822	57527847	57528017	0.798172413793103	0.661333333333333	1.25600852206798e-09	-0.27132279780606	-0.13683908045977
NFAM1_MXE_11067	NFAM1	chr22	-	42397857	42397956	42409434	42409547	42386988	42387078	42411406	42411736	0.368988505747126	0.477422222222222	3.26042330569651e-12	0.37168984403619	0.108433716475096
INF2_MXE_110847	INF2	chr14	+	104708435	104708587	104708670	104708732	104707252	104708002	104709280	104709383	0.120229885057471	0.229911111111111	2.30459810189542e-07	0.935280644588505	0.10968122605364
PHYKPL_MXE_11104	PHYKPL	chr5	-	178224615	178224729	178231404	178231523	178222851	178222934	178232491	178232822	0.256459770114943	0.402377777777778	6.62994070314696e-08	0.649818097844269	0.145918007662835
IKZF1_MXE_111080	IKZF1	chr7	+	50319047	50319101	50327637	50327757	50304668	50304922	50368005	50369444	0.055551724137931	0.157266666666667	1.4277515301172e-11	1.50130932405195	0.101714942528736
IKZF1_MXE_111084	IKZF1	chr7	+	50319047	50319101	50327637	50327757	50308679	50308906	50376532	50376793	0.203333333333333	0.0939333333333333	3.84640849038935e-09	-1.11413763102797	-0.1094
CCAR2_MXE_111117	CCAR2	chr8	+	22614389	22614503	22614837	22615001	22614091	22614314	22615424	22615596	0.879045977011494	0.776155555555556	7.33806652976093e-12	-0.179592801596694	-0.102890421455939
RAB27A_MXE_111209	RAB27A	chr15	-	55234781	55234956	55270164	55270284	55230400	55230486	55289715	55289815	0.185827586206897	0.307977777777778	7.13156268655326e-18	0.728861570126185	0.122150191570881
RAB27A_MXE_111211	RAB27A	chr15	-	55230400	55230486	55270164	55270284	55228608	55228712	55289715	55289815	0.224862068965517	0.377311111111111	1.47816823429845e-17	0.74671426596707	0.152449042145594
RAB27A_MXE_111223	RAB27A	chr15	-	55228608	55228712	55270164	55270284	55223888	55224012	55289715	55289815	0.148781609195402	0.274333333333333	2.4257804841358e-17	0.88273372311922	0.125551724137931
