AS_ID	Gene_ID	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
MTIF3_SE_12781	MTIF3	chr13	-	27441016	27441077	27439988	27440449	27445087	27445156	0.411632183908046	0.266777777777778	5.60072936983504e-09	-0.625717288302409	-0.144854406130268
PRKAG2_SE_129964	PRKAG2	chr7	-	151632068	151632138	151595344	151595454	151675419	151675637	0.75267816091954	0.901533333333333	1.46896711004729e-08	0.260347722872063	0.148855172413793
TRIM33_SE_133230	TRIM33	chr1	-	114397939	114397990	114392776	114397860	114399456	114399609	0.726298850574713	0.601355555555556	5.86953293801056e-14	-0.272345050433962	-0.124943295019157
ABCG1_SE_134029	ABCG1	chr21	+	42276894	42276945	42273302	42273435	42282273	42282419	0.974022988505747	0.842911111111111	7.26787851950158e-12	-0.208575322327205	-0.131111877394636
SYNRG_SE_135269	SYNRG	chr17	-	37577379	37577613	37576340	37576418	37584647	37584759	0.590080459770115	0.792377777777778	7.323879696398e-14	0.425276735457194	0.202297318007663
ITGB2-AS1_SE_135346	ITGB2-AS1	chr21	+	44927624	44927663	44926867	44927004	44927853	44929680	0.492080459770115	0.290977777777778	7.64366852162199e-11	-0.757985251537354	-0.201102681992337
ITGB2-AS1_SE_135358	ITGB2-AS1	chr21	+	44927624	44927667	44926867	44927004	44927853	44929680	0.800862068965517	0.617777777777778	3.04707556888319e-12	-0.374465814861248	-0.18308429118774
ARFIP1_SE_141339	ARFIP1	chr4	+	152870752	152870848	152863605	152863714	152872451	152872564	0.52716091954023	0.644088888888889	1.570147286413e-09	0.289016382552489	0.116927969348659
CSF2RB_SE_142581	CSF2RB	chr22	+	36936548	36936652	36935629	36935687	36937376	36940437	0.610448275862069	0.785155555555556	2.71172390132815e-09	0.363109451231667	0.174707279693487
VPS29_SE_142993	VPS29	chr12	-	110499456	110499546	110496011	110496203	110502048	110502140	0.32864367816092	0.215244444444444	1.11167280588832e-13	-0.610548231920813	-0.113399233716475
HIPK3_SE_145175	HIPK3	chr11	+	33348165	33348228	33347851	33348013	33348521	33348818	0.629229885057471	0.501777777777778	2.55763878178434e-09	-0.326538613130769	-0.127452107279693
MR1_SE_145493	MR1	chr1	+	181052234	181052510	181050145	181050286	181053572	181053677	0.199609195402299	0.3192	7.34770126725063e-12	0.677282468682057	0.119590804597701
CEP162_SE_149423	CEP162	chr6	-	84226336	84226452	84221056	84221171	84227579	84227635	0.712126436781609	0.525088888888889	1.59848012860975e-13	-0.439571743941345	-0.18703754789272
DLGAP1-AS1_SE_149778	DLGAP1-AS1	chr18	+	3594419	3594484	3594113	3594240	3596578	3597379	0.882620689655172	0.747577777777778	1.50622807362616e-12	-0.239569881461449	-0.135042911877395
C1orf162_SE_150474	C1orf162	chr1	+	111477650	111477775	111477333	111477428	111477982	111478512	0.789103448275862	0.678377777777778	2.24298502235414e-13	-0.218125533096805	-0.110725670498084
DDX59_SE_152103	DDX59	chr1	-	200650424	200650676	200649073	200649226	200659026	200659116	0.762252873563218	0.891377777777778	3.56680592132478e-13	0.225767310770226	0.129124904214559
CLASP1_SE_155310	CLASP1	chr2	-	121409023	121409047	121407470	121407715	121410865	121410969	0.426862068965517	0.315244444444444	3.09235298915845e-09	-0.437299024009245	-0.111617624521073
MDM4_SE_159684	MDM4	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	0.593885057471264	0.482622222222222	7.31243052442227e-12	-0.299289388327614	-0.111262835249042
TBCE_SE_159877	TBCE	chr1	+	235401502	235401587	235380018	235380149	235414432	235414618	0.629390804597701	0.749333333333333	1.64765705130584e-07	0.251651528715344	0.119942528735632
FLAD1_SE_160525	FLAD1	chr1	+	154983841	154984066	154983293	154983397	154988104	154988849	0.782344827586207	0.895533333333333	2.09956246217548e-10	0.194942500532522	0.113188505747126
ZNF160_SE_16677	ZNF160	chr19	-	53091412	53091529	53086261	53086321	53091636	53091720	0.484252873563218	0.324511111111111	4.27513177075577e-10	-0.57749273354176	-0.159741762452107
ZNF160_SE_16687	ZNF160	chr19	-	53091412	53091497	53086261	53086321	53091636	53091720	0.435540229885057	0.267022222222222	8.10855703897901e-12	-0.705846172110243	-0.168518007662835
RNF34_SE_168037	RNF34	chr12	+	121402741	121402807	121400117	121400218	121416158	121416377	0.679011494252874	0.421	1.18095441096471e-07	-0.689615763212597	-0.258011494252874
AGTPBP1_SE_173584	AGTPBP1	chr9	-	85660935	85660973	85657434	85657643	85669484	85669578	0.875241379310345	0.774844444444444	4.28482144491392e-14	-0.17577423877576	-0.1003969348659
LST1_SE_174678	LST1	chr6	+	31587943	31587966	31587199	31587318	31588496	31588909	0.637333333333333	0.494866666666667	1.61347983535691e-12	-0.365008249364176	-0.142466666666667
LST1_SE_174679	LST1	chr6	+	31587943	31587966	31587640	31587733	31588517	31588909	0.843896551724138	0.648511111111111	2.07276198671522e-20	-0.379934865576449	-0.195385440613027
MEF2BNB-MEF2B_SE_176538	MEF2BNB-MEF2B	chr19	-	19186892	19187005	19182572	19182683	19192080	19192591	0.178471264367816	0.311244444444444	1.20725335470446e-08	0.80235628120031	0.132773180076628
YIPF1_SE_177905	YIPF1	chr1	-	53889243	53889463	53888906	53888986	53889712	53889814	0.397459770114943	0.523555555555556	1.66988107902166e-12	0.397533790814854	0.126095785440613
PNISR_SE_181632	PNISR	chr6	-	99403828	99403882	99402539	99402710	99404602	99404702	0.922218390804598	0.762133333333333	1.22723289357992e-18	-0.275065020432015	-0.160085057471264
CTR9_SE_182100	CTR9	chr11	+	10761946	10762054	10760172	10760321	10763430	10763538	0.669586206896552	0.862222222222222	2.57928101855375e-07	0.364789936378543	0.192636015325671
IL18RAP_SE_182503	IL18RAP	chr2	+	102419560	102419797	102418789	102418940	102423177	102423347	0.826908045977012	0.935488888888889	1.77865985552048e-08	0.177993610798575	0.108580842911877
RBM4_SE_183069	RBM4	chr11	+	66643449	66644140	66639699	66640123	66646026	66646473	0.630045977011494	0.740577777777778	2.4158968540509e-10	0.233194148018659	0.110531800766284
PROK2_SE_185104	PROK2	chr3	-	71774444	71774507	71771654	71772828	71781466	71781592	0.78616091954023	0.545577777777778	1.28674636925025e-13	-0.527039766068813	-0.240583141762452
RGL2_SE_188223	RGL2	chr6	-	33298454	33298651	33297031	33297115	33298869	33299388	0.861954022988506	0.749177777777778	5.46792737014156e-10	-0.202302810589028	-0.112776245210728
PTPRC_SE_189190	PTPRC	chr1	+	198696711	198696909	198692346	198692373	198699563	198699704	0.387770114942529	0.216644444444444	1.53538417043078e-10	-0.839872379546546	-0.171125670498084
PTPRC_SE_189193	PTPRC	chr1	+	198696711	198696909	198692346	198692373	198703297	198703372	0.231528735632184	0.0852888888888889	4.57119704923106e-11	-1.44076155113228	-0.146239846743295
C11orf21_SE_190678	C11orf21	chr11	-	2300683	2300768	2300519	2300613	2301755	2301913	0.652080459770115	0.401088888888889	2.09880149081201e-07	-0.701127987971914	-0.250991570881226
RNF146_SE_194334	RNF146	chr6	+	127280515	127280604	127280230	127280340	127286615	127288560	0.383574712643678	0.175822222222222	3.47483539445909e-09	-1.12539018843835	-0.207752490421456
RNF146_SE_194339	RNF146	chr6	+	127286049	127286177	127280230	127280340	127286615	127288560	0.709068965517241	0.484577777777778	1.45477310952417e-12	-0.549197707955064	-0.224491187739464
FBXL4_SE_195122	FBXL4	chr6	-	98917373	98917719	98905425	98905670	98926476	98927060	0.436494252873563	0.632822222222222	3.761863699221e-08	0.535837603810451	0.196327969348659
HLA-F_SE_197623	HLA-F	chr6	+	29726010	29726043	29725446	29725563	29726882	29727296	0.848793103448276	0.654711111111111	4.77714727679902e-18	-0.374554471088713	-0.194081992337165
LRIF1_SE_198285	LRIF1	chr1	-	110951287	110952815	110949850	110950123	110963620	110963944	0.358770114942529	0.523444444444444	2.05665458368502e-11	0.544976704702829	0.164674329501916
CTLA4_SE_198655	CTLA4	chr2	+	203871377	203871487	203870585	203870933	203872707	203873960	0.728206896551724	0.545511111111111	1.37376974546254e-09	-0.416739821992735	-0.182695785440613
ANKZF1_SE_199441	ANKZF1	chr2	+	219230227	219230405	219229756	219229900	219232489	219232683	0.700022988505747	0.827422222222222	1.20271510431499e-07	0.241221404377344	0.127399233716475
UBXN11_SE_20014	UBXN11	chr1	-	26300925	26301024	26297961	26298062	26306591	26306704	0.772896551724138	0.596311111111111	4.63482278770011e-08	-0.374210110810614	-0.176585440613027
UBXN11_SE_20028	UBXN11	chr1	-	26301693	26301722	26297961	26298062	26306591	26306704	0.728241379310345	0.554755555555556	1.39798084187343e-07	-0.392564508052203	-0.173485823754789
KTN1_SE_20228	KTN1	chr14	+	55663954	55664041	55661521	55661612	55667240	55667330	0.471609195402299	0.598044444444444	2.34649692393513e-15	0.342660855994301	0.126435249042146
MASTL_SE_203183	MASTL	chr10	+	27167101	27167274	27165388	27165539	27169943	27171083	0.67567816091954	0.790733333333333	1.17316699684333e-07	0.226855017198181	0.115055172413793
IFRD1_SE_204629	IFRD1	chr7	+	112450507	112450782	112423143	112423432	112455762	112455867	0.679942528735632	0.8452	8.98147838851695e-09	0.313879957692342	0.165257471264368
GPCPD1_SE_206001	GPCPD1	chr20	-	5586193	5586269	5584280	5584322	5593326	5593411	0.65	0.539111111111111	1.01847073800504e-08	-0.269857074237619	-0.110888888888889
CAPN3_SE_210518	CAPN3	chr15	+	42408210	42408324	42403740	42403777	42409302	42409380	0.92635632183908	0.815111111111111	1.49726292384093e-10	-0.184570498764647	-0.111245210727969
ADGRE1_SE_21419	ADGRE1	chr19	+	6924677	6924872	6921712	6921883	6926365	6926601	0.801931034482759	0.923733333333333	5.71274912456079e-08	0.203998258109541	0.121802298850575
CLEC7A_SE_214322	CLEC7A	chr12	-	10126570	10126708	10125296	10125448	10127746	10127845	0.666080459770115	0.562666666666667	7.8719128782432e-10	-0.243415961217556	-0.103413793103448
ARID5A_SE_215511	ARID5A	chr2	+	96549320	96549459	96547401	96547517	96549752	96549805	0.326701149425287	0.446733333333333	7.78026093205538e-08	0.451442375813334	0.120032183908046
MX1_SE_218038	MX1	chr21	+	41427205	41427304	41426030	41426263	41427754	41427866	0.484896551724138	0.7642	1.92343083781204e-11	0.65627326345422	0.279303448275862
C1orf43_SE_220502	C1orf43	chr1	-	154219835	154219937	154214456	154214574	154220341	154220797	0.484425287356322	0.665466666666667	4.71608366830061e-09	0.45809222637801	0.181041379310345
GNG2_SE_224402	GNG2	chr14	+	51877620	51877657	51860303	51860790	51950649	51950765	0.798551724137931	0.5936	2.94129299983893e-16	-0.427894765571976	-0.204951724137931
DEDD2_SE_224951	DEDD2	chr19	-	42216679	42217045	42215147	42215252	42217631	42217792	0.11964367816092	0.283955555555556	6.51116250033185e-11	1.24692096970354	0.164311877394636
BPTF_SE_227849	BPTF	chr17	+	67875555	67875744	67874816	67875020	67886127	67886316	0.679781609195402	0.829022222222222	1.95768328443999e-11	0.286339442419002	0.14924061302682
BPTF_SE_227850	BPTF	chr17	+	67875555	67875744	67874816	67875020	67891843	67892034	0.494275862068966	0.694577777777778	1.61401526656005e-12	0.490819799804082	0.200301915708812
PRPF38B_SE_228049	PRPF38B	chr1	+	108693589	108693642	108692312	108692867	108695701	108695770	0.403448275862069	0.289044444444444	2.50389606619005e-11	-0.481092381038854	-0.114403831417625
DOK1_SE_229885	DOK1	chr2	+	74555893	74556078	74555574	74555668	74556307	74557551	0.346666666666667	0.526866666666667	2.35658831257553e-08	0.603888784914788	0.1802
B4GALT4_SE_243097	B4GALT4	chr3	-	119235144	119235227	119229846	119230244	119236852	119237070	0.461402298850575	0.315533333333333	6.20259595642013e-08	-0.548232770641635	-0.145868965517241
RUNX1_SE_247	RUNX1	chr21	-	34834409	34834601	34799300	34799462	34859473	34859578	0.756068965517241	0.856844444444444	2.43694824813397e-12	0.180515477304552	0.100775478927203
NASP_SE_252260	NASP	chr1	+	45607320	45608337	45606481	45606591	45613168	45613248	0.0250344827586207	0.154755555555556	2.90945175408082e-16	2.62800264845325	0.129721072796935
SPATS2L_SE_25521	SPATS2L	chr2	+	200439121	200439328	200419249	200419496	200440648	200440784	0.272057471264368	0.408666666666667	6.4630492600828e-10	0.587013124844747	0.136609195402299
BAZ1A_SE_255282	BAZ1A	chr14	-	34786125	34786221	34785776	34786001	34792774	34792921	0.791114942528736	0.682866666666667	5.93127671449793e-09	-0.212283409547967	-0.108248275862069
SYCP2_SE_255534	SYCP2	chr20	-	59877384	59877555	59875270	59875469	59878007	59878045	0.710448275862069	0.813422222222222	5.28475046881631e-09	0.195274786950184	0.102973946360153
CHFR_SE_25635	CHFR	chr12	-	132869618	132869798	132861466	132861634	132870723	132870783	0.684275862068966	0.810866666666667	9.25698699466467e-13	0.244886650111796	0.126590804597701
PLSCR1_SE_256583	PLSCR1	chr3	-	146528613	146528831	146525604	146525647	146533469	146533550	0.536563218390805	0.7296	2.23608565581614e-10	0.443357568799005	0.193036781609195
TNIK_SE_258483	TNIK	chr3	-	171107182	171107206	171101448	171101633	171108064	171108162	0.268632183908046	0.149644444444444	7.50054196921818e-13	-0.84409343978157	-0.118987739463602
RNF4_SE_260855	RNF4	chr4	+	2511955	2511965	2500658	2500738	2512437	2512597	0.935103448275862	0.665422222222222	1.32277811037289e-09	-0.490855928962998	-0.26968122605364
CRBN_SE_26122	CRBN	chr3	-	3153959	3154075	3153423	3153488	3154746	3154831	0.509643678160919	0.691222222222222	3.32820384287556e-09	0.439660673034502	0.181578544061303
TET2_SE_261638	TET2	chr4	+	105241338	105241429	105233896	105237351	105259618	105259769	0.795057471264368	0.634844444444444	3.53862342611635e-08	-0.324656017866642	-0.160213026819923
TCEB1_SE_26368	TCEB1	chr8	-	73964486	73964625	73955910	73956054	73972076	73972287	0.323781609195402	0.606333333333333	2.80048418804138e-08	0.905090094307267	0.282551724137931
TMEM260_SE_266203	TMEM260	chr14	+	56617182	56617297	56615943	56616027	56618593	56618763	0.352505747126437	0.476622222222222	1.85080362141014e-07	0.435199438995894	0.124116475095785
CRCP_SE_268478	CRCP	chr7	+	66127703	66127740	66114817	66114970	66145442	66145500	0.717057471264368	0.8438	8.00693866677344e-09	0.234812333783081	0.126742528735632
TLR4_SE_268882	TLR4	chr9	+	117708198	117708318	117704174	117704565	117712388	117717491	0.222586206896552	0.388911111111111	3.72602699630085e-16	0.805076257571689	0.166324904214559
TLR4_SE_268884	TLR4	chr9	+	117708562	117708729	117704174	117704565	117712388	117717491	0.528620689655172	0.648	6.47099066871044e-09	0.293760921466057	0.119379310344828
ZFAND6_SE_269065	ZFAND6	chr15	+	80098415	80098578	80059567	80059809	80120327	80120498	0.56616091954023	0.410533333333333	4.92463476719015e-09	-0.46371280093006	-0.155627586206896
CTSB_SE_27305	CTSB	chr8	-	11864375	11864463	11853328	11853479	11868000	11868137	0.253310344827586	0.124422222222222	2.41486198854261e-10	-1.02566181722077	-0.128888122605364
UTRN_SE_273420	UTRN	chr6	+	144827347	144827386	144820881	144821018	144827610	144827676	0.401770114942529	0.230577777777778	2.83465849003145e-09	-0.801116777243732	-0.171192337164751
PCBP2_SE_277509	PCBP2	chr12	+	53464759	53464852	53462492	53462567	53467220	53467293	0.66651724137931	0.768688888888889	1.01492000610509e-07	0.205757619755643	0.102171647509579
ALG13_SE_279267	ALG13	chrX	+	111686136	111686174	111684964	111685103	111687886	111690395	0.365793103448276	0.256711111111111	8.85328969048887e-09	-0.510882134427519	-0.109081992337165
ARAP2_SE_280402	ARAP2	chr4	-	36119649	36119718	36117060	36117135	36121178	36121326	0.639655172413793	0.473444444444444	1.27467369487369e-11	-0.434099236532049	-0.166210727969349
DYRK4_SE_281599	DYRK4	chr12	+	4607326	4607387	4604862	4605086	4610154	4610284	0.215896551724138	0.343422222222222	9.10527365617521e-11	0.66964319553231	0.127525670498084
C14orf2_SE_28273	C14orf2	chr14	-	103920939	103921208	103913960	103913984	103921469	103921566	0.124183908045977	0.364755555555556	9.79330424572238e-14	1.55445171296954	0.240571647509579
SENP6_SE_29269	SENP6	chr6	+	75640683	75640704	75634706	75634811	75647730	75647801	0.678252873563218	0.568866666666667	2.22993641871769e-11	-0.253732707511312	-0.109386206896552
SLC6A6_SE_32155	SLC6A6	chr3	+	14468087	14468212	14467852	14467956	14472204	14472317	0.772252873563218	0.652133333333333	5.16091938027781e-14	-0.243906370195798	-0.120119540229885
C17orf62_SE_35463	C17orf62	chr17	-	82449169	82449292	82447579	82447621	82450699	82450831	0.648919540229885	0.794266666666667	1.7301808047639e-08	0.291583849330627	0.145347126436782
IRAK4_SE_3580	IRAK4	chr12	+	43771219	43771365	43768102	43768272	43772179	43772362	0.576712643678161	0.712266666666667	7.89171601092926e-11	0.304564823288904	0.135554022988506
LRRK2_SE_37718	LRRK2	chr12	+	40367005	40367077	40364841	40365050	40367643	40369284	0.814436781609195	0.645422222222222	5.03564378954884e-11	-0.335559466486068	-0.169014559386973
ARHGEF2_SE_4190	ARHGEF2	chr1	-	155965630	155965760	155965302	155965412	155966415	155966479	0.455459770114943	0.620822222222222	2.9400818185286e-08	0.446856570286435	0.16536245210728
FLCN_SE_42228	FLCN	chr17	-	17231793	17231882	17227888	17228161	17232787	17232901	0.870195402298851	0.679044444444444	3.02832715683314e-12	-0.357833390335319	-0.191150957854406
GUSB_SE_44774	GUSB	chr7	-	65979726	65979911	65976014	65976202	65980223	65980409	0.612379310344828	0.811311111111111	1.63561487812989e-10	0.405829705391951	0.198931800766283
YPEL5_SE_45506	YPEL5	chr2	+	30155849	30155910	30146883	30147062	30158618	30160533	0.222402298850575	0.405111111111111	3.57617792754131e-09	0.865145954336292	0.182708812260536
YPEL5_SE_45513	YPEL5	chr2	+	30148244	30148305	30146883	30147062	30158618	30160533	0.265896551724138	0.411533333333333	1.29386970737561e-09	0.630144222894123	0.145636781609195
PFKFB2_SE_48244	PFKFB2	chr1	+	207063142	207063209	207062619	207062716	207063346	207063421	0.943793103448276	0.840977777777778	4.86808974786866e-10	-0.166402950526408	-0.102815325670498
RPS5_SE_49280	RPS5	chr19	+	58393358	58393487	58388136	58388245	58394496	58394595	0.657977011494253	0.796488888888889	1.1931765571822e-10	0.275617056398471	0.138511877394636
SNRPA1_SE_49875	SNRPA1	chr15	-	101286213	101286293	101285725	101285801	101286907	101287010	0.633781609195402	0.753533333333333	5.72677417745955e-11	0.249685535537571	0.119751724137931
TRA2A_SE_5121	TRA2A	chr7	-	23522131	23522432	23521706	23521840	23531180	23531270	0.791827586206897	0.896688888888889	1.15573122207858e-08	0.179421191232828	0.104861302681992
MRPL10_SE_5192	MRPL10	chr17	-	47829138	47829236	47828500	47828670	47831459	47831541	0.278885057471264	0.151955555555556	1.50232475783793e-07	-0.876021216193861	-0.126929501915709
TP53INP1_SE_536	TP53INP1	chr8	-	94932069	94932107	94925971	94930728	94939859	94940220	0.709448275862069	0.576488888888889	2.21254847324758e-20	-0.299404702774023	-0.13295938697318
SYTL3_SE_55154	SYTL3	chr6	+	158718086	158718211	158708321	158708391	158725502	158725637	0.577218390804598	0.715355555555556	9.77939730530106e-09	0.309543221285315	0.138137164750958
SYTL3_SE_55203	SYTL3	chr6	+	158713799	158713878	158708321	158708391	158725502	158725637	0.476149425287356	0.624488888888889	1.14246122068018e-07	0.391261511785565	0.148339463601533
ATG9A_SE_55876	ATG9A	chr2	-	219228433	219228485	219227921	219228053	219229534	219229688	0.771620689655172	0.637022222222222	5.76487768733991e-09	-0.27654812614127	-0.13459846743295
ADGRG3_SE_58336	ADGRG3	chr16	+	57684389	57684483	57680504	57680617	57688351	57689378	0.605172413793103	0.797511111111111	3.35146646277347e-08	0.398158393804884	0.192338697318008
PDK1_SE_58753	PDK1	chr2	+	172568740	172568817	172566855	172566933	172570725	172570824	0.810724137931034	0.6646	7.39780753657158e-11	-0.286724804468592	-0.146124137931035
LYRM1_SE_59867	LYRM1	chr16	+	20902485	20902717	20900297	20900535	20920121	20920214	0.284459770114943	0.458	1.90380061067266e-09	0.687122965332035	0.173540229885057
TMEM120A_SE_6130	TMEM120A	chr7	-	75987537	75987602	75987359	75987428	75987717	75987810	0.902701149425287	0.787844444444444	1.41831547805435e-10	-0.196337638810161	-0.114856704980843
CCM2_SE_6214	CCM2	chr7	+	45038252	45038426	45027633	45027797	45063917	45064001	0.461965517241379	0.588488888888889	3.97324486670136e-08	0.349230008615661	0.12652337164751
CCM2_SE_6300	CCM2	chr7	+	45068442	45068579	45064462	45064646	45072725	45072783	0.528275862068965	0.683044444444444	4.64756909742502e-09	0.370687963169724	0.154768582375479
HARS2_SE_63081	HARS2	chr5	+	140696102	140696201	140695737	140695845	140696520	140696614	0.85967816091954	0.742511111111111	5.7697684333793e-14	-0.211384041948937	-0.117167049808429
SESTD1_SE_64691	SESTD1	chr2	-	179123714	179123829	179121769	179121929	179124363	179124558	0.748298850574713	0.5864	3.6439292982093e-11	-0.351729455592652	-0.161898850574713
SEPT4_SE_66371	SEPT4	chr17	-	58526681	58526978	58526219	58526313	58539111	58539208	0.142137931034483	0.558733333333333	4.88467685468214e-12	1.97486828760805	0.416595402298851
WDFY3_SE_66580	WDFY3	chr4	-	84726860	84726911	84724425	84724594	84733381	84733609	0.557977011494253	0.386955555555556	3.27088635591334e-13	-0.528037811953501	-0.171021455938697
RNF24_SE_68521	RNF24	chr20	-	3974331	3974400	3963874	3964024	4015436	4015569	0.724275862068966	0.569377777777778	5.63349800131564e-11	-0.347153108133297	-0.154898084291188
CDH23_SE_68536	CDH23	chr10	+	71813243	71813348	71812767	71812890	71814951	71815947	0.220873563218391	0.502044444444444	4.60828717822571e-10	1.1845943370846	0.281170881226054
LAT2_SE_71072	LAT2	chr7	+	74214821	74214940	74209756	74210088	74215946	74216069	0.682655172413793	0.521533333333333	1.0560215582868e-07	-0.388397553986594	-0.16112183908046
LAT2_SE_71106	LAT2	chr7	+	74214821	74215010	74209756	74210088	74215946	74216069	0.740206896551724	0.579866666666667	1.27885147499388e-08	-0.352207369295516	-0.160340229885057
CD47_SE_72717	CD47	chr3	-	108051938	108051970	108043093	108047292	108057476	108057569	0.904908045977011	0.794244444444444	5.92959424191411e-17	-0.1881881036735	-0.110663601532567
CD47_SE_72724	CD47	chr3	-	108049618	108049651	108043093	108047292	108057476	108057569	0.542701149425287	0.161155555555556	8.89829867749862e-14	-1.75170404063002	-0.381545593869732
IP6K2_SE_73756	IP6K2	chr3	-	48715314	48715527	48693450	48695421	48717156	48717278	0.259689655172414	0.462177777777778	5.4554443681322e-11	0.831659349561657	0.202488122605364
CSNK1D_SE_79098	CSNK1D	chr17	-	82245975	82246039	82242660	82244831	82248874	82249014	0.559770114942529	0.421844444444444	2.92837167738491e-17	-0.408123364459693	-0.137925670498084
HERPUD1_SE_81076	HERPUD1	chr16	+	56935403	56935475	56935234	56935312	56936686	56936817	0.829758620689655	0.706311111111111	1.43514122468569e-09	-0.23238792112567	-0.123447509578544
APLF_SE_82721	APLF	chr2	+	68513079	68513227	68502730	68502903	68513547	68513680	0.812689655172414	0.927822222222222	1.34880434570359e-07	0.191143870382567	0.115132567049808
DPEP2_SE_83520	DPEP2	chr16	-	67992063	67992193	67991114	67991184	67999374	67999518	0.814609195402299	0.920377777777778	3.20335370977821e-09	0.176118050838973	0.105768582375479
DPEP2_SE_83561	DPEP2	chr16	-	67991837	67991979	67991114	67991184	67999374	67999518	0.835367816091954	0.939044444444444	7.30191938410906e-11	0.168781879047243	0.10367662835249
RIPK3_SE_84542	RIPK3	chr14	-	24338248	24338295	24337872	24338040	24338421	24338567	0.84051724137931	0.710688888888889	3.55839962964008e-10	-0.242059269536126	-0.129828352490421
AKAP2_SE_88074	AKAP2	chr9	+	110156318	110156497	110136126	110138539	110168398	110172511	0.605850574712644	0.778133333333333	1.07236613600788e-13	0.361055367224687	0.17228275862069
LRRC6_SE_88553	LRRC6	chr8	-	132578407	132578516	132571952	132572480	132583693	132583775	0.366689655172414	0.2358	2.32767678577268e-08	-0.636995847862869	-0.130889655172414
RHOC_SE_89336	RHOC	chr1	-	112705099	112705168	112703643	112703806	112707077	112707403	0.854494252873563	0.6576	6.02469262040818e-13	-0.377860489688498	-0.196894252873563
NEDD9_SE_94	NEDD9	chr6	-	11305065	11305159	11213280	11213727	11305991	11306155	0.404287356321839	0.183844444444444	7.86495153176437e-08	-1.1368955047768	-0.220442911877395
NIN_SE_95174	NIN	chr14	-	50756491	50758630	50754741	50754867	50759856	50760359	0.396367816091954	0.573955555555556	1.57683586016968e-17	0.534099200983173	0.177587739463602
SERPINA1_SE_246498	SERPINA1	chr14	-	94388818	94389010	94388559	94388660	94390456	94390692	0.528459770114942	0.6802	1.666699668365e-09	0.364165357833799	0.151740229885058
ZBTB8OS_SE_272599	ZBTB8OS	chr1	-	32633950	32634072	32627507	32627544	32650432	32650590	0.213252873563218	0.325422222222222	1.05485527850015e-07	0.609747590340175	0.112169348659004
TLR5_SE_276169	TLR5	chr1	-	223141647	223141763	223137177	223137263	223143195	223143282	0.432931034482759	0.572377777777778	1.54411414126067e-07	0.402830438129919	0.139446743295019
