AS_ID	Gene_ID	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
QKI_RI_629	QKI	chr6	+	163563419	163578596	163563419	163563719	163564666	163578596	0.748804597701149	0.590203883495146	1.83990682779869e-15	-0.343375879553821	-0.158600714206004
FLAD1_RI_706	FLAD1	chr1	+	154983293	154984066	154983293	154983397	154983841	154984066	0.553919540229885	0.360669902912621	7.04377519860578e-12	-0.618997393825519	-0.193249637317264
HLTF_RI_822	HLTF	chr3	-	149030116	149032372	149030116	149031363	149032200	149032372	0.527183908045977	0.727368932038835	2.65346268801811e-13	0.464380971901764	0.200185023992858
NAPEPLD_RI_882	NAPEPLD	chr7	-	103099575	103103554	103099575	103103122	103103423	103103554	0.646448275862069	0.800456310679612	7.80680005614094e-09	0.308287721266494	0.154008034817543
BCL2L11_RI_90	BCL2L11	chr2	+	111123732	111124139	111123732	111123869	111124049	111124139	0.514655172413793	0.658766990291262	9.01828957462979e-19	0.356162139709928	0.144111817877469
THUMPD1_RI_998	THUMPD1	chr16	-	20733665	20737286	20733665	20736358	20736859	20737286	0.763390804597701	0.658456310679612	1.09064593555581e-09	-0.213334089505018	-0.10493449391809
MAF_RI_708	MAF	chr16	-	79593847	79600725	79593847	79594553	79598784	79600725	0.387896551724138	0.537349514563107	4.29073058460359e-06	0.47018883179559	0.149452962838969
ATP6V0B_RI_590	ATP6V0B	chr1	+	43977025	43978300	43977025	43977216	43977980	43978300	0.228620689655172	0.33395145631068	1.73382014864486e-06	0.546682435506741	0.105330766655507
NIPBL_RI_873	NIPBL	chr5	+	37063789	37065819	37063789	37063978	37064526	37065819	0.527379310344828	0.424485436893204	2.81177454494594e-08	-0.313125914720827	-0.102893873451624
ENOSF1_RI_633	ENOSF1	chr18	-	670323	674406	670323	673076	674160	674406	0.360459770114943	0.52078640776699	6.14635294322075e-06	0.530853542084774	0.160326637652048
GMPPB_RI_511	GMPPB	chr3	-	49721475	49722147	49721475	49721883	49721964	49722147	0.797919540229885	0.686097087378641	1.42924719193476e-07	-0.217830534868433	-0.111822452851244
ZFAND2B_RI_870	ZFAND2B	chr2	+	219206783	219207042	219206783	219206845	219206969	219207042	0.829367816091954	0.704223300970874	3.30884135645621e-06	-0.235979100917777	-0.12514451512108
C15orf41_RI_851	C15orf41	chr15	+	36808323	36810260	36808323	36808489	36808903	36810260	0.621609195402299	0.737563106796116	4.54998641962276e-05	0.246758647838501	0.115953911393818
C18orf21_RI_762	C18orf21	chr18	+	35972624	35972907	35972624	35972805	35972884	35972907	0.728034482758621	0.62268932038835	4.20955146297617e-06	-0.225494248041899	-0.105345162370271
PLCD1_RI_519	PLCD1	chr3	-	38009903	38010275	38009903	38010053	38010130	38010275	0.726459770114943	0.601679611650485	4.42763975670567e-06	-0.271887435682919	-0.124780158464457
CUTA_RI_153	CUTA	chr6	-	33417480	33418288	33417480	33417695	33417958	33418288	0.506643678160919	0.382330097087379	4.41942257258894e-05	-0.406152684486358	-0.124313581073541
P3H1_RI_111	P3H1	chr1	-	42746334	42747412	42746334	42746852	42747271	42747412	0.535402298850575	0.420834951456311	7.80944459962399e-08	-0.347368804227883	-0.114567347394264
