AS_ID	Gene_ID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
IL18RAP_MXE_103334	IL18RAP	chr2	+	102419560	102419797	102424230	102424414	102418789	102418940	102437211	102437362	0.338126436781609	0.219417475728155	3.1604590809953e-14	-0.623884384083228	-0.118708961053454
IL18RAP_MXE_103335	IL18RAP	chr2	+	102419560	102419797	102423810	102424135	102418789	102418940	102424230	102424414	0.519367816091954	0.340572815533981	1.16496373008767e-13	-0.608793332697089	-0.178795000557973
SMUG1_MXE_103357	SMUG1	chr12	-	54182503	54182623	54183655	54183959	54181454	54181647	54188950	54188994	0.225367816091954	0.412631067961165	2.58231249026986e-09	0.872570944699501	0.187263251869211
RAD1_MXE_103368	RAD1	chr5	-	34911553	34911812	34914694	34914961	34909257	34909356	34915415	34915626	0.330632183908046	0.53621359223301	1.61839689086245e-13	0.697580625852334	0.205581408324964
LONP1_MXE_103460	LONP1	chr19	-	5707059	5707143	5707696	5707826	5705771	5705992	5708341	5708403	0.171344827586207	0.29195145631068	6.46939935251753e-11	0.768825865944152	0.120606628724473
DGKD_MXE_103481	DGKD	chr2	+	233462642	233462735	233464163	233464283	233462347	233462459	233467085	233467203	0.612505747126437	0.485029126213592	8.02237031849139e-10	-0.33665199657448	-0.127476620912845
TSPAN2_MXE_103502	TSPAN2	chr1	-	115053378	115053462	115072904	115073007	115048010	115050555	115089363	115089500	0.376379310344828	0.572825242718447	3.82635583410742e-10	0.605907744341227	0.196445932373619
TSPAN2_MXE_103510	TSPAN2	chr1	-	115057536	115057608	115072904	115073007	115053378	115053462	115089363	115089500	0.306390804597701	0.485912621359223	1.03270619765879e-13	0.665323906546972	0.179521816761522
TSPAN2_MXE_103520	TSPAN2	chr1	-	115060463	115060538	115072904	115073007	115058882	115058981	115089363	115089500	0.311816091954023	0.477097087378641	8.22207063911252e-18	0.613587495464324	0.165280995424618
TSPAN2_MXE_103531	TSPAN2	chr1	-	115058882	115058981	115072904	115073007	115057536	115057608	115089363	115089500	0.211563218390805	0.373883495145631	2.35130976146749e-15	0.821499958169209	0.162320276754826
STK11_MXE_103535	STK11	chr19	+	1221212	1221340	1221948	1222006	1220580	1220717	1222984	1223172	0.843390804597701	0.737747572815534	6.46013428364608e-13	-0.193074022940408	-0.105643231782167
ENTPD6_MXE_103634	ENTPD6	chr20	+	25218549	25218614	25221231	25221333	25217501	25217581	25222837	25222978	0.111873563218391	0.252825242718447	2.38856250100864e-12	1.17627135896696	0.140951679500056
ENTPD6_MXE_103637	ENTPD6	chr20	+	25221231	25221333	25222837	25222978	25218549	25218614	25224100	25224157	0.114505747126437	0.215611650485437	2.84284894190808e-14	0.913015125571184	0.101105903359
ENTPD6_MXE_103639	ENTPD6	chr20	+	25217501	25217581	25221231	25221333	25216647	25216736	25222837	25222978	0.15832183908046	0.287135922330097	1.3821637102717e-09	0.858873555088214	0.128814083249637
ATP5B_MXE_10366	ATP5B	chr12	-	56644780	56644955	56645170	56645353	56643402	56643587	56645836	56646068	0.605655172413793	0.776456310679612	2.00298857788358e-09	0.358408115708211	0.170801138265819
NOL7_MXE_103678	NOL7	chr6	+	13615711	13615772	13616462	13616521	13615326	13615624	13617769	13617801	0.106632183908046	0.212631067961165	7.1804932613959e-13	0.995709466893742	0.105998884053119
HDGFRP2_MXE_103699	HDGFRP2	chr19	+	4496301	4496405	4497957	4498031	4494165	4494475	4498305	4498376	0.176471264367816	0.296300970873786	4.0837270856592e-13	0.747630071595004	0.11982970650597
ELAVL1_MXE_103701	ELAVL1	chr19	-	7967564	7967790	7973724	7973878	7958572	7963807	7981082	7981186	0.73564367816092	0.570242718446602	4.57928585409432e-11	-0.367431021404522	-0.165400959714318
ARHGEF1_MXE_103776	ARHGEF1	chr19	+	41902273	41902356	41902532	41902658	41901886	41902033	41902783	41902898	0.621206896551724	0.42295145631068	1.18831087271829e-14	-0.55458175696429	-0.198255440241045
ARHGEF1_MXE_103785	ARHGEF1	chr19	+	41906456	41906620	41906702	41906803	41905938	41906025	41907104	41907452	0.119724137931034	0.227252427184466	8.88195507603818e-21	0.924581655758575	0.107528289253432
ARHGEF1_MXE_103792	ARHGEF1	chr19	+	41902783	41902898	41903306	41903407	41902532	41902658	41903706	41903784	0.220471264367816	0.341601941747573	1.22362700032702e-15	0.631725544566419	0.121130677379757
SPATA20_MXE_103819	SPATA20	chr17	+	50549285	50549487	50550207	50550312	50549042	50549186	50550535	50550610	0.179655172413793	0.306339805825243	4.23963877110664e-09	0.769902370792906	0.12668463341145
DNAJC19_MXE_103833	DNAJC19	chr3	-	180986942	180987022	180988177	180988229	180985925	180985996	180989599	180989774	0.290735632183908	0.470155339805825	4.34111855704372e-11	0.693429606319932	0.179419707621917
DNAJC19_MXE_103834	DNAJC19	chr3	-	180988022	180988096	180988177	180988229	180985925	180985996	180989599	180989774	0.310655172413793	0.59047572815534	1.98296794898798e-16	0.926563682655214	0.279820555741547
CCND3_MXE_103844	CCND3	chr6	-	41936558	41936695	41937234	41937394	41934932	41936107	41940369	41940585	0.78035632183908	0.661281553398058	1.94872687726341e-11	-0.238868371751006	-0.119074768441022
CCND3_MXE_103847	CCND3	chr6	-	41936558	41936695	41937234	41937394	41934932	41936107	42048500	42048894	0.533781609195402	0.360621359223301	4.50790012507298e-13	-0.565764751401593	-0.173160249972101
RSRC2_MXE_103861	RSRC2	chr12	-	122520503	122520581	122521384	122521428	122518838	122519029	122526847	122527013	0.381218390804598	0.508572815533981	3.50087856580847e-09	0.415836628821451	0.127354424729383
PPP1R16B_MXE_103908	PPP1R16B	chr20	+	38906978	38907054	38907805	38907935	38905968	38906094	38908027	38908193	0.510528735632184	0.350320388349515	1.43684224023497e-10	-0.543317212743522	-0.160208347282669
SRBD1_MXE_103932	SRBD1	chr2	-	45546731	45546839	45562652	45562756	45419787	45419894	45573206	45573342	0.936229885057471	0.72995145631068	1.10962081188793e-09	-0.359062293361681	-0.206278428746792
XPC_MXE_104024	XPC	chr3	-	14170437	14170550	14172866	14173062	14168256	14168380	14178465	14178672	0.298379310344828	0.42331067961165	1.39306344532522e-13	0.504569384126311	0.124931369266823
ACIN1_MXE_104045	ACIN1	chr14	-	23081747	23081836	23093478	23093544	23079546	23080809	23094974	23095614	0.219229885057471	0.340699029126214	1.21824047495341e-10	0.636053358740694	0.121469144068742
ACIN1_MXE_104071	ACIN1	chr14	-	23090521	23090633	23093478	23093544	23081747	23081836	23094974	23095614	0.426057471264368	0.617184466019417	2.05538010456301e-14	0.534653701051191	0.19112699475505
MRPL11_MXE_104134	MRPL11	chr11	-	66437349	66437443	66438163	66438259	66437103	66437263	66438709	66438848	0.220034482758621	0.416912621359223	1.59536058242503e-12	0.922015414300417	0.196878138600603
MED15_MXE_104292	MED15	chr22	+	20575112	20575232	20582610	20582747	20568520	20568631	20582839	20582967	0.891183908045977	0.783058252427185	7.18879206951052e-10	-0.186603547491727	-0.108125655618793
MED15_MXE_104300	MED15	chr22	+	20583329	20583393	20584358	20584425	20583112	20583247	20584854	20585015	0.686758620689655	0.581155339805825	4.78473888783639e-11	-0.24087927509092	-0.10560328088383
ZNF516_MXE_104315	ZNF516	chr18	-	76370527	76370595	76371466	76371571	76357681	76362557	76378854	76380303	0.182149425287356	0.28804854368932	2.57794976234772e-11	0.661189520745924	0.105899118401964
PLB1_MXE_104342	PLB1	chr2	+	28601898	28601964	28602820	28602921	28601251	28601332	28603965	28604047	0.230689655172414	0.108359223300971	2.39157138225645e-14	-1.09013135291022	-0.122330431871443
DENND4B_MXE_104376	DENND4B	chr1	-	153934134	153934302	153934759	153934964	153933482	153933871	153936059	153936188	0.836126436781609	0.725126213592233	1.12551117204156e-16	-0.205488990500971	-0.111000223189376
DENND4B_MXE_104384	DENND4B	chr1	-	153930691	153930857	153932203	153932440	153930538	153930603	153932641	153932777	0.131045977011494	0.274912621359223	4.44802401145694e-18	1.06890007817212	0.143866644347729
DENND4B_MXE_104406	DENND4B	chr1	-	153930946	153931064	153932203	153932440	153930691	153930857	153932641	153932777	0.273896551724138	0.503834951456311	1.39629197432997e-17	0.879320103460169	0.229938399732173
DENND4B_MXE_104409	DENND4B	chr1	-	153930538	153930603	153932203	153932440	153929500	153930442	153932641	153932777	0.124816091954023	0.284650485436893	4.66119624626347e-18	1.18938761396822	0.15983439348287
CABIN1_MXE_10444	CABIN1	chr22	+	24164399	24164563	24165529	24165626	24134301	24134415	24166638	24167313	0.741885057471264	0.49947572815534	6.3271461648771e-12	-0.570781110518815	-0.242409329315925
MEAF6_MXE_104718	MEAF6	chr1	-	37509454	37509542	37513422	37513538	37509277	37509323	37514656	37514819	0.360528735632184	0.501902912621359	6.78156196461054e-13	0.477294065493564	0.141374176989175
PROK2_MXE_104722	PROK2	chr3	-	71774444	71774507	71781466	71781592	71771654	71772828	71784956	71785206	0.318586206896552	0.591679611650485	6.23677987322511e-23	0.893132375816032	0.273093404753934
TIMM9_MXE_104846	TIMM9	chr14	-	58410842	58410938	58427053	58427242	58408493	58409168	58427391	58427614	0.076448275862069	0.183825242718447	3.16996765808674e-11	1.26577901986213	0.107376966856378
ARPC2_MXE_104887	ARPC2	chr2	+	218225919	218225954	218234351	218234397	218217462	218217544	218238663	218238850	0.0926551724137931	0.202718446601942	4.50277698563406e-12	1.12953395338843	0.110063274188149
PCNA_MXE_104962	PCNA	chr20	-	5117469	5117664	5118768	5118866	5115448	5115572	5119577	5119914	0.230459770114943	0.339456310679612	1.05124204269415e-08	0.558710975463773	0.108996540564669
PLSCR3_MXE_105143	PLSCR3	chr17	-	7393466	7393509	7394103	7394267	7392790	7392952	7394476	7394843	0.292885057471264	0.63021359223301	2.9026516622704e-15	1.10550627915468	0.337328534761745
GSTP1_MXE_105281	GSTP1	chr11	+	67584684	67584772	67585137	67585241	67584463	67584570	67586103	67586211	0.294505747126437	0.502223300970874	4.44694046594894e-17	0.77003317714664	0.207717553844437
GSTP1_MXE_105283	GSTP1	chr11	+	67584463	67584570	67584684	67584772	67584133	67584169	67585137	67585241	0.176022988505747	0.377572815533981	1.51748744818781e-15	1.10099104101553	0.201549827028233
LTA4H_MXE_10530	LTA4H	chr12	-	96027443	96027564	96029054	96029185	96024478	96024547	96035360	96035661	0.314574712643678	0.420815533980583	1.46092374892443e-14	0.419785258099625	0.106240821336904
C3orf17_MXE_105518	C3orf17	chr3	-	113011044	113011406	113012733	113012811	113008170	113008430	113013271	113013403	0.951137931034483	0.841669902912621	2.56165327671881e-13	-0.176400042112456	-0.109468028121861
RPL13A_MXE_105540	RPL13A	chr19	+	49490778	49490864	49491039	49491099	49490474	49490576	49491424	49491547	0.444988505747126	0.619728155339806	3.03522937378298e-15	0.477867442871216	0.174739649592679
GRAP2_MXE_105735	GRAP2	chr22	+	39960054	39960174	39968041	39968272	39947092	39947184	39969410	39969533	0.589689655172414	0.416543689320388	7.86902333387055e-12	-0.501488064356907	-0.173145965852025
GRAP2_MXE_105737	GRAP2	chr22	+	39960054	39960174	39969410	39969533	39947092	39947184	39970904	39973342	0.597126436781609	0.396640776699029	3.42591027676147e-10	-0.590203441440708	-0.20048566008258
GRAP2_MXE_105739	GRAP2	chr22	+	39947092	39947184	39965989	39966158	39901081	39901330	39968041	39968272	0.59848275862069	0.390825242718447	6.61576162658739e-16	-0.614786034450974	-0.207657515902243
GRAP2_MXE_105740	GRAP2	chr22	+	39947092	39947184	39960054	39960174	39901081	39901330	39965989	39966158	0.365494252873563	0.244174757281553	1.75381247262769e-12	-0.581934658422717	-0.12131949559201
GRAP2_MXE_105741	GRAP2	chr22	+	39947092	39947184	39955818	39955910	39901081	39901330	39960054	39960174	0.438873563218391	0.327233009708738	9.78803600953423e-11	-0.423487080197005	-0.111640553509653
GRAP2_MXE_105742	GRAP2	chr22	+	39947092	39947184	39968041	39968272	39901081	39901330	39969410	39969533	0.903448275862069	0.722873786407767	1.03478511687522e-17	-0.321698231458823	-0.180574489454302
GRAP2_MXE_105753	GRAP2	chr22	+	39955818	39955910	39968041	39968272	39901081	39901330	39969410	39969533	0.241471264367816	0.0882330097087379	4.18105685312286e-12	-1.45246111272269	-0.153238254659078
GRPEL2_MXE_105792	GRPEL2	chr5	+	149348271	149348425	149349653	149349735	149345413	149345616	149350917	149354583	0.163241379310345	0.276359223300971	1.78553362208388e-12	0.759537956488248	0.113117843990626
FAM3C_MXE_105865	FAM3C	chr7	-	121362896	121362947	121364129	121364188	121360042	121360127	121371299	121371423	0.488390804597701	0.616922330097087	5.77503866484713e-08	0.33705282937091	0.128531525499386
GMPR2_MXE_106150	GMPR2	chr14	+	24233218	24233340	24235736	24235820	24232871	24232977	24235966	24236140	0.32716091954023	0.212601941747573	3.56800197130988e-18	-0.621845650421991	-0.114558977792657
FXR2_MXE_106193	FXR2	chr17	-	7593402	7593625	7594678	7594757	7592983	7593181	7595823	7595994	0.819379310344828	0.692038834951456	2.37164698092192e-10	-0.243678465200214	-0.127340475393371
PGAP3_MXE_106215	PGAP3	chr17	-	39674616	39674679	39684596	39684749	39673992	39674054	39685921	39686019	0.249091954022989	0.397368932038835	3.19944269751044e-11	0.673800659574651	0.148276978015846
CNDP2_MXE_106387	CNDP2	chr18	+	74508839	74508928	74510812	74511013	74505848	74506011	74512447	74512532	0.136712643678161	0.260893203883495	3.66877498049487e-13	0.932312688523805	0.124180560205334
HS1BP3_MXE_106425	HS1BP3	chr2	-	20638435	20638652	20645339	20645505	20624731	20624892	20651031	20651104	0.475965517241379	0.616582524271845	6.72523890814643e-12	0.373436942961461	0.140617007030465
DTD1_MXE_106454	DTD1	chr20	+	18593730	18593821	18628126	18628233	18587911	18588115	18744099	18744271	0.115402298850575	0.218922330097087	5.21392859528593e-13	0.923747153831732	0.103520031246513
PDHB_MXE_106508	PDHB	chr3	-	58430656	58430942	58431730	58431793	58430127	58430238	58431876	58431984	0.374781609195402	0.500854368932039	1.61986975619154e-09	0.418341018101498	0.126072759736637
PTPRC_MXE_106963	PTPRC	chr1	+	198696711	198696909	198699563	198699704	198692346	198692373	198702386	198702530	0.366632183908046	0.224368932038835	1.00571294274347e-14	-0.708460512489298	-0.142263251869211
MAP4K4_MXE_107125	MAP4K4	chr2	+	101871493	101871685	101873646	101873764	101870294	101870415	101877002	101877146	0.295850574712644	0.407650485436893	8.41056536249926e-18	0.462464035365615	0.111799910724249
MAP4K4_MXE_107127	MAP4K4	chr2	+	101871493	101871685	101873646	101873764	101870294	101870415	101882550	101882685	0.296620689655172	0.408223300970874	8.50863351548703e-18	0.460739301244301	0.111602611315701
MAP4K4_MXE_107239	MAP4K4	chr2	+	101887777	101887937	101888795	101888935	101887087	101887261	101891165	101894690	0.247965517241379	0.355029126213592	5.3806213554686e-09	0.517797877178099	0.107063608972213
TCOF1_MXE_107363	TCOF1	chr5	+	150367843	150367917	150368715	150368902	150364112	150364252	150369528	150369602	0.805908045977011	0.665456310679612	4.68437466908357e-13	-0.276271285057071	-0.1404517352974
ARHGAP4_MXE_107407	ARHGAP4	chrX	-	153913023	153913051	153913217	153913302	153912699	153912802	153913408	153913600	0.224310344827586	0.450699029126214	1.9617174031291e-16	1.00666818557072	0.226388684298627
ARHGAP4_MXE_107411	ARHGAP4	chrX	-	153910921	153910999	153911128	153911189	153910699	153910834	153912699	153912802	0.733310344827586	0.617495145631068	1.85304086915326e-14	-0.247996096500987	-0.115815199196518
NOL4L_MXE_107439	NOL4L	chr20	-	32474600	32474742	32511346	32511456	32456117	32456395	32520810	32520922	0.86883908045977	0.671446601941748	5.94963416174104e-18	-0.371816325985391	-0.197392478518023
C8orf76_MXE_107530	C8orf76	chr8	-	123226499	123226632	123239048	123239144	123219955	123220297	123241229	123241398	0.285103448275862	0.555815533980582	1.09683743061944e-13	0.96312066714447	0.27071208570472
C8orf76_MXE_107533	C8orf76	chr8	-	123237797	123237941	123239048	123239144	123231299	123231757	123241229	123241398	0.143034482758621	0.297893203883495	1.45327727601159e-15	1.05843221649954	0.154858721124874
C8orf76_MXE_107534	C8orf76	chr8	-	123237797	123237941	123239048	123239144	123219955	123220297	123241229	123241398	0.654827586206897	0.852135922330097	2.83319070341743e-09	0.379968469790079	0.197308336123201
C8orf76_MXE_107535	C8orf76	chr8	-	123231299	123231757	123239048	123239144	123226499	123226632	123241229	123241398	0.251459770114943	0.428019417475728	1.71574442121166e-09	0.767348638847021	0.176559647360786
C8orf76_MXE_107536	C8orf76	chr8	-	123231299	123231757	123239048	123239144	123219955	123220297	123241229	123241398	0.769264367816092	0.930097087378641	1.38167652112414e-11	0.273901834029309	0.160832719562549
LTBP4_MXE_107538	LTBP4	chr19	+	40623603	40623732	40625856	40626009	40622949	40623021	40626974	40627355	0.777011494252874	0.629058252427184	6.18330391841653e-11	-0.304742319836817	-0.147953241825689
SLC26A11_MXE_107555	SLC26A11	chr17	+	80246508	80246649	80251328	80251401	80246153	80246209	80252624	80253509	0.294597701149425	0.496378640776699	6.88353282315696e-11	0.752694864934324	0.201780939627274
C11orf21_MXE_107883	C11orf21	chr11	-	2300519	2300613	2300683	2300768	2299427	2299707	2301755	2301913	0.548287356321839	0.298194174757282	5.53071942577609e-13	-0.878680130264212	-0.250093181564558
NCL_MXE_107905	NCL	chr2	-	231460477	231460564	231463199	231463316	231460151	231460293	231464335	231464494	0.541057471264368	0.656320388349515	4.80718367405918e-10	0.278618404952355	0.115262917085147
NCL_MXE_107912	NCL	chr2	-	231460668	231460866	231463199	231463316	231460477	231460564	231464335	231464494	0.437091954022989	0.574825242718447	1.02672503220061e-12	0.395186596025434	0.137733288695458
ATP6V0A2_MXE_107925	ATP6V0A2	chr12	+	123751109	123751229	123754419	123754537	123748574	123748785	123756814	123756986	0.794620689655172	0.673106796116505	2.73814806152949e-12	-0.239430934458727	-0.121513893538668
ATP6V0A2_MXE_107929	ATP6V0A2	chr12	+	123752282	123752402	123754419	123754537	123748574	123748785	123756814	123756986	0.66264367816092	0.463242718446602	3.66057291937034e-11	-0.516465002600777	-0.199400959714318
PRKCSH_MXE_108114	PRKCSH	chr19	+	11448913	11448988	11449075	11449175	11448539	11448629	11449265	11449428	0.906689655172414	0.797009708737864	5.67774292029772e-16	-0.186011526219521	-0.10967994643455
PRKCSH_MXE_108115	PRKCSH	chr19	+	11448221	11448291	11448539	11448629	11447692	11447789	11448913	11448988	0.104080459770115	0.227	3.71993539123774e-14	1.12499305730211	0.122919540229885
NDRG1_MXE_108486	NDRG1	chr8	-	133264546	133264652	133284248	133284329	133262046	133262167	133297133	133297304	0.290563218390805	0.47168932038835	1.68947447394712e-14	0.698984849212825	0.181126101997545
NDRG1_MXE_108492	NDRG1	chr8	-	133242022	133242074	133244354	133244390	133237170	133239119	133246615	133246663	0.882298850574713	0.736135922330097	4.5667878709444e-11	-0.261295231070033	-0.146162928244616
