AS_ID	Gene_ID	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
CPNE2_SE_117627	CPNE2	chr16	+	57137148	57137282	57134774	57134826	57146084	57146321	0.792528735632184	0.899145631067961	1.41989447138686e-13	0.182091556619516	0.106616895435777
ZNF821_SE_118092	ZNF821	chr16	-	71861775	71861942	71859679	71860672	71864137	71864242	0.371528735632184	0.587155339805825	9.13380815813949e-09	0.660268438795686	0.215626604173641
ZCCHC6_SE_118796	ZCCHC6	chr9	-	86318957	86319058	86317218	86317276	86319583	86319670	0.618528735632184	0.762621359223301	1.70020938765661e-08	0.302126316569747	0.144092623591117
NAA20_SE_11901	NAA20	chr20	+	20032507	20032653	20026783	20026919	20033101	20033629	0.729080459770115	0.842728155339806	2.61935798281491e-09	0.208989289979349	0.113647695569691
ZBTB7B_SE_120218	ZBTB7B	chr1	+	155014014	155014093	155002629	155002686	155014654	155015814	0.585298850574713	0.760495145631068	8.72803777231273e-10	0.377765593544717	0.175196295056355
ZBTB7B_SE_120220	ZBTB7B	chr1	+	155002842	155002943	155002629	155002686	155014654	155015814	0.695609195402299	0.848631067961165	4.76559051292204e-12	0.286860491887431	0.153021872558866
SNRK_SE_121571	SNRK	chr3	+	43299753	43299815	43286511	43286675	43303097	43303792	0.880701149425287	0.780116504854369	2.61114181584899e-16	-0.174962952474028	-0.100584644570918
FUBP1_SE_123193	FUBP1	chr1	-	77969021	77969084	77968164	77968203	77969924	77970015	0.265574712643678	0.162679611650485	5.78535678002376e-09	-0.707084331521863	-0.102895100993193
FCGR1B_SE_124808	FCGR1B	chr1	+	121094673	121094958	121092995	121093250	121095871	121097161	0.208080459770115	0.411019417475728	1.50244431823643e-22	0.982065059509409	0.202938957705613
RAB3GAP2_SE_12513	RAB3GAP2	chr1	-	220196249	220196398	220195297	220195377	220202275	220202374	0.801563218390805	0.930194174757282	3.15093663226251e-10	0.21471559656093	0.128630956366477
SAYSD1_SE_126283	SAYSD1	chr6	-	39109313	39113720	39104062	39105776	39114882	39115186	0.810954022988506	0.592407766990291	4.90023012454909e-13	-0.453029567453526	-0.218546255998214
MTIF3_SE_12781	MTIF3	chr13	-	27441016	27441077	27439988	27440449	27445087	27445156	0.411632183908046	0.252776699029126	8.78980534814362e-14	-0.703492303384836	-0.15885548487892
NAPB_SE_128346	NAPB	chr20	-	23397071	23397188	23394921	23394999	23402992	23403072	0.217816091954023	0.391553398058252	3.7898361916067e-11	0.846098526012932	0.173737306104229
NAPB_SE_128350	NAPB	chr20	-	23397071	23397182	23394921	23394999	23402992	23403072	0.107436781609195	0.226660194174757	1.43373531275281e-08	1.07704305577913	0.119223412565562
STIM2_SE_129813	STIM2	chr4	+	27007982	27008006	27007532	27007700	27008427	27008528	0.288770114942529	0.177834951456311	2.15531937773077e-18	-0.699382546757443	-0.110935163486218
PRKAG2_SE_129964	PRKAG2	chr7	-	151632068	151632138	151595344	151595454	151675419	151675637	0.75267816091954	0.90631067961165	1.25991450961551e-13	0.267972573001027	0.15363251869211
THAP9-AS1_SE_130172	THAP9-AS1	chr4	-	82899712	82899737	82897988	82898062	82900076	82900223	0.619781609195402	0.462902912621359	1.06735241856414e-12	-0.421050306202842	-0.156878696574043
GFM1_SE_131215	GFM1	chr3	+	158690162	158690323	158684523	158684668	158691138	158691192	0.710850574712644	0.853252427184466	6.18053842658642e-09	0.26342628516783	0.142401852471822
RAB5C_SE_132861	RAB5C	chr17	-	42131606	42131822	42130336	42130590	42154892	42155044	0.244632183908046	0.125029126213592	1.50018217388759e-07	-0.968350000208475	-0.119603057694454
TRIM33_SE_133230	TRIM33	chr1	-	114397939	114397990	114392776	114397860	114399456	114399609	0.726298850574713	0.610873786407767	2.42407234096449e-21	-0.249688963535873	-0.115425064166946
ABCG1_SE_134029	ABCG1	chr21	+	42276894	42276945	42273302	42273435	42282273	42282419	0.974022988505747	0.872961165048544	2.92906111581762e-11	-0.158038347739959	-0.101061823457203
CTNNB1_SE_134483	CTNNB1	chr3	+	41239133	41239354	41236587	41236709	41239659	41240448	0.846586206896552	0.742766990291262	5.14131474210427e-15	-0.188747282463456	-0.10381921660529
SENP5_SE_134737	SENP5	chr3	+	196923413	196923551	196903532	196903610	196927795	196927879	0.734747126436782	0.852932038834952	7.39961450094927e-08	0.215182981388181	0.11818491239817
SYNRG_SE_135269	SYNRG	chr17	-	37577379	37577613	37576340	37576418	37584647	37584759	0.590080459770115	0.793980582524272	1.75784755149748e-22	0.428192040477797	0.203900122754157
ITGB2-AS1_SE_135346	ITGB2-AS1	chr21	+	44927624	44927663	44926867	44927004	44927853	44929680	0.492080459770115	0.324427184466019	1.57962087204314e-12	-0.600999517816624	-0.167653275304096
ITGB2-AS1_SE_135358	ITGB2-AS1	chr21	+	44927624	44927667	44926867	44927004	44927853	44929680	0.800862068965517	0.671582524271845	8.30594596453292e-13	-0.253989101888974	-0.129279544693673
INSIG1_SE_140302	INSIG1	chr7	+	155302746	155302846	155298258	155298697	155308240	155310235	0.754011494252874	0.866825242718447	2.46450622223217e-07	0.201154650300815	0.112813748465573
INSIG1_SE_140304	INSIG1	chr7	+	155303824	155303895	155302746	155302846	155308240	155310235	0.42835632183908	0.297592233009709	1.68797042726406e-09	-0.525474507058331	-0.130764088829372
CYP20A1_SE_14072	CYP20A1	chr2	+	203246754	203246921	203245845	203245895	203251966	203252109	0.71551724137931	0.818922330097087	2.43539839119914e-08	0.194740096220598	0.103405088717777
ARFIP1_SE_141339	ARFIP1	chr4	+	152870752	152870848	152863605	152863714	152872451	152872564	0.52716091954023	0.643058252427185	3.0451829427534e-13	0.286706010439926	0.115897332886955
CSF2RB_SE_142581	CSF2RB	chr22	+	36936548	36936652	36935629	36935687	36937376	36940437	0.610448275862069	0.788184466019417	1.5203037919785e-12	0.368664257496084	0.177736190157349
VPS29_SE_142993	VPS29	chr12	-	110499456	110499546	110496011	110496203	110502048	110502140	0.32864367816092	0.207058252427184	1.33200639744406e-21	-0.666487530113694	-0.121585425733735
HIPK3_SE_145175	HIPK3	chr11	+	33348165	33348228	33347851	33348013	33348521	33348818	0.629229885057471	0.456495145631068	7.95108238407892e-16	-0.462987674013318	-0.172734739426403
MR1_SE_145493	MR1	chr1	+	181052234	181052510	181050145	181050286	181053572	181053677	0.199609195402299	0.320087378640777	5.08583548150043e-17	0.68128760824662	0.120478183238478
SAMD9L_SE_146077	SAMD9L	chr7	-	93146882	93147146	93145384	93146040	93148193	93148388	0.670793103448276	0.778291262135922	1.33845280139528e-08	0.214442303743145	0.107498158687646
SSX2IP_SE_147416	SSX2IP	chr1	-	84671176	84671308	84670645	84670815	84690370	84690557	0.862988505747126	0.700699029126214	1.26403885277542e-09	-0.300546446829689	-0.162289476620913
CEP162_SE_149423	CEP162	chr6	-	84226336	84226452	84221056	84221171	84227579	84227635	0.712126436781609	0.577941747572816	8.44767836366487e-14	-0.301209325240113	-0.134184689208794
DDX59_SE_152103	DDX59	chr1	-	200650424	200650676	200649073	200649226	200659026	200659116	0.762252873563218	0.883514563106796	2.35752248995206e-19	0.212984231178412	0.121261689543578
CLASP1_SE_155310	CLASP1	chr2	-	121409023	121409047	121407470	121407715	121410865	121410969	0.426862068965517	0.315388349514563	1.06368244584042e-13	-0.436640602383819	-0.111473719450954
EAF1_SE_156811	EAF1	chr3	+	15432086	15432223	15429912	15430007	15434347	15434538	0.84948275862069	0.747805825242718	2.73542592002334e-14	-0.183920956780696	-0.101676933377971
CNNM3_SE_158255	CNNM3	chr2	+	96828566	96828700	96828098	96828195	96828995	96829134	0.753390804597701	0.865708737864078	1.65836221842387e-09	0.200483296332672	0.112317933266377
MDM4_SE_159684	MDM4	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	0.593885057471264	0.476834951456311	2.52079848993146e-20	-0.316693746379572	-0.117050106014954
TBCE_SE_159877	TBCE	chr1	+	235401502	235401587	235380018	235380149	235414432	235414618	0.629390804597701	0.758495145631068	3.5629861232133e-13	0.269183846243892	0.129104341033367
STAMBPL1_SE_159934	STAMBPL1	chr10	+	88913100	88913458	88910915	88911011	88914533	88914658	0.471574712643678	0.672932038834951	3.69795195414052e-12	0.512974452217536	0.201357326191273
FLAD1_SE_160525	FLAD1	chr1	+	154983841	154984066	154983293	154983397	154988104	154988849	0.782344827586207	0.904669902912621	5.60998835127277e-18	0.209586843500609	0.122325075326414
GOLT1B_SE_161662	GOLT1B	chr12	+	21508382	21508561	21506884	21506976	21512294	21512376	0.518310344827586	0.690679611650485	1.53628946506099e-07	0.414200448588897	0.172369266822899
GIGYF2_SE_163563	GIGYF2	chr2	+	232847347	232847571	232845731	232845886	232850261	232850409	0.828183908045977	0.933	6.75837699360938e-08	0.171925910255033	0.104816091954023
SOAT1_SE_165022	SOAT1	chr1	+	179344946	179345076	179343589	179343635	179347599	179347697	0.709505747126437	0.84495145631068	6.9502251808633e-08	0.252054088421479	0.135445709184243
ADIPOR1_SE_166304	ADIPOR1	chr1	-	202954240	202954307	202950929	202951164	202958184	202958396	0.476885057471264	0.230631067961165	2.53839090250017e-11	-1.0480547092615	-0.246253989510099
ZNF160_SE_16677	ZNF160	chr19	-	53091412	53091529	53086261	53086321	53091636	53091720	0.484252873563218	0.334495145631068	3.45417584296596e-14	-0.533775335954354	-0.14975772793215
ZNF160_SE_16687	ZNF160	chr19	-	53091412	53091497	53086261	53086321	53091636	53091720	0.435540229885057	0.280961165048544	1.03898181518437e-15	-0.632435251165644	-0.154579064836514
RNF34_SE_168037	RNF34	chr12	+	121402741	121402807	121400117	121400218	121416158	121416377	0.679011494252874	0.39204854368932	5.41195954843605e-13	-0.792403695725367	-0.286962950563553
TAX1BP1_SE_169279	TAX1BP1	chr7	+	27816348	27816520	27799964	27800090	27827737	27827820	0.606770114942529	0.73168932038835	4.80684970344447e-10	0.270081170949859	0.124919205445821
TAX1BP1_SE_169291	TAX1BP1	chr7	+	27816348	27816394	27799964	27800090	27827737	27827820	0.669551724137931	0.770116504854369	8.64667209235742e-09	0.201881205499434	0.100564780716438
STK19_SE_174108	STK19	chr6	+	31972620	31972757	31972301	31972511	31978902	31979010	0.206149425287356	0.372699029126214	1.74819511757222e-07	0.854320621657453	0.166549603838857
KLHL8_SE_174178	KLHL8	chr4	-	87185250	87185799	87183202	87183389	87195323	87195690	0.382183908045977	0.599582524271845	4.47330070953935e-08	0.649691299857082	0.217398616225868
KLHL8_SE_174188	KLHL8	chr4	-	87185250	87185571	87183202	87183389	87195323	87195690	0.295206896551724	0.508135922330097	5.76247707287872e-09	0.783488032421795	0.212929025778373
HLA-DOB_SE_174619	HLA-DOB	chr6	-	32814319	32814601	32813722	32813833	32816860	32817048	0.802586206896552	0.907932038834951	4.48025010961416e-10	0.177927949506503	0.1053458319384
LST1_SE_174678	LST1	chr6	+	31587943	31587966	31587199	31587318	31588496	31588909	0.637333333333333	0.528359223300971	1.04689953627957e-11	-0.270528988166375	-0.108974110032362
LST1_SE_174679	LST1	chr6	+	31587943	31587966	31587640	31587733	31588517	31588909	0.843896551724138	0.686184466019418	2.35798312348231e-29	-0.29846969209042	-0.15771208570472
MEF2BNB-MEF2B_SE_176538	MEF2BNB-MEF2B	chr19	-	19186892	19187005	19182572	19182683	19192080	19192591	0.178471264367816	0.301407766990291	3.59401776655566e-13	0.756024789452997	0.122936502622475
TBRG1_SE_176639	TBRG1	chr11	+	124626472	124626609	124625670	124625903	124626903	124627050	0.569114942528736	0.68752427184466	2.67453217733679e-11	0.272690587274098	0.118409329315925
AKAP17A_SE_176756	AKAP17A	chrX	+	1600137	1600207	1599191	1599432	1600658	1602514	0.670988505747126	0.522019417475728	1.91348541513075e-11	-0.362184581300472	-0.148969088271398
PRMT2_SE_176965	PRMT2	chr21	+	46661799	46661936	46649574	46649739	46663382	46663554	0.402885057471264	0.573864077669903	4.08793941674801e-13	0.510340769815286	0.170979020198639
YIPF1_SE_177905	YIPF1	chr1	-	53889243	53889463	53888906	53888986	53889712	53889814	0.397459770114943	0.532883495145631	4.73971531551909e-19	0.42301130779347	0.135423725030689
KLHL12_SE_178962	KLHL12	chr1	-	202893238	202893425	202891095	202892659	202894590	202894749	0.660344827586207	0.790728155339806	3.12456585521945e-08	0.259962208594987	0.130383327753599
FGD4_SE_181369	FGD4	chr12	+	32576265	32576449	32564136	32564289	32581959	32582467	0.609379310344828	0.747796116504854	7.99834514232806e-09	0.29530446048082	0.138416806160027
PNISR_SE_181632	PNISR	chr6	-	99403828	99403882	99402539	99402710	99404602	99404702	0.922218390804598	0.798456310679612	1.30975830945704e-26	-0.207894966629879	-0.123762080124986
CTR9_SE_182100	CTR9	chr11	+	10761946	10762054	10760172	10760321	10763430	10763538	0.669586206896552	0.870233009708738	1.9221613417279e-11	0.378131932795842	0.200646802812186
RBM4_SE_183069	RBM4	chr11	+	66643449	66644140	66639699	66640123	66646026	66646473	0.630045977011494	0.744194174757282	1.07579726224219e-15	0.240221985925416	0.114148197745787
DNAJC19_SE_183460	DNAJC19	chr3	-	180986942	180987022	180985925	180985996	180988022	180988096	0.516988505747126	0.649796116504854	4.05929883970161e-10	0.329854916125851	0.132807610757728
RSRC2_SE_183518	RSRC2	chr12	-	122520503	122520581	122518838	122519029	122521384	122521428	0.633977011494253	0.48021359223301	8.88491565408739e-14	-0.40075428906438	-0.153763419261243
PROK2_SE_185104	PROK2	chr3	-	71774444	71774507	71771654	71772828	71781466	71781592	0.78616091954023	0.546378640776699	2.15399038664735e-20	-0.524923562043619	-0.239782278763531
TNIP2_SE_185594	TNIP2	chr4	-	2744696	2744945	2744386	2744506	2745445	2745535	0.660241379310345	0.779300970873786	8.17042963340341e-08	0.239187054264737	0.119059591563441
APEX2_SE_18812	APEX2	chrX	+	55002250	55002431	55001545	55001629	55002961	55003108	0.65832183908046	0.79373786407767	4.34382590508396e-09	0.269869570410523	0.13541602499721
RGL2_SE_188223	RGL2	chr6	-	33298454	33298651	33297031	33297115	33298869	33299388	0.861954022988506	0.76078640776699	7.18280036310712e-13	-0.180119446175218	-0.101167615221516
PTPRC_SE_189190	PTPRC	chr1	+	198696711	198696909	198692346	198692373	198699563	198699704	0.387770114942529	0.235019417475728	4.56073819494909e-14	-0.722421662424299	-0.152750697466801
MAP4K4_SE_189417	MAP4K4	chr2	+	101871493	101871685	101870294	101870415	101873646	101873764	0.339781609195402	0.446805825242718	4.6654376364197e-16	0.395040226882994	0.107024216047316
C11orf21_SE_190678	C11orf21	chr11	-	2300683	2300768	2300519	2300613	2301755	2301913	0.652080459770115	0.368864077669903	1.94645359976396e-13	-0.8219606915581	-0.283216382100212
CASP3_SE_193149	CASP3	chr4	-	184648464	184648631	184638400	184638468	184649394	184649475	0.106149425287356	0.231	1.2567765094164e-11	1.12179629139499	0.124850574712644
RNF146_SE_194334	RNF146	chr6	+	127280515	127280604	127280230	127280340	127286615	127288560	0.383574712643678	0.153155339805825	7.19840935250813e-15	-1.32451194529373	-0.230419372837853
RNF146_SE_194335	RNF146	chr6	+	127280515	127280604	127280230	127280340	127286049	127286177	0.608551724137931	0.410165048543689	8.92167561428339e-08	-0.569175330224409	-0.198386675594242
RNF146_SE_194339	RNF146	chr6	+	127286049	127286177	127280230	127280340	127286615	127288560	0.709068965517241	0.478961165048544	1.727336118743e-18	-0.566017269159463	-0.230107800468698
LONRF3_SE_19438	LONRF3	chrX	+	119013038	119013201	119011814	119011973	119014206	119014356	0.363022988505747	0.575019417475728	2.49209008176918e-09	0.66354976428246	0.211996428969981
FBXL4_SE_195122	FBXL4	chr6	-	98917373	98917719	98905425	98905670	98926476	98927060	0.436494252873563	0.631281553398058	2.81526047111576e-13	0.532320936246114	0.194787300524495
FBXL4_SE_195123	FBXL4	chr6	-	98917373	98917719	98905425	98905670	98927704	98927822	0.773689655172414	0.896805825242718	1.56176469850314e-07	0.213040665233018	0.123116170070305
HNRNPAB_SE_196732	HNRNPAB	chr5	+	178210131	178210272	178209329	178209447	178210552	178211183	0.640172413793103	0.749611650485437	1.07613336683764e-11	0.2276828657386	0.109439236692333
HLA-F_SE_197623	HLA-F	chr6	+	29726010	29726043	29725446	29725563	29726882	29727296	0.848793103448276	0.692029126213592	5.28183784658243e-22	-0.294580174739986	-0.156763977234684
ZNF76_SE_197893	ZNF76	chr6	+	35293750	35293915	35292880	35293044	35294455	35294569	0.514931034482759	0.648970873786408	7.91496504367074e-13	0.33377450779782	0.134039839303649
LRIF1_SE_198285	LRIF1	chr1	-	110951287	110952815	110949850	110950123	110963620	110963944	0.358770114942529	0.506699029126214	5.86586633797016e-16	0.498069343801882	0.147928914183685
CTLA4_SE_198655	CTLA4	chr2	+	203871377	203871487	203870585	203870933	203872707	203873960	0.728206896551724	0.575194174757282	6.82170830516302e-11	-0.340299338977664	-0.153012721794443
ANKZF1_SE_199441	ANKZF1	chr2	+	219230227	219230405	219229756	219229900	219232489	219232683	0.700022988505747	0.814135922330097	2.01423406026403e-09	0.21786737625285	0.11411293382435
UBXN11_SE_20014	UBXN11	chr1	-	26300925	26301024	26297961	26298062	26306591	26306704	0.772896551724138	0.603572815533981	1.74407402772803e-12	-0.356747500244173	-0.169323736190157
UBXN11_SE_20021	UBXN11	chr1	-	26303042	26303167	26297961	26298062	26306591	26306704	0.582091954022989	0.364902912621359	1.26505489227489e-13	-0.673734409617268	-0.217189041401629
UBXN11_SE_20028	UBXN11	chr1	-	26301693	26301722	26297961	26298062	26306591	26306704	0.728241379310345	0.566699029126214	5.81632277044096e-12	-0.361833987490351	-0.161542350184131
IFT20_SE_201786	IFT20	chr17	-	28332145	28332181	28331858	28331987	28335339	28335489	0.297068965517241	0.172427184466019	3.00410109676755e-09	-0.784810651930488	-0.124641781051222
IFT20_SE_201787	IFT20	chr17	-	28332145	28332382	28331858	28331987	28335339	28335489	0.370827586206897	0.231174757281553	4.1105377565266e-09	-0.68176469746591	-0.139652828925343
KTN1_SE_20228	KTN1	chr14	+	55663954	55664041	55661521	55661612	55667240	55667330	0.471609195402299	0.57921359223301	1.32048188933796e-19	0.296503609957131	0.107604396830711
MASTL_SE_203183	MASTL	chr10	+	27167101	27167274	27165388	27165539	27169943	27171083	0.67567816091954	0.818757281553398	3.35840937711559e-14	0.277099606601327	0.143079120633858
IFRD1_SE_204629	IFRD1	chr7	+	112450507	112450782	112423143	112423432	112455762	112455867	0.679942528735632	0.851747572815534	2.5342614441105e-13	0.325013121567666	0.171805044079902
IFRD1_SE_204635	IFRD1	chr7	+	112462269	112462378	112462000	112462179	112467980	112468115	0.377195402298851	0.56978640776699	3.92132123219432e-08	0.595109115780712	0.19259100546814
GPCPD1_SE_206001	GPCPD1	chr20	-	5586193	5586269	5584280	5584322	5593326	5593411	0.65	0.52978640776699	5.16870526229212e-18	-0.295028887832399	-0.12021359223301
SRRM1_SE_206340	SRRM1	chr1	+	24663182	24663224	24662659	24662804	24666814	24666925	0.851344827586207	0.74826213592233	1.16551728359907e-09	-0.186199824869906	-0.103082691663877
ZNF75D_SE_206918	ZNF75D	chrX	-	135293729	135294258	135291008	135291135	135295767	135296039	0.721586206896552	0.87626213592233	1.63617704167307e-07	0.280190758305496	0.154675929025778
EIF4G1_SE_208356	EIF4G1	chr3	+	184315488	184315545	184314501	184314674	184320629	184320722	0.16367816091954	0.391728155339806	1.41033269472842e-07	1.2589909850441	0.228049994420266
RAPGEF2_SE_210090	RAPGEF2	chr4	+	159344035	159344059	159343280	159343404	159345105	159345329	0.396011494252874	0.264077669902913	7.45355952552946e-11	-0.584579991139179	-0.131933824349961
APH1B_SE_212024	APH1B	chr15	+	63287423	63287546	63286557	63286628	63302344	63302472	0.699965517241379	0.801203883495146	3.19932611320802e-10	0.194885562432471	0.101238366253766
FIP1L1_SE_212127	FIP1L1	chr4	+	53414614	53414722	53399729	53399839	53425871	53425965	0.753908045977011	0.637485436893204	6.97344960566496e-14	-0.241996184439694	-0.116422609083808
CREBBP_SE_212564	CREBBP	chr16	-	3739577	3739724	3736649	3736815	3740398	3740549	0.644149425287356	0.786912621359223	1.54065426629656e-07	0.28880805453159	0.142763196071867
CREBBP_SE_212574	CREBBP	chr16	-	3738558	3738672	3736649	3736815	3740398	3740549	0.569724137931034	0.770135922330097	4.10414019587333e-10	0.434849560228487	0.200411784399063
PAQR3_SE_21355	PAQR3	chr4	-	78935120	78935283	78930169	78930325	78939039	78939428	0.573609195402299	0.751708737864078	3.5329336950679e-08	0.39010562207267	0.178099542461779
NIPBL_SE_214121	NIPBL	chr5	+	37058890	37059165	37057185	37057332	37060843	37061018	0.638804597701149	0.807961165048544	1.16540194511876e-10	0.33891125460453	0.169156567347394
ADGRE1_SE_21419	ADGRE1	chr19	+	6924677	6924872	6921712	6921883	6926365	6926601	0.801931034482759	0.923699029126214	2.41606030647087e-11	0.203944680495005	0.121767994643455
ARID5A_SE_215511	ARID5A	chr2	+	96549320	96549459	96547401	96547517	96549752	96549805	0.326701149425287	0.507941747572816	6.69210697834481e-15	0.636691522894069	0.181240598147528
NFYC_SE_21608	NFYC	chr1	+	40766917	40766974	40766595	40766703	40769355	40769415	0.327137931034483	0.216466019417476	4.38224759568524e-09	-0.595758476779293	-0.110671911617007
VWA9_SE_217142	VWA9	chr15	-	65607301	65607442	65605128	65605236	65611097	65611289	0.365540229885057	0.578796116504854	6.72421981147888e-09	0.663025049864104	0.213255886619797
VWA9_SE_217170	VWA9	chr15	-	65607158	65607442	65605128	65605236	65611097	65611289	0.568333333333333	0.737339805825243	1.55354528869203e-10	0.375592310596674	0.169006472491909
MX1_SE_218038	MX1	chr21	+	41427205	41427304	41426030	41426263	41427754	41427866	0.484896551724138	0.749368932038835	1.97922311656868e-16	0.627999172213365	0.264472380314697
ABCD4_SE_219304	ABCD4	chr14	-	74290026	74290118	74289482	74289519	74290290	74290499	0.640287356321839	0.749970873786408	2.20558785826727e-08	0.228115046011207	0.109683517464569
C1orf43_SE_220502	C1orf43	chr1	-	154219835	154219937	154214456	154214574	154220341	154220797	0.484425287356322	0.676485436893204	9.15753728976615e-14	0.481784700036441	0.192060149536882
EPB41L3_SE_221049	EPB41L3	chr18	-	5394676	5394793	5392380	5393478	5395066	5395147	0.754804597701149	0.861592233009709	6.71625520908472e-08	0.190902033709695	0.106787635308559
PSMD5_SE_22168	PSMD5	chr9	-	120826764	120826907	120824493	120824685	120831330	120831459	0.649597701149425	0.822621359223301	5.82765865528868e-11	0.34068200465284	0.173023658073876
PSMD5_SE_22181	PSMD5	chr9	-	120829098	120829208	120824493	120824685	120831330	120831459	0.720367816091954	0.844650485436893	1.56776130299992e-08	0.229620753428656	0.124282669344939
GNG2_SE_224402	GNG2	chr14	+	51877620	51877657	51860303	51860790	51950649	51950765	0.798551724137931	0.660485436893204	6.58890863581569e-17	-0.273859105829338	-0.138066287244727
CPEB2_SE_224462	CPEB2	chr4	+	15040463	15040487	15033160	15033211	15052413	15052584	0.748758620689655	0.546223300970874	3.5967260524463e-11	-0.455009849822157	-0.202535319718781
DNAAF2_SE_224546	DNAAF2	chr14	-	49628011	49628155	49625173	49626048	49633286	49635230	0.281620689655172	0.466533980582524	3.36720038571554e-12	0.728228837927078	0.184913290927352
LILRA2_SE_224758	LILRA2	chr19	+	54577464	54577723	54574730	54575033	54587200	54587561	0.735528735632184	0.85395145631068	4.46193295065069e-12	0.215372355011557	0.118422720678496
DEDD2_SE_224951	DEDD2	chr19	-	42216679	42217045	42215147	42215252	42217631	42217792	0.11964367816092	0.328368932038835	5.37910647866927e-16	1.45657346741785	0.208725253877915
GPR171_SE_225928	GPR171	chr3	-	151200908	151200997	151197831	151199439	151203103	151203201	0.351747126436782	0.487883495145631	9.95992288294572e-11	0.471998040882464	0.136136368708849
FOXN2_SE_226738	FOXN2	chr2	+	48328560	48328702	48314655	48314814	48346200	48346751	0.547528735632184	0.364650485436893	8.43207273205879e-10	-0.586420368164744	-0.182878250195291
BPTF_SE_227849	BPTF	chr17	+	67875555	67875744	67874816	67875020	67886127	67886316	0.679781609195402	0.810873786407767	1.71674433602131e-16	0.254406042748419	0.131092177212365
BPTF_SE_227850	BPTF	chr17	+	67875555	67875744	67874816	67875020	67891843	67892034	0.494275862068966	0.642291262135922	5.6897543799473e-12	0.377911215579133	0.148015400066957
