AS_ID	Gene_ID	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
N4BP2L1_A5SS_3561	N4BP2L1	chr13	-	32402907	32403200	32403149	32403200	32400722	32401901	0.876896551724138	0.982555555555556	5.40981192781672e-11	0.164132325717489	0.105659003831418
PPFIA1_A5SS_3570	PPFIA1	chr11	+	70338373	70338453	70338373	70338434	70339170	70339306	0.814712643678161	0.926444444444444	4.12312120842081e-08	0.185413167772424	0.111731800766284
VPS29_A5SS_2293	VPS29	chr12	-	110499456	110499546	110499534	110499546	110496011	110496203	0.463540229885057	0.265037037037037	3.29949726845453e-07	-0.806500573272196	-0.19850319284802
CCT8_A5SS_852	CCT8	chr21	-	29073259	29073797	29073505	29073797	29070246	29070337	0.364080459770115	0.594111111111111	2.05093960943751e-05	0.7064754568895	0.230030651340996
ZCCHC9_A5SS_2784	ZCCHC9	chr5	+	81301582	81301698	81301582	81301670	81304740	81305141	0.361471264367816	0.555148148148148	5.80370114189395e-11	0.61899186105403	0.193676883780332
EZH2_A5SS_4021	EZH2	chr7	-	148846469	148846598	148846496	148846598	148829727	148829848	0.717091954022989	0.905407407407407	1.98338430126116e-05	0.336408979517611	0.188315453384419
GMNN_A5SS_42	GMNN	chr6	+	24774930	24775244	24774930	24775112	24777221	24777297	0.196057471264368	0.507481481481482	6.34101450924268e-11	1.37207855740528	0.311424010217114
RAB29_A5SS_2917	RAB29	chr1	-	205775272	205775482	205775373	205775482	205772495	205772567	0.715	0.848518518518519	1.1198926064114e-05	0.247002904362817	0.133518518518519
C19orf48_A5SS_1602	C19orf48	chr19	-	50799271	50799357	50799293	50799357	50797692	50798958	0.128448275862069	0.025962962962963	8.27619717156919e-13	-2.30666058326216	-0.102485312899106
THTPA_A5SS_1127	THTPA	chr14	+	23555981	23557039	23555981	23556343	23558694	23559581	0.217114942528736	0.374703703703704	4.1485885710719e-11	0.787291217694178	0.157588761174968
EIF1AD_A5SS_2057	EIF1AD	chr11	-	66001909	66002166	66002039	66002166	66000302	66000505	0.608229885057471	0.756740740740741	2.35572712158848e-07	0.315182413587572	0.148510855683269
ACTR6_A5SS_437	ACTR6	chr12	+	100205675	100205757	100205675	100205744	100207662	100207786	0.274551724137931	0.138111111111111	3.68117046018406e-08	-0.991248581353605	-0.13644061302682
THTPA_A5SS_1129	THTPA	chr14	+	23555981	23557034	23555981	23556343	23558694	23559581	0.220770114942529	0.371703703703704	1.37436121941421e-10	0.751608171890501	0.150933588761175
CHD9_A5SS_145	CHD9	chr16	+	53307680	53307953	53307680	53307905	53308685	53308854	0.926149425287356	0.806740740740741	2.78979962295233e-07	-0.199139862743501	-0.119408684546616
POMT1_A5SS_4321	POMT1	chr9	+	131509902	131510062	131509902	131509996	131510259	131510415	0.783551724137931	0.64437037037037	2.34675776132263e-05	-0.282138356480343	-0.139181353767561
CCDC84_A5SS_3539	CCDC84	chr11	+	119011220	119011311	119011220	119011283	119011938	119012003	0.818367816091954	0.715851851851852	4.59508360270542e-10	-0.193088362020002	-0.102515964240102
EZH2_A5SS_4020	EZH2	chr7	-	148846469	148846598	148846496	148846598	148832633	148832750	0.698965517241379	0.871740740740741	2.20511680162964e-06	0.318677851938477	0.172775223499361
CCDC90B_A5SS_1674	CCDC90B	chr11	-	83285552	83286407	83286099	83286407	83280140	83280260	0.89683908045977	0.757444444444444	1.68616753557217e-07	-0.243709069582259	-0.139394636015326
TOMM5_A5SS_2816	TOMM5	chr9	-	37592252	37592639	37592309	37592639	37588414	37588932	0.129965517241379	0.43937037037037	3.62135791508514e-09	1.75730868787797	0.309404853128991
SDR39U1_A5SS_753	SDR39U1	chr14	-	24442097	24442260	24442177	24442260	24440782	24440926	0.805551724137931	0.940925925925926	6.28047890054107e-09	0.224103924998145	0.135374201787995
TBC1D10C_A5SS_3322	TBC1D10C	chr11	+	67406626	67406738	67406626	67406692	67406826	67407016	0.921390804597701	0.777814814814815	5.32967748353277e-13	-0.244386486408634	-0.143575989782886
OSBPL3_A5SS_1542	OSBPL3	chr7	-	24834086	24834736	24834485	24834736	24830767	24830905	0.589804597701149	0.451148148148148	1.52116890814452e-09	-0.386635804815615	-0.138656449553001
ARL6IP4_A5SS_779	ARL6IP4	chr12	+	122981128	122981299	122981128	122981266	122981570	122981879	0.642494252873563	0.826851851851852	2.8736134085859e-09	0.363945313535118	0.184357598978289
COPS7A_A5SS_3976	COPS7A	chr12	+	6723983	6724250	6723983	6724152	6724613	6724818	0.243333333333333	0.419111111111111	1.79941158346717e-07	0.784398806186561	0.175777777777778
CNOT4_A5SS_3640	CNOT4	chr7	-	135410514	135410648	135410523	135410648	135398168	135398226	0.594954022988506	0.43762962962963	7.22280190798933e-08	-0.443067764939571	-0.157324393358876
ZNF484_A5SS_3336	ZNF484	chr9	-	92877819	92878038	92877889	92878038	92875014	92875059	0.460816091954023	0.248888888888889	8.53450199406625e-08	-0.888689271644545	-0.211927203065134
TMEM230_A5SS_1917	TMEM230	chr20	-	5112742	5113087	5112960	5113087	5109331	5109445	0.187609195402299	0.0538518518518519	2.10928963446051e-07	-1.80066267928436	-0.133757343550447
BRPF1_A5SS_1784	BRPF1	chr3	+	9742024	9742171	9742024	9742153	9742943	9743253	0.712655172413793	0.497740740740741	1.27615517452926e-07	-0.517809700159425	-0.214914431673052
LRSAM1_A5SS_4464	LRSAM1	chr9	+	127451485	127452084	127451485	127451669	127454495	127454599	0.858206896551724	0.966777777777778	7.14220905641979e-06	0.171858817260967	0.108570881226054
TAX1BP1_A5SS_2729	TAX1BP1	chr7	+	27816348	27816520	27816348	27816394	27827737	27827820	0.573126436781609	0.744444444444444	1.32374602739243e-05	0.377310743583486	0.171318007662835
IKZF2_A5SS_3698	IKZF2	chr2	-	213056832	213057099	213056910	213057099	213049712	213049880	0.421770114942529	0.662185185185185	7.83000551158542e-09	0.65077785947136	0.240415070242656
NCOR2_A5SS_4014	NCOR2	chr12	-	124327408	124327633	124327546	124327633	124326190	124326370	0.423942528735632	0.264296296296296	8.14133211215082e-09	-0.681712492825517	-0.159646232439336
TUG1_A5SS_1751	TUG1	chr22	+	30972854	30973601	30972854	30973587	30975169	30979394	0.676091954022988	0.54437037037037	8.83493739466945e-10	-0.312630933871589	-0.131721583652618
SNX14_A5SS_3008	SNX14	chr6	-	85593578	85594156	85593833	85594156	85574257	85574378	0.593689655172414	0.718111111111111	5.38634190882887e-06	0.274498110174774	0.124421455938697
GOSR1_A5SS_688	GOSR1	chr17	+	30481142	30481263	30481142	30481257	30484213	30484301	0.386701149425287	0.194	7.14602957662958e-14	-0.995162400261996	-0.192701149425287
CCDC66_A5SS_58	CCDC66	chr3	+	56566593	56566759	56566593	56566740	56566949	56567053	0.341540229885058	0.494703703703704	8.85003690688885e-08	0.534509177590199	0.153163473818646
ASTE1_A5SS_2763	ASTE1	chr3	-	131026506	131026854	131026731	131026854	131025473	131025594	0.809390804597701	0.923703703703704	2.75868257489828e-09	0.190593693982341	0.114312899106003
RSAD1_A5SS_1504	RSAD1	chr17	+	50484441	50484642	50484441	50484545	50484743	50485980	0.137114942528736	0.252333333333333	1.33008280469115e-08	0.879944997611122	0.115218390804598
ZNF518A_A5SS_1380	ZNF518A	chr10	+	96155325	96155398	96155325	96155376	96155923	96156047	0.100988505747126	0.334037037037037	2.50736415628941e-13	1.72581697485067	0.233048531289911
SERPINA1_A5SS_4037	SERPINA1	chr14	-	94390419	94390692	94390456	94390692	94388818	94389010	0.101712643678161	0.221851851851852	2.29414789796013e-12	1.12509756710315	0.120139208173691
CUTA_A5SS_589	CUTA	chr6	-	33417868	33418288	33417958	33418288	33417480	33417695	0.344011494252874	0.149518518518519	1.65358062910794e-09	-1.20213259010768	-0.194492975734355
TANGO2_A5SS_662	TANGO2	chr22	+	20036759	20037094	20036759	20036854	20043354	20043443	0.118241379310345	0.23037037037037	3.45374836223182e-13	0.962220169046434	0.112128991060026
TLE3_A5SS_3407	TLE3	chr15	-	70057458	70057658	70057473	70057658	70056297	70056374	0.792126436781609	0.657851851851852	1.57972364300751e-05	-0.267968001413189	-0.134274584929757
TMEM70_A5SS_1374	TMEM70	chr8	+	73978755	73978875	73978755	73978861	73981154	73982783	0.107597701149425	0.342666666666667	4.69829503917526e-08	1.67115860399819	0.235068965517241
CCDC7_A5SS_1393	CCDC7	chr10	+	32446081	32446631	32446081	32446397	32451591	32451921	0.210080459770115	0.339037037037037	2.48884061153043e-05	0.690500905915475	0.128956577266922
GLIPR2_A5SS_3198	GLIPR2	chr9	+	36147785	36147916	36147785	36147894	36150871	36150949	0.082	0.281592592592593	1.40814528956635e-07	1.77991356895256	0.199592592592593
SNRPB2_A5SS_2678	SNRPB2	chr20	+	16729963	16730164	16729963	16730064	16731667	16731766	0.57216091954023	0.716592592592593	9.46665676667969e-11	0.324732170265259	0.144431673052363
TMEM230_A5SS_1918	TMEM230	chr20	-	5112729	5113087	5112960	5113087	5109331	5109445	0.312126436781609	0.168592592592593	1.49527958875813e-05	-0.888589406819721	-0.143533844189017
DHX16_A5SS_2827	DHX16	chr6	-	30672634	30673053	30672955	30673053	30671035	30671274	0.727850574712644	0.830296296296296	1.32288415778358e-07	0.18998396250683	0.102445721583653
CENPK_A5SS_159	CENPK	chr5	-	65561462	65561564	65561496	65561564	65554796	65554946	0.833793103448276	0.716592592592593	2.57991574122503e-10	-0.21853630872652	-0.117200510855683
CEP170_A5SS_4362	CEP170	chr1	-	243142285	243142463	243142315	243142463	243139936	243140107	0.463758620689655	0.300592592592593	2.98991650827504e-09	-0.625564642051082	-0.163166028097063
STIM1_A5SS_315	STIM1	chr11	+	4086476	4086861	4086476	4086543	4091281	4093210	0.19	0.362259259259259	3.41448819182391e-10	0.931023146634393	0.172259259259259
UBL7-AS1_A5SS_2793	UBL7-AS1	chr15	+	74461264	74462098	74461264	74462027	74466035	74466130	0.622632183908046	0.806037037037037	6.45972825485589e-06	0.37246597970239	0.183404853128991
KAT6B_A5SS_3078	KAT6B	chr10	+	74975398	74976330	74975398	74975781	74977315	74977437	0.681206896551724	0.882740740740741	5.38955613178394e-13	0.373896742360033	0.201533844189017
NPEPL1_A5SS_4255	NPEPL1	chr20	+	58691723	58691830	58691723	58691780	58693736	58693922	0.636287356321839	0.377259259259259	4.91038937577182e-10	-0.754122144094509	-0.25902809706258
TRMT10B_A5SS_1797	TRMT10B	chr9	+	37763628	37763865	37763628	37763753	37768075	37768228	0.491241379310345	0.606518518518518	2.2721363203988e-07	0.304119605037823	0.115277139208174
PLD2_A5SS_2193	PLD2	chr17	+	4819428	4819582	4819428	4819549	4821792	4821907	0.812781609195402	0.637814814814815	8.69080075111167e-07	-0.349730150514065	-0.174966794380587
BPTF_A5SS_3714	BPTF	chr17	+	67945408	67946325	67945408	67945896	67947725	67947808	0.330551724137931	0.458777777777778	5.34291273125151e-10	0.472919472242474	0.128226053639847
HMGN3_A5SS_650	HMGN3	chr6	-	79202275	79202389	79202316	79202389	79201244	79201726	0.589310344827586	0.485518518518519	5.35759412737278e-08	-0.279501268075817	-0.103791826309068
CSNK1A1_A5SS_298	CSNK1A1	chr5	-	149505446	149505595	149505482	149505595	149495893	149496860	0.694459770114943	0.79837037037037	7.62924250425341e-12	0.201167057795989	0.103910600255428
PIGG_A5SS_3527	PIGG	chr4	+	499199	500047	499199	499489	500395	500601	0.0797931034482759	0.195851851851852	7.35027603533313e-08	1.29542680536431	0.116058748403576
GEMIN8_A5SS_1252	GEMIN8	chrX	-	14026051	14026221	14026139	14026221	14021463	14021511	0.196310344827586	0.377925925925926	1.29859634786897e-07	0.94496729217543	0.18161558109834
SPATA5L1_A5SS_3608	SPATA5L1	chr15	+	45415586	45415809	45415586	45415779	45417268	45417399	0.781758620689655	0.641481481481481	8.70319343417509e-07	-0.285315605598363	-0.140277139208174
CNTROB_A5SS_3251	CNTROB	chr17	+	7948486	7948685	7948486	7948619	7949084	7949157	0.367873563218391	0.23462962962963	2.18317163214054e-06	-0.648824790439605	-0.133243933588761
SH2B1_A5SS_1074	SH2B1	chr16	+	28872533	28872758	28872533	28872705	28873169	28873269	0.561770114942529	0.351111111111111	2.58376738036218e-10	-0.678052226139476	-0.210659003831418
LINC00998_A5SS_3182	LINC00998	chr7	-	113118439	113118582	113118527	113118582	113118067	113118161	0.410908045977011	0.687185185185185	1.76274955261525e-05	0.741883354044808	0.276277139208174
IFI6_A5SS_2680	IFI6	chr1	-	27669220	27669346	27669232	27669346	27668457	27668535	0.147689655172414	0.258111111111111	3.96321027041252e-08	0.805423470603025	0.110421455938697
GRASP_A5SS_793	GRASP	chr12	+	52011038	52011207	52011038	52011141	52013686	52013780	0.305459770114943	0.123111111111111	1.79807720988775e-07	-1.31102141085022	-0.182348659003831
MIER1_A5SS_1479	MIER1	chr1	+	66984571	66984652	66984571	66984592	66986402	66988619	0.226137931034483	0.453185185185185	5.85486236499836e-07	1.00289769812925	0.227047254150702
ZNF816_A5SS_3426	ZNF816	chr19	-	52962716	52962911	52962726	52962911	52956026	52956104	0.503494252873563	0.358777777777778	7.08747404965532e-07	-0.488884776311521	-0.144716475095785
PHPT1_A5SS_2474	PHPT1	chr9	+	136850012	136850560	136850012	136850137	136850754	136851043	0.158873563218391	0.317740740740741	1.0334187615734e-10	0.999971006174982	0.15886717752235
BANF1_A5SS_3711	BANF1	chr11	+	66002078	66002570	66002078	66002513	66003625	66004146	0.729735632183908	0.914	4.37454714127248e-08	0.324820264600111	0.184264367816092
CUTA_A5SS_588	CUTA	chr6	-	33417868	33418288	33418086	33418288	33417480	33417695	0.314091954022989	0.181259259259259	7.57627136146423e-11	-0.793132292338621	-0.132832694763729
FAM160A2_A5SS_658	FAM160A2	chr11	-	6218557	6218763	6218599	6218763	6217370	6218150	0.240977011494253	0.128814814814815	1.45856190762309e-09	-0.903596998741905	-0.112162196679438
PTGES3_A5SS_1190	PTGES3	chr12	-	56665631	56666266	56666203	56666266	56664775	56664800	0.023264367816092	0.127037037037037	7.71186309525051e-14	2.44905528005112	0.103772669220945
LOC101927027_A5SS_1426	LOC101927027	chr2	+	178426365	178426661	178426365	178426505	178430769	178430889	0.83435632183908	0.643222222222222	2.19517303621894e-07	-0.375346385415937	-0.191134099616858
VEGFA_A5SS_1726	VEGFA	chr6	+	43780731	43780854	43780731	43780803	43781955	43782087	0.0814712643678161	0.216888888888889	7.10095863451831e-06	1.41259294341428	0.135417624521073
SNX17_A5SS_2532	SNX17	chr2	+	27371268	27371468	27371268	27371343	27373246	27373311	0.485091954022988	0.732666666666667	5.90949546006802e-06	0.594898729981432	0.247574712643678
COX7A2_A5SS_2559	COX7A2	chr6	-	75241122	75241265	75241175	75241265	75237674	75237988	0.433252873563218	0.584222222222222	1.32708713023632e-06	0.431307917263904	0.150969348659004
UQCRB_A5SS_2976	UQCRB	chr8	-	96231225	96231515	96231378	96231515	96226675	96231132	0.588275862068966	0.830703703703704	3.29811615086849e-09	0.497841145412345	0.242427841634738
LETMD1_A5SS_3658	LETMD1	chr12	+	51052091	51052246	51052091	51052207	51053777	51053860	0.35732183908046	0.231	3.35521372093962e-07	-0.629331240759931	-0.12632183908046
MRE11A_A5SS_4243	MRE11A	chr11	-	94493683	94493874	94493790	94493874	94492781	94492906	0.456402298850575	0.607407407407407	3.11353222967449e-09	0.41235844410591	0.151005108556833
LINC01353_A5SS_4309	LINC01353	chr1	+	203287988	203288306	203287988	203288250	203288504	203288796	0.814045977011494	0.961555555555556	1.10965030777803e-05	0.240259934537321	0.147509578544061
ZBTB8OS_A5SS_4492	ZBTB8OS	chr1	-	32650401	32650590	32650428	32650590	32634767	32634792	0.313114942528736	0.41462962962963	9.63141319776191e-07	0.405130857124892	0.101514687100894
PLAGL1_A5SS_48	PLAGL1	chr6	-	143965849	143966198	143966157	143966198	143964786	143964818	0.425850574712644	0.324481481481481	5.92568123446408e-06	-0.392211152428608	-0.101369093231162
