AS_ID	Gene_ID	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
NFE2L1_SE_124871	NFE2L1	chr17	+	48057031	48057121	48050606	48051628	48057343	48057502	0.532459770114942	0.871703703703704	1.97688300631722e-08	0.711165312378522	0.339243933588761
RAB3GAP2_SE_12507	RAB3GAP2	chr1	-	220170891	220171120	220167501	220167675	220171888	220172049	0.688770114942529	0.92762962962963	6.12036420352302e-09	0.429526355196661	0.238859514687101
RAB3GAP2_SE_12513	RAB3GAP2	chr1	-	220196249	220196398	220195297	220195377	220202275	220202374	0.801563218390805	0.990259259259259	7.24917999618889e-11	0.304989977275269	0.188696040868455
SAYSD1_SE_126283	SAYSD1	chr6	-	39109313	39113720	39104062	39105776	39114882	39115186	0.810954022988506	0.47737037037037	7.36265192234983e-11	-0.764511099831745	-0.333583652618135
PHC3_SE_126439	PHC3	chr3	-	170149085	170149244	170145422	170145521	170171372	170171450	0.775551724137931	0.917888888888889	1.99159152136351e-10	0.243096522307813	0.142337164750958
OCIAD2_SE_126917	OCIAD2	chr4	-	48892771	48892889	48885379	48885565	48894005	48894053	0.837701149425287	0.975296296296296	3.85770179145252e-12	0.219404925035754	0.137595146871009
GRAMD4_SE_127187	GRAMD4	chr22	+	46676599	46676668	46675467	46675552	46677146	46679791	0.799908045977011	0.924666666666667	2.0725351710408e-09	0.209099218374935	0.124758620689655
SOS1_SE_127805	SOS1	chr2	-	38989269	38989314	38987472	38987591	38995122	38995387	0.937436781609195	0.753111111111111	1.12055473432337e-09	-0.315858671765829	-0.184325670498084
MTIF3_SE_12781	MTIF3	chr13	-	27441016	27441077	27439988	27440449	27445087	27445156	0.411632183908046	0.218185185185185	3.61170547502832e-08	-0.915802639591357	-0.193446998722861
NAPB_SE_128346	NAPB	chr20	-	23397071	23397188	23394921	23394999	23402992	23403072	0.217816091954023	0.513888888888889	2.15062689716438e-11	1.23834591675164	0.296072796934866
NAPB_SE_128350	NAPB	chr20	-	23397071	23397182	23394921	23394999	23402992	23403072	0.107436781609195	0.31562962962963	7.35473002913282e-08	1.55474465128309	0.208192848020434
FAM111A_SE_128421	FAM111A	chr11	+	59145826	59145856	59143082	59143304	59148835	59148953	0.873298850574713	0.746703703703704	5.4969633935713e-12	-0.225939554397183	-0.126595146871009
DOK2_SE_129467	DOK2	chr8	-	21912228	21912510	21911900	21911988	21913538	21913694	0.92164367816092	0.755111111111111	4.30143354575864e-13	-0.287520144047587	-0.166532567049808
DOK2_SE_129468	DOK2	chr8	-	21912228	21912510	21910672	21910857	21913538	21913694	0.942091954022989	0.814814814814815	7.05852328243596e-09	-0.20939567134146	-0.127277139208174
KLF3_SE_129594	KLF3	chr4	+	38689728	38689879	38680586	38680682	38694745	38694906	0.831931034482759	0.967703703703704	8.22866327840563e-09	0.218101447004282	0.135772669220945
STIM2_SE_129813	STIM2	chr4	+	27007982	27008006	27007532	27007700	27008427	27008528	0.288770114942529	0.142740740740741	2.13353672288099e-12	-1.0165242798927	-0.146029374201788
PRKAG2_SE_129964	PRKAG2	chr7	-	151632068	151632138	151595344	151595454	151675419	151675637	0.75267816091954	0.954222222222222	2.05379349832192e-10	0.342292172599779	0.201544061302682
THAP9-AS1_SE_130172	THAP9-AS1	chr4	-	82899712	82899737	82897988	82898062	82900076	82900223	0.619781609195402	0.330185185185185	3.44223912535836e-12	-0.908484555837163	-0.289596424010217
GFM1_SE_131215	GFM1	chr3	+	158690162	158690323	158684523	158684668	158691138	158691192	0.710850574712644	0.937037037037037	5.42438881138689e-09	0.398559744440148	0.226186462324393
RALGAPA2_SE_131851	RALGAPA2	chr20	-	20396694	20396734	20389627	20393253	20412026	20412148	0.875011494252874	0.756148148148148	2.40788916240762e-11	-0.210633046652808	-0.118863346104725
RAB5C_SE_132861	RAB5C	chr17	-	42131606	42131822	42130336	42130590	42154892	42155044	0.244632183908046	0.0332962962962963	9.21416306219958e-11	-2.87718060431244	-0.21133588761175
TRIM33_SE_133230	TRIM33	chr1	-	114397939	114397990	114392776	114397860	114399456	114399609	0.726298850574713	0.616555555555556	1.17891286407408e-10	-0.236332400446885	-0.109743295019157
CD55_SE_133720	CD55	chr1	+	207340390	207340508	207339396	207339417	207359545	207360966	0.0388390804597701	0.16762962962963	8.04924282769692e-15	2.10969622778835	0.12879054916986
CTNNB1_SE_134483	CTNNB1	chr3	+	41239133	41239354	41236587	41236709	41239659	41240448	0.846586206896552	0.681481481481481	3.86032787441725e-12	-0.312982529678868	-0.16510472541507
CTNNB1_SE_134493	CTNNB1	chr3	+	41238015	41238076	41236587	41236709	41239659	41240448	0.910436781609195	0.787222222222222	5.23742207697088e-12	-0.209787897054902	-0.123214559386973
USP53_SE_134519	USP53	chr4	+	119268267	119268420	119267319	119267482	119269690	119269837	0.817505747126437	0.924777777777778	7.4787056601377e-10	0.177877857686004	0.107272030651341
SENP5_SE_134737	SENP5	chr3	+	196923413	196923551	196903532	196903610	196927795	196927879	0.734747126436782	0.950296296296296	4.45681968210294e-10	0.371129595082299	0.215549169859515
FAM65B_SE_134985	FAM65B	chr6	-	24839090	24839272	24832255	24832391	24842861	24843554	0.859931034482759	0.978222222222222	3.03804595729758e-11	0.185941276766009	0.118291187739464
SYNRG_SE_135269	SYNRG	chr17	-	37577379	37577613	37576340	37576418	37584647	37584759	0.590080459770115	0.800666666666667	1.87731033381663e-11	0.440290060231766	0.210586206896552
SYNRG_SE_135310	SYNRG	chr17	-	37520178	37520214	37514796	37519071	37520537	37520648	0.931931034482759	0.790333333333333	1.20880449458015e-09	-0.237761938353594	-0.141597701149425
ITGB2-AS1_SE_135346	ITGB2-AS1	chr21	+	44927624	44927663	44926867	44927004	44927853	44929680	0.492080459770115	0.291259259259259	3.75050690742251e-08	-0.756590314619086	-0.200821200510856
ITGB2-AS1_SE_135358	ITGB2-AS1	chr21	+	44927624	44927667	44926867	44927004	44927853	44929680	0.800862068965517	0.674666666666667	1.50257342734427e-07	-0.247378907056652	-0.126195402298851
AMZ2P1_SE_13538	AMZ2P1	chr17	-	64973241	64973517	64972753	64972927	64974554	64975585	0.740045977011494	0.871481481481482	1.82414082625456e-10	0.235855103991393	0.131435504469987
TTC13_SE_135429	TTC13	chr1	-	230943805	230943898	230940439	230940556	230945388	230945454	0.79451724137931	0.902296296296296	1.25430709308976e-08	0.183522736821283	0.107779054916986
TTC13_SE_135468	TTC13	chr1	-	230939385	230939496	230933778	230933861	230940439	230940556	0.825528735632184	0.941740740740741	1.61249273057294e-07	0.190011509127289	0.116212005108557
SLAMF7_SE_13555	SLAMF7	chr1	+	160751344	160751448	160750303	160750423	160752185	160752248	0.762172413793103	0.920074074074074	6.23877481017164e-13	0.271632623586152	0.157901660280971
HIAT1_SE_137664	HIAT1	chr1	+	100068472	100068586	100067976	100068195	100069613	100069685	0.615609195402299	0.894555555555556	1.55315178117396e-09	0.539156300842224	0.278946360153257
STAM_SE_138015	STAM	chr10	+	17684831	17684927	17660463	17660548	17688026	17688173	0.824057471264368	0.945407407407407	5.18810174273666e-10	0.198191211381669	0.12134993614304
ELMO2_SE_138908	ELMO2	chr20	-	46387337	46387437	46386123	46386275	46389038	46389220	0.738413793103448	0.884037037037037	2.87445533544995e-08	0.259677311222068	0.145623243933589
SCYL3_SE_14007	SCYL3	chr1	-	169870254	169870357	169868927	169869039	169873695	169873752	0.757390804597701	0.926777777777778	3.241797681015e-08	0.291185546042382	0.169386973180077
INSIG1_SE_140304	INSIG1	chr7	+	155303824	155303895	155302746	155302846	155308240	155310235	0.42835632183908	0.204962962962963	2.76539632326153e-11	-1.06344814379286	-0.223393358876117
CYP20A1_SE_14072	CYP20A1	chr2	+	203246754	203246921	203245845	203245895	203251966	203252109	0.71551724137931	0.909962962962963	2.05857229018514e-11	0.346821295262797	0.194445721583653
ADAM17_SE_140796	ADAM17	chr2	-	9518102	9518247	9517900	9517989	9521202	9521316	0.862310344827586	0.968333333333333	4.70926872954108e-09	0.167296570193138	0.106022988505747
ARFIP1_SE_141339	ARFIP1	chr4	+	152870752	152870848	152863605	152863714	152872451	152872564	0.52716091954023	0.695333333333333	4.70411070758356e-10	0.399461330227486	0.168172413793103
HACL1_SE_142339	HACL1	chr3	-	15574976	15575082	15573158	15573242	15579909	15580045	0.827310344827586	0.929148148148148	4.47852118420286e-09	0.167480023681779	0.101837803320562
CSF2RB_SE_142581	CSF2RB	chr22	+	36936548	36936652	36935629	36935687	36937376	36940437	0.610448275862069	0.841444444444444	9.35633351110875e-09	0.462998963336394	0.230996168582375
VPS29_SE_142993	VPS29	chr12	-	110499456	110499546	110496011	110496203	110502048	110502140	0.32864367816092	0.171518518518519	1.72460187408186e-13	-0.938159883652538	-0.157125159642401
MYCBP2_SE_143110	MYCBP2	chr13	-	77233155	77233263	77225434	77225554	77243058	77243160	0.764206896551724	0.926962962962963	2.31504418435901e-14	0.278548419468657	0.162756066411239
FUS_SE_144276	FUS	chr16	+	31186801	31186836	31184938	31185179	31188324	31188357	0.924919540229885	0.815814814814815	3.86966899880562e-10	-0.181086163421529	-0.10910472541507
HIPK3_SE_145175	HIPK3	chr11	+	33348165	33348228	33347851	33348013	33348521	33348818	0.629229885057471	0.314518518518519	1.2788697135527e-13	-1.00044222871955	-0.314711366538953
MR1_SE_145493	MR1	chr1	+	181052234	181052510	181050145	181050286	181053572	181053677	0.199609195402299	0.333074074074074	1.61836032232529e-09	0.73866487854797	0.133464878671775
MARK3_SE_145883	MARK3	chr14	+	103491776	103492034	103480386	103480490	103502881	103503829	0.755172413793103	0.907962962962963	1.5328416457406e-10	0.265827384761253	0.15279054916986
PRMT7_SE_146483	PRMT7	chr16	+	68347210	68347294	68346144	68346280	68348341	68348431	0.802252873563218	0.973296296296296	2.7986252798058e-08	0.278822013097116	0.171043422733078
MS4A6A_SE_147357	MS4A6A	chr11	-	60179830	60179965	60178259	60178316	60181580	60181741	0.827574712643678	0.938	2.05494154841341e-11	0.180698359829979	0.110425287356322
SSX2IP_SE_147416	SSX2IP	chr1	-	84671176	84671308	84670645	84670815	84690370	84690557	0.862988505747126	0.650777777777778	1.19787324956364e-08	-0.407176356202303	-0.212210727969349
ZMAT5_SE_147428	ZMAT5	chr22	-	29754748	29754863	29748417	29748571	29766871	29766980	0.157954022988506	0.305777777777778	5.37489005097069e-12	0.952978881407209	0.147823754789272
RPA2_SE_148935	RPA2	chr1	-	27897632	27897707	27897004	27897121	27906927	27907041	0.740126436781609	0.896740740740741	2.54303023261316e-09	0.276919194467878	0.156614303959132
ZNF83_SE_149199	ZNF83	chr19	-	52616717	52616815	52612364	52614797	52618935	52619062	0.879011494252874	0.730481481481482	3.99236200731039e-08	-0.267034331094942	-0.148530012771392
ZNF83_SE_149211	ZNF83	chr19	-	52616717	52616835	52612364	52614797	52618935	52619062	0.906080459770115	0.757851851851852	2.20396877390288e-09	-0.257723315291027	-0.148228607918263
ZNF83_SE_149218	ZNF83	chr19	-	52616717	52616841	52612364	52614797	52618935	52619062	0.907793103448276	0.760888888888889	1.61783428447547e-09	-0.254677732903587	-0.146904214559387
KANSL3_SE_149272	KANSL3	chr2	-	96606969	96607047	96605319	96605511	96608507	96608664	0.214873563218391	0.0836666666666667	9.43529398559764e-10	-1.36076312950205	-0.131206896551724
C1orf162_SE_150470	C1orf162	chr1	+	111477725	111477775	111476797	111476867	111477982	111478512	0.904287356321839	0.800814814814815	4.44004260928527e-12	-0.17531262836912	-0.103472541507024
PSMA4_SE_151032	PSMA4	chr15	+	78542482	78542645	78542176	78542219	78544189	78544267	0.797011494252874	0.90462962962963	5.6703752507709e-08	0.182726719338174	0.107618135376756
DNAJC13_SE_151228	DNAJC13	chr3	+	132488297	132488452	132484587	132484672	132488975	132489021	0.766528735632184	0.945185185185185	1.18257186126429e-08	0.302257140058983	0.178656449553001
DNAJC13_SE_151245	DNAJC13	chr3	+	132495087	132495166	132494143	132494259	132496527	132496663	0.843195402298851	0.962888888888889	7.18802326661918e-09	0.191502329657896	0.119693486590038
POMGNT1_SE_151753	POMGNT1	chr1	-	46196730	46196849	46196011	46196077	46196969	46197084	0.670540229885057	0.884111111111111	6.95268323911552e-08	0.398903801451755	0.213570881226054
DDX59_SE_152103	DDX59	chr1	-	200650424	200650676	200649073	200649226	200659026	200659116	0.762252873563218	0.900407407407407	3.0923755543213e-11	0.240308241542188	0.138154533844189
RAD17_SE_152327	RAD17	chr5	+	69371034	69371171	69369730	69369933	69373829	69374087	0.813689655172414	0.956592592592593	6.16913628605503e-10	0.233425970669639	0.142902937420179
RAD17_SE_152330	RAD17	chr5	+	69372033	69372217	69370704	69371171	69373829	69374087	0.845919540229885	0.952925925925926	2.10191913029503e-09	0.171843625346487	0.107006385696041
SP140_SE_152423	SP140	chr2	+	230292645	230292788	230290459	230290564	230294270	230294318	0.780942528735632	0.891037037037037	2.37559510815376e-08	0.190269019167412	0.110094508301405
FNDC3A_SE_15281	FNDC3A	chr13	+	49191014	49191120	49188514	49188633	49191208	49191384	0.774689655172414	0.929925925925926	7.15127506725366e-08	0.263497326888798	0.155236270753512
COPB2_SE_152993	COPB2	chr3	-	139373665	139373808	139373212	139373412	139374488	139374588	0.805586206896552	0.94437037037037	7.62850364603636e-12	0.229313795716759	0.138784163473819
RWDD3_SE_153811	RWDD3	chr1	+	95239776	95239909	95234154	95234315	95246755	95247225	0.110885057471264	0.35862962962963	7.21954831060912e-09	1.69342972172664	0.247744572158365
FAM118B_SE_15404	FAM118B	chr11	+	126240791	126241044	126234994	126235087	126250505	126250733	0.764632183908046	0.946592592592593	7.36509527014762e-09	0.307977707040873	0.181960408684547
CLASP1_SE_155310	CLASP1	chr2	-	121409023	121409047	121407470	121407715	121410865	121410969	0.426862068965517	0.281888888888889	9.04794479008821e-10	-0.598643357312752	-0.144973180076628
BTF3L4_SE_155572	BTF3L4	chr1	+	52083339	52083541	52064824	52064938	52086111	52086171	0.722758620689655	0.849111111111111	2.1254714214933e-10	0.232439439617958	0.126352490421456
CPEB4_SE_155717	CPEB4	chr5	+	173943025	173943049	173932449	173932500	173944966	173945140	0.238494252873563	0.0644444444444444	2.9073426062636e-09	-1.8878266024404	-0.174049808429119
CPEB4_SE_155718	CPEB4	chr5	+	173943025	173943049	173910522	173910604	173944966	173945140	0.17567816091954	0.0512962962962963	3.73406495013644e-09	-1.7760082877357	-0.124381864623244
EAF1_SE_156811	EAF1	chr3	+	15432086	15432223	15429912	15430007	15434347	15434538	0.84948275862069	0.637851851851852	1.48799185288564e-14	-0.413363285281413	-0.211630906768838
TMED5_SE_15757	TMED5	chr1	-	93158814	93158885	93156299	93156483	93160128	93160226	0.143597701149425	0.043037037037037	2.49925764449394e-14	-1.73838199182505	-0.100560664112388
TDRD7_SE_157587	TDRD7	chr9	+	97460177	97460764	97441657	97441875	97464841	97465028	0.780149425287356	0.933851851851852	1.05260266625722e-10	0.25944322016012	0.153702426564496
RTN4_SE_158157	RTN4	chr2	-	55025085	55027485	54987490	54987698	55049744	55050598	0.127	0.0167777777777778	6.00153763554714e-11	-2.9202049488894	-0.110222222222222
CNNM3_SE_158255	CNNM3	chr2	+	96828566	96828700	96828098	96828195	96828995	96829134	0.753390804597701	0.938148148148148	1.04951294283484e-10	0.31641733987418	0.184757343550447
MDM4_SE_159684	MDM4	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	0.593885057471264	0.450851851851852	1.80326504799874e-13	-0.397530286525093	-0.143033205619413
TBCE_SE_159877	TBCE	chr1	+	235401502	235401587	235380018	235380149	235414432	235414618	0.629390804597701	0.799259259259259	6.79254680687494e-11	0.344707451427485	0.169868454661558
STAMBPL1_SE_159934	STAMBPL1	chr10	+	88913100	88913458	88910915	88911011	88914533	88914658	0.471574712643678	0.750777777777778	2.54246703349162e-09	0.670899590131968	0.2792030651341
DPP4_SE_15993	DPP4	chr2	-	162008561	162008661	162005744	162005809	162009240	162009295	0.727620689655172	0.908481481481481	3.18101897687443e-09	0.320270540680606	0.180860791826309
FLAD1_SE_160525	FLAD1	chr1	+	154983841	154984066	154983293	154983397	154988104	154988849	0.782344827586207	0.940851851851852	1.9087464615793e-13	0.266162939261526	0.158507024265645
TEX10_SE_161058	TEX10	chr9	-	100308499	100308681	100303631	100303842	100310298	100310379	0.84248275862069	0.982333333333333	1.8880715764725e-07	0.221565492733565	0.139850574712644
GOLT1B_SE_161662	GOLT1B	chr12	+	21508382	21508561	21506884	21506976	21512294	21512376	0.518310344827586	0.810555555555556	6.29373134597145e-09	0.645094883185843	0.292245210727969
KLF6_SE_161808	KLF6	chr10	-	3780105	3780229	3775995	3779590	3781640	3782214	0.826459770114943	0.676888888888889	2.52505030623292e-10	-0.28802555936137	-0.149570881226054
PHF1_SE_161822	PHF1	chr6	+	33414954	33415144	33414724	33414829	33415234	33415329	0.7	0.93237037037037	3.55337102681497e-08	0.413548235992466	0.23237037037037
PHF1_SE_161824	PHF1	chr6	+	33414965	33415144	33414724	33414829	33415234	33415329	0.708816091954023	0.931037037037037	4.80903727290392e-08	0.39342720276463	0.222220945083014
PRKAG1_SE_162127	PRKAG1	chr12	-	49003756	49003922	49003557	49003595	49004506	49004633	0.756505747126437	0.947185185185185	1.7937231481082e-11	0.324295473568852	0.190679438058748
GFM2_SE_164099	GFM2	chr5	-	74738501	74738642	74738317	74738417	74739988	74740137	0.542379310344828	0.846481481481482	6.33343423382227e-10	0.64217636021799	0.304102171136654
STRAP_SE_164587	STRAP	chr12	+	15883540	15883676	15882353	15882819	15889927	15890009	0.806	0.917481481481481	3.67860823385565e-08	0.186899200026091	0.111481481481481
SOAT1_SE_165022	SOAT1	chr1	+	179344946	179345076	179343589	179343635	179347599	179347697	0.709505747126437	0.947814814814815	2.21416579986182e-10	0.417790840757418	0.238309067688378
CASP4_SE_165254	CASP4	chr11	-	104950924	104951098	104949542	104949777	104954746	104955001	0.849505747126437	0.949888888888889	2.58083121160721e-11	0.161135059664925	0.100383141762452
ADIPOR1_SE_166304	ADIPOR1	chr1	-	202954240	202954307	202950929	202951164	202958184	202958396	0.476885057471264	0.080037037037037	1.20523604964789e-11	-2.57490191368045	-0.396848020434227
ZNF160_SE_16677	ZNF160	chr19	-	53091412	53091529	53086261	53086321	53091636	53091720	0.484252873563218	0.333925925925926	1.55909394733454e-07	-0.536232501592136	-0.150326947637292
ZNF160_SE_16687	ZNF160	chr19	-	53091412	53091497	53086261	53086321	53091636	53091720	0.435540229885057	0.281592592592593	4.20078076521423e-08	-0.6291965997242	-0.153947637292465
HSPH1_SE_167657	HSPH1	chr13	-	31151608	31151742	31150946	31151191	31154632	31154755	0.822666666666667	0.932703703703704	8.81039077912763e-08	0.181110857602989	0.110037037037037
RNF34_SE_168037	RNF34	chr12	+	121402741	121402807	121400117	121400218	121416158	121416377	0.679011494252874	0.263666666666667	1.47931374809345e-11	-1.36472080252736	-0.415344827586207
TAX1BP1_SE_169275	TAX1BP1	chr7	+	27816889	27817038	27799964	27800090	27827737	27827820	0.75948275862069	0.879037037037037	8.4676162328564e-09	0.210906738861367	0.119554278416347
