AS_ID	Gene_ID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
RSRC2_MXE_103864	RSRC2	chr12	-	122517226	122517430	122518838	122519029	122515104	122515227	122521384	122521428	0.120758620689655	0.232210526315789	1.26582228777517e-09	0.943307188841811	0.111451905626134
DENND4B_MXE_104376	DENND4B	chr1	-	153934134	153934302	153934759	153934964	153933482	153933871	153936059	153936188	0.836126436781609	0.70521052631579	7.65917714962493e-08	-0.245667110062716	-0.13091591046582
PROK2_MXE_104722	PROK2	chr3	-	71774444	71774507	71781466	71781592	71771654	71772828	71784956	71785206	0.318586206896552	0.623789473684211	2.72766005775575e-09	0.969375400618303	0.305203266787659
TYROBP_MXE_106688	TYROBP	chr19	-	35907217	35907264	35907729	35907762	35904400	35904634	35908167	35908309	0.160597701149425	0.357368421052632	2.82507982298303e-08	1.15396091414237	0.196770719903206
TYROBP_MXE_106691	TYROBP	chr19	-	35907217	35907261	35907729	35907762	35904400	35904634	35908167	35908309	0.159563218390805	0.355789473684211	2.82485372810824e-08	1.15689569995484	0.196226255293406
PTPRC_MXE_106912	PTPRC	chr1	+	198729136	198729171	198735126	198735252	198728339	198728448	198741868	198742026	0.361022988505747	0.470368421052632	9.56289483659981e-10	0.38170050064188	0.109345432546885
ARHGAP4_MXE_107407	ARHGAP4	chrX	-	153913023	153913051	153913217	153913302	153912699	153912802	153913408	153913600	0.224310344827586	0.444947368421053	2.46217242717097e-07	0.988138537109622	0.220637023593466
ATP6V0A2_MXE_107929	ATP6V0A2	chr12	+	123752282	123752402	123754419	123754537	123748574	123748785	123756814	123756986	0.66264367816092	0.368789473684211	1.26287715742399e-07	-0.845435824127756	-0.293854204476709
ATP6V0A2_MXE_107931	ATP6V0A2	chr12	+	123752282	123752402	123754419	123754537	123751109	123751229	123756814	123756986	0.878080459770115	0.749	1.67461299989901e-08	-0.229387423346465	-0.129080459770115
ITGAM_MXE_108048	ITGAM	chr16	+	31265810	31265881	31266029	31266147	31265394	31265498	31270953	31271084	0.0953448275862069	0.216263157894737	5.8108300714991e-08	1.18156133172957	0.12091833030853
PRKCSH_MXE_108114	PRKCSH	chr19	+	11448913	11448988	11449075	11449175	11448539	11448629	11449265	11449428	0.906689655172414	0.787842105263158	1.35016126852522e-07	-0.202702302572706	-0.118847549909256
NDRG1_MXE_108486	NDRG1	chr8	-	133264546	133264652	133284248	133284329	133262046	133262167	133297133	133297304	0.290563218390805	0.556368421052632	1.27356383761027e-09	0.937188448513432	0.265805202661827
NDRG1_MXE_108493	NDRG1	chr8	-	133280231	133280267	133284248	133284329	133264546	133264652	133297133	133297304	0.408172413793103	0.679105263157895	4.41100889940606e-08	0.734456531882205	0.270932849364791
DNAJA1_MXE_108910	DNAJA1	chr9	+	33026474	33026616	33030439	33030667	33025210	33025383	33034215	33034330	0.274873563218391	0.429052631578947	3.6566044645606e-08	0.64238647490635	0.154179068360557
TFE3_MXE_109210	TFE3	chrX	-	49031396	49031544	49033464	49033540	49028725	49030601	49033725	49033782	0.863873563218391	0.702421052631579	3.40699111211057e-08	-0.298484089286246	-0.161452510586812
WDR11_MXE_109315	WDR11	chr10	+	120852523	120852635	120860108	120860282	120851174	120851506	120862734	120862921	0.120908045977011	0.287315789473684	1.16748567607906e-08	1.24872702480216	0.166407743496673
WDR11_MXE_109316	WDR11	chr10	+	120852523	120852635	120858642	120858796	120851174	120851506	120860108	120860282	0.157103448275862	0.322052631578947	5.95905353628192e-08	1.03558163381063	0.164949183303085
ECE1_MXE_10966	ECE1	chr1	-	21225249	21225440	21233557	21233661	21221746	21221842	21235849	21235927	0.772655172413793	0.632210526315789	2.57142328327234e-07	-0.289419642362049	-0.140444646098004
ECE1_MXE_10967	ECE1	chr1	-	21225249	21225440	21227930	21228041	21221746	21221842	21233557	21233661	0.791908045977011	0.66278947368421	3.72784334996728e-07	-0.256782228453005	-0.129118572292801
PTPRE_MXE_109751	PTPRE	chr10	+	128066074	128066194	128068122	128068286	128063082	128063180	128069691	128069827	0.871712643678161	0.742157894736842	1.1126195114229e-08	-0.232126481034824	-0.129554748941319
ABHD16A_MXE_109944	ABHD16A	chr6	-	31693358	31693432	31696947	31697033	31693026	31693149	31700941	31701028	0.922390804597701	0.821368421052632	1.07678752195138e-07	-0.16734864925046	-0.10102238354507
PTPN2_MXE_109984	PTPN2	chr18	-	12801969	12802151	12859163	12859254	12792301	12794485	12884072	12884335	0.237195402298851	0.344947368421053	9.62401917046624e-08	0.540300208795229	0.107751966122202
INTS6_MXE_110190	INTS6	chr13	-	51430293	51430383	51451024	51451174	51423029	51423090	51451977	51452055	0.769873563218391	0.885789473684211	1.8879529790383e-07	0.20234232238058	0.11591591046582
SEC24C_MXE_110248	SEC24C	chr10	+	73746804	73747004	73759621	73759794	73746629	73746716	73760017	73760386	0.747206896551724	0.501684210526316	1.65238148126241e-07	-0.574728237888054	-0.245522686025408
FBXL4_MXE_110349	FBXL4	chr6	-	98917373	98917719	98926476	98927060	98905425	98905670	98927704	98927822	0.724954022988506	0.563526315789474	1.15329505195963e-07	-0.36340651790701	-0.161427707199032
FBXL4_MXE_110352	FBXL4	chr6	-	98917373	98917719	98926476	98927060	98905425	98905670	98947805	98948006	0.544459770114943	0.271631578947368	1.67738142098613e-08	-1.00317424073343	-0.272828191167574
TBC1D9B_MXE_110913	TBC1D9B	chr5	-	179865837	179865888	179870254	179870495	179865253	179865360	179871461	179871530	0.410080459770115	0.526263157894737	3.56923257489625e-07	0.359877398362936	0.116182698124622
TMEM43_MXE_111105	TMEM43	chr3	+	14129411	14129561	14130821	14130956	14124939	14125205	14131579	14131674	0.121459770114943	0.241947368421053	3.10418326376035e-08	0.994214703862223	0.12048759830611
RAB27A_MXE_111211	RAB27A	chr15	-	55230400	55230486	55270164	55270284	55228608	55228712	55289715	55289815	0.224862068965517	0.356315789473684	2.88780426640412e-08	0.664116095749366	0.131453720508167
HK2_MXE_111670	HK2	chr2	+	74887902	74888058	74889244	74889478	74886489	74886673	74890796	74893354	0.812114942528736	0.695473684210526	3.92052324929735e-08	-0.223688007261947	-0.116641258318209
STX4_MXE_114593	STX4	chr16	+	31034225	31034325	31034461	31034536	31034012	31034114	31034969	31035040	0.17135632183908	0.295631578947368	8.99129402802125e-08	0.786800966254903	0.124275257108288
TECPR2_MXE_114656	TECPR2	chr14	+	102424978	102425291	102434234	102435211	102414635	102414793	102438021	102438205	0.785252873563218	0.681210526315789	1.23414662781935e-07	-0.205056589057907	-0.104042347247429
CIITA_MXE_114758	CIITA	chr16	+	10918439	10918526	10922166	10922250	10916366	10916459	10922406	10922490	0.875149425287356	0.707105263157895	1.14055041202637e-08	-0.307604369795407	-0.168044162129462
TMEM63A_MXE_11486	TMEM63A	chr1	-	225847033	225847213	225848491	225848554	225845531	225846932	225848896	225849012	0.745919540229885	0.537684210526316	5.55382766082167e-10	-0.472260913846466	-0.208235329703569
FLNA_MXE_11509	FLNA	chrX	-	154359989	154360587	154361669	154361787	154359731	154359905	154361978	154362148	0.867103448275862	0.747210526315789	1.44472851723682e-07	-0.214689342816492	-0.119892921960073
FLNA_MXE_11510	FLNA	chrX	-	154359989	154360587	154361307	154361570	154359731	154359905	154361669	154361787	0.867241379310345	0.744894736842105	5.95086590041391e-08	-0.219397025969524	-0.12234664246824
CCDC130_MXE_115153	CCDC130	chr19	+	13758867	13759010	13762298	13762437	13757785	13757846	13762589	13763292	0.862275862068966	0.730315789473684	4.20846413983216e-08	-0.239629072733286	-0.131960072595281
USP10_MXE_115198	USP10	chr16	+	84733434	84733503	84762988	84763088	84699948	84700111	84764085	84764263	0.191942528735632	0.390842105263158	7.90864568360022e-09	1.02591149152231	0.198899576527526
IFRD1_MXE_115831	IFRD1	chr7	+	112462269	112462378	112467980	112468115	112462000	112462179	112472218	112472347	0.136091954022989	0.269842105263158	9.61262419564771e-08	0.987533704286126	0.133750151240169
IFRD1_MXE_115832	IFRD1	chr7	+	112462269	112462378	112472218	112472347	112462000	112462179	112472765	112472861	0.188126436781609	0.311526315789474	6.99534227595437e-08	0.727651437989749	0.123399879007864
DGUOK_MXE_116415	DGUOK	chr2	+	73946718	73946906	73958145	73958245	73926825	73927052	73958709	73958961	0.198758620689655	0.350789473684211	1.38169724870566e-07	0.819588021485575	0.152030852994555
RNF145_MXE_116630	RNF145	chr5	-	159176631	159176867	159181959	159182051	159173982	159174158	159194715	159194824	0.683068965517241	0.515263157894737	2.57266985637597e-07	-0.406721805158826	-0.167805807622505
BAG6_MXE_116694	BAG6	chr6	-	31648676	31648751	31651655	31651776	31647590	31647826	31652246	31652393	0.812471264367816	0.555631578947368	2.8669780457185e-09	-0.548188192176356	-0.256839685420448
ATXN2L_MXE_116767	ATXN2L	chr16	+	28829400	28829492	28829857	28830058	28826239	28826390	28830614	28830790	0.609655172413793	0.209157894736842	4.61216171914987e-09	-1.54340101534514	-0.400497277676951
WAS_MXE_116923	WAS	chrX	+	48688659	48689066	48689319	48689434	48688299	48688453	48691106	48691426	0.101367816091954	0.225473684210526	1.19604730651878e-08	1.15335938685026	0.124105868118572
UBXN11_MXE_11757	UBXN11	chr1	-	26301693	26301722	26306591	26306704	26297961	26298062	26318046	26318265	0.293241379310345	0.506105263157895	5.09029689526538e-09	0.787348780864067	0.21286388384755
SUPT6H_MXE_117673	SUPT6H	chr17	+	28700172	28700250	28700345	28700512	28699780	28699893	28700940	28701128	0.814275862068966	0.656578947368421	4.83956679162765e-08	-0.310549144632474	-0.157696914700544
SF1_MXE_118432	SF1	chr11	-	64766899	64767079	64767191	64767251	64764603	64765518	64767570	64767844	0.804931034482759	0.633684210526316	4.72459346516805e-09	-0.345101111727752	-0.171246823956443
SF1_MXE_118433	SF1	chr11	-	64766899	64767079	64767191	64767251	64764603	64765518	64767566	64767844	0.553793103448276	0.251894736842105	3.25629933822552e-08	-1.13652610918219	-0.301898366606171
BIN1_MXE_11850	BIN1	chr2	-	127069994	127070090	127070552	127070647	127068923	127069031	127070761	127070816	0.787540229885057	0.657684210526316	5.42998573578833e-08	-0.259958587589872	-0.129856019358742
UBN1_MXE_118535	UBN1	chr16	+	4860663	4861102	4876870	4877111	4858567	4858663	4880082	4882401	0.250229885057471	0.0311578947368421	1.66509721715157e-07	-3.00558443904148	-0.219071990320629
WWP2_MXE_118731	WWP2	chr16	+	69842023	69842120	69888038	69888249	69840125	69840263	69908760	69910405	0.837034482758621	0.698	2.93306229844416e-07	-0.262060021322919	-0.139034482758621
WWP2_MXE_118745	WWP2	chr16	+	69840125	69840263	69888038	69888249	69799173	69799295	69908760	69908850	0.869724137931035	0.751157894736842	1.61570116513474e-07	-0.211441677880879	-0.118566243194192
WWP2_MXE_118749	WWP2	chr16	+	69871803	69871931	69888038	69888249	69842023	69842120	69908760	69910405	0.698126436781609	0.563263157894737	1.0296720656631e-07	-0.309679234359643	-0.134863278886872
TOMM22_MXE_118754	TOMM22	chr22	+	38682322	38682441	38682878	38682996	38681948	38682095	38683766	38684761	0.489712643678161	0.591894736842105	2.15553817429646e-07	0.273405183477976	0.102182093163944
ZMIZ1_MXE_119273	ZMIZ1	chr10	+	79298405	79298580	79300731	79300942	79297612	79297690	79302106	79302212	0.945229885057471	0.818052631578947	9.32154609509866e-09	-0.208471577548069	-0.127177253478524
ZMIZ1_MXE_119277	ZMIZ1	chr10	+	79299049	79299191	79300731	79300942	79298405	79298580	79302106	79302212	0.824275862068966	0.66778947368421	3.33563388131056e-07	-0.303733895401272	-0.156486388384755
FIP1L1_MXE_119802	FIP1L1	chr4	+	53399729	53399839	53452919	53453133	53391008	53391139	53458652	53458790	0.181701149425287	0.306842105263158	4.60793495229744e-08	0.755928918908324	0.125140955837871
CREBBP_MXE_120055	CREBBP	chr16	-	3770569	3770986	3774568	3774693	3769173	3769353	3777612	3777657	0.749022988505747	0.605894736842105	7.32493681690252e-08	-0.30594282405962	-0.143128251663642
ZFAND2B_MXE_120464	ZFAND2B	chr2	+	219208571	219208639	219208976	219209049	219208425	219208486	219209261	219209651	0.938091954022989	0.833789473684211	2.06038258146133e-07	-0.170046187385269	-0.104302480338778
ANPEP_MXE_120591	ANPEP	chr15	-	89803238	89803304	89803441	89803507	89801434	89801607	89803646	89803790	0.25335632183908	0.360789473684211	2.10944063721373e-07	0.509989419487366	0.10743315184513
DENND4A_MXE_121030	DENND4A	chr15	-	65752378	65752628	65761359	65761438	65741714	65741784	65792009	65792293	0.0761264367816092	0.187526315789474	1.80257659087964e-07	1.30062360764524	0.111399879007864
YRDC_MXE_121039	YRDC	chr1	-	37804301	37804444	37806856	37806976	37802941	37803997	37807100	37807215	0.386632183908046	0.505894736842105	3.83306870808773e-08	0.387875495021589	0.119262552934059
YRDC_MXE_121040	YRDC	chr1	-	37806856	37806976	37807100	37807215	37802941	37803997	37807791	37808193	0.836735632183908	0.537947368421053	1.4574486705612e-09	-0.637306843614686	-0.298788263762855
EWSR1_MXE_122546	EWSR1	chr22	+	29298732	29298895	29299598	29299851	29297826	29297949	29300121	29300525	0.269724137931035	0.396526315789474	6.52896412824807e-08	0.555931978898434	0.126802177858439
NDE1_MXE_123176	NDE1	chr16	+	15677800	15677949	15691143	15691323	15667285	15667439	15694164	15694256	0.883344827586207	0.77	3.24469241891823e-08	-0.198118280782123	-0.113344827586207
SPI1_MXE_123486	SPI1	chr11	-	47358843	47359006	47375632	47375732	47354857	47355546	47378308	47378576	0.805770114942529	0.634947368421053	1.03477146022554e-08	-0.343731288581177	-0.170822746521476
SPI1_MXE_123489	SPI1	chr11	-	47359852	47360040	47375632	47375729	47358843	47359006	47378308	47378576	0.810758620689655	0.664578947368421	2.40807106955149e-07	-0.286831866905135	-0.146179673321234
SPI1_MXE_123490	SPI1	chr11	-	47359852	47360040	47375632	47375732	47358843	47359006	47378308	47378576	0.761298850574713	0.529	6.35430986897995e-09	-0.525195177652658	-0.232298850574713
STXBP2_MXE_125284	STXBP2	chr19	+	7640899	7641003	7642033	7642118	7640730	7640809	7642202	7642333	0.82816091954023	0.721105263157895	2.1240567693578e-08	-0.199701252444819	-0.107055656382335
TNRC6B_MXE_126844	TNRC6B	chr22	+	40125771	40125862	40156114	40156182	40117054	40117128	40246014	40246102	0.473701149425287	0.761578947368421	8.30049679511434e-11	0.685016425609843	0.287877797943134
TNRC6B_MXE_126856	TNRC6B	chr22	+	40251178	40251200	40261831	40262173	40246014	40246102	40264687	40267036	0.181885057471264	0.0281052631578947	8.85204732750411e-11	-2.69411479666641	-0.15377979431337
TNRC6B_MXE_126895	TNRC6B	chr22	+	40261831	40262173	40264687	40267036	40251178	40251200	40273424	40273600	0.479988505747126	0.237157894736842	5.26719615892815e-10	-1.01715196310799	-0.242830611010284
BLOC1S6_MXE_12693	BLOC1S6	chr15	+	45592134	45592276	45605427	45605514	45587122	45587525	45606394	45609716	0.168528735632184	0.326526315789474	3.96752950133469e-09	0.954204663238677	0.15799758015729
BLOC1S6_MXE_12694	BLOC1S6	chr15	+	45592134	45592276	45603099	45603187	45587122	45587525	45605427	45605514	0.23264367816092	0.401210526315789	5.48444500818502e-09	0.786237473597981	0.16856684815487
BLOC1S6_MXE_12695	BLOC1S6	chr15	+	45592134	45592276	45603103	45603187	45587122	45587525	45605427	45605514	0.250310344827586	0.456631578947368	3.01321974215364e-09	0.867312718485431	0.206321234119782
VPS4B_MXE_127085	VPS4B	chr18	-	63410289	63410446	63411466	63411578	63407431	63407499	63422232	63422519	0.333149425287356	0.450736842105263	6.66045818308841e-09	0.436115972337365	0.117587416817907
PHKG2_MXE_127782	PHKG2	chr16	+	30756366	30756520	30756589	30756715	30753393	30753557	30756803	30761176	0.571367816091954	0.271842105263158	8.79428359055977e-08	-1.07165084415074	-0.299525710828796
PHKG2_MXE_127791	PHKG2	chr16	+	30751105	30751281	30751548	30751603	30748802	30748915	30753231	30753297	0.31648275862069	0.433052631578947	1.44420811829619e-07	0.452415468796648	0.116569872958258
TSTA3_MXE_127849	TSTA3	chr8	-	143614319	143614453	143614623	143614697	143614163	143614228	143614786	143614915	0.841551724137931	0.707578947368421	2.39293190826182e-08	-0.250160822289058	-0.13397277676951
ARNTL_MXE_128885	ARNTL	chr11	+	13375611	13375762	13381160	13381254	13374094	13374201	13385688	13385791	0.348172413793103	0.449631578947368	4.37473689504891e-09	0.368941463140259	0.101459165154265
BPTF_MXE_128996	BPTF	chr17	+	67940438	67940656	67944149	67944372	67931910	67932019	67945408	67945896	0.761114942528736	0.658368421052632	4.20222472007467e-08	-0.20921920611621	-0.102746521476104
GABARAPL2_MXE_12900	GABARAPL2	chr16	+	75566851	75566907	75568036	75568209	75566350	75566520	75577278	75577881	0.0652873563218391	0.182473684210526	1.7560736417869e-08	1.48281288921593	0.117186327888687
CACUL1_MXE_129225	CACUL1	chr10	-	118686597	118686641	118691264	118691403	118680981	118686168	118695140	118695230	0.413827586206897	0.563578947368421	6.00417948296976e-10	0.44558790036386	0.149751361161524
ZNF101_MXE_129354	ZNF101	chr19	+	19677863	19677986	19678725	19678786	19668152	19668207	19679180	19683506	0.087264367816092	0.217684210526316	4.01274347862582e-08	1.31877217569897	0.130419842710224
MICAL1_MXE_1293	MICAL1	chr6	-	109448202	109448393	109449399	109449481	109447874	109447963	109449656	109449783	0.750022988505747	0.614	1.26186746546247e-07	-0.28869615987302	-0.136022988505747
ARF5_MXE_129480	ARF5	chr7	+	127590065	127590137	127590962	127591088	127589484	127589594	127591212	127591705	0.883632183908046	0.753578947368421	1.88648425166396e-07	-0.229687304767524	-0.130053236539625
HNRNPA3_MXE_129817	HNRNPA3	chr2	+	177215538	177215661	177215749	177215896	177212693	177212871	177215977	177216188	0.0890574712643678	0.239473684210526	1.76976870695522e-09	1.42705857377531	0.150416212946158
SIPA1_MXE_129857	SIPA1	chr11	+	65649756	65649865	65650137	65650192	65649560	65649672	65650400	65650479	0.278183908045977	0.470894736842105	2.76058509172825e-08	0.759365630330543	0.192710828796128
MKNK1_MXE_129928	MKNK1	chr1	-	46562648	46562843	46565040	46565136	46561477	46561642	46568442	46568498	0.77735632183908	0.663473684210526	3.40699111211057e-08	-0.228536803510935	-0.113882637628554
NAPSB_MXE_130497	NAPSB	chr19	-	50335058	50335181	50337324	50337448	50334828	50334973	50337533	50337675	0.711781609195402	0.6	3.96752950133469e-09	-0.246472156676479	-0.111781609195402
SECISBP2L_MXE_131325	SECISBP2L	chr15	-	49009215	49009378	49011730	49011863	49000876	49001097	49012647	49012817	0.563919540229885	0.386105263157895	5.20091269877207e-11	-0.546495113892743	-0.17781427707199
EPSTI1_MXE_131392	EPSTI1	chr13	-	42926335	42926429	42953947	42954021	42917540	42917624	42963254	42963338	0.424505747126437	0.536473684210526	1.91228153039584e-09	0.337723318119726	0.11196793708409
EPSTI1_MXE_131401	EPSTI1	chr13	-	42895008	42895108	42900309	42900383	42889210	42889242	42917540	42917624	0.951609195402299	0.847894736842105	5.47006931987817e-09	-0.16648404222097	-0.103714458560194
STX7_MXE_131532	STX7	chr6	-	132469950	132470047	132470573	132470626	132468402	132468475	132471462	132471600	0.65132183908046	0.545684210526316	7.98619346206358e-10	-0.255304301957765	-0.105637628554144
MICAL1_MXE_1316	MICAL1	chr6	-	109447680	109447722	109447874	109447963	109447356	109447440	109448202	109448393	0.374471264367816	0.485894736842105	8.79166408671183e-08	0.375788789933084	0.111423472474289
FAU_MXE_131775	FAU	chr11	-	65120980	65121036	65121499	65121644	65120626	65120806	65121738	65121821	0.64967816091954	0.827315789473684	6.83967395617282e-09	0.348712907040235	0.177637628554144
DOK3_MXE_13201	DOK3	chr5	-	177508236	177508542	177509474	177509657	177505010	177505110	177510259	177510426	0.40432183908046	0.236263157894737	1.26269352519291e-07	-0.775109453891959	-0.168058681185723
GALNT10_MXE_132602	GALNT10	chr5	+	154409540	154409762	154412888	154413005	154386312	154386430	154415782	154415932	0.257505747126437	0.0707894736842105	1.2267313436322e-08	-1.86299787713148	-0.186716273442226
POLG_MXE_132819	POLG	chr15	-	89321961	89322015	89323403	89323511	89321735	89321853	89323814	89323901	0.929528735632184	0.828947368421053	1.93276046431975e-08	-0.165218960645647	-0.100581367211131
RPGR_MXE_133764	RPGR	chrX	-	38318828	38318987	38323398	38323524	38317315	38317465	38327339	38327535	0.252045977011494	0.410631578947368	6.68367538494664e-08	0.70415765260393	0.158585601935874
GPBP1L1_MXE_13382	GPBP1L1	chr1	-	45660183	45661225	45685575	45685620	45659027	45659142	45686411	45686630	0.121287356321839	0.256578947368421	2.82553206028201e-08	1.08097363667793	0.135291591046582
ILK_MXE_13403	ILK	chr11	+	6608045	6608211	6608393	6608489	6604225	6604360	6608693	6608790	0.195367816091954	0.330368421052632	1.28511103936802e-08	0.75788296578506	0.135000604960678
ILK_MXE_13404	ILK	chr11	+	6608045	6608211	6608693	6608790	6604225	6604360	6608883	6608967	0.189609195402299	0.318	1.03415625078818e-08	0.745997833764975	0.128390804597701
SLC25A25_MXE_134062	SLC25A25	chr9	+	128102369	128102481	128103680	128103839	128101308	128101396	128105728	128105881	0.622206896551724	0.427894736842105	5.06793547324578e-08	-0.540138452072976	-0.194312159709619
SORL1_MXE_134074	SORL1	chr11	+	121590039	121590174	121591000	121591156	121589258	121589390	121595622	121595772	0.633114942528736	0.505	5.12934284458111e-10	-0.326184058017097	-0.128114942528736
SORL1_MXE_134091	SORL1	chr11	+	121532463	121532552	121595622	121595772	121522915	121522989	121604192	121604324	0.797390804597701	0.659894736842105	1.61477713627091e-07	-0.273051057250781	-0.137496067755596
SORL1_MXE_134196	SORL1	chr11	+	121570156	121570270	121595622	121595772	121566939	121567113	121604192	121604324	0.787057471264368	0.620052631578947	2.12647966353084e-08	-0.344078305602698	-0.16700483968542
SORL1_MXE_134204	SORL1	chr11	+	121591000	121591156	121595622	121595772	121590039	121590174	121604192	121604324	0.688931034482759	0.539631578947368	3.49271348572377e-08	-0.35238479252344	-0.14929945553539
SORL1_MXE_134229	SORL1	chr11	+	121566939	121567113	121595622	121595772	121559518	121559657	121604192	121604324	0.742390804597701	0.589052631578947	9.20351109945204e-08	-0.333782297117838	-0.153338173018754
PPM1F_MXE_134319	PPM1F	chr22	-	21939531	21939680	21945842	21946108	21934023	21934226	21952791	21952878	0.330413793103448	0.533	3.20209806581994e-07	0.689861619754359	0.202586206896552
ISG20_MXE_134793	ISG20	chr15	+	88636166	88636292	88650234	88652310	88635636	88635700	88655414	88656344	0.407793103448276	0.171157894736842	8.79428359055977e-08	-1.25250953800563	-0.236635208711434
ISG20_MXE_134794	ISG20	chr15	+	88636166	88636292	88652109	88652310	88635636	88635700	88655414	88656344	0.38216091954023	0.166315789473684	1.69046839749189e-07	-1.2002551134346	-0.215845130066546
TGFB1_MXE_134874	TGFB1	chr19	-	41341882	41342030	41342169	41342247	41332127	41332281	41344746	41344864	0.79351724137931	0.670578947368421	1.00660933381516e-07	-0.242854379131694	-0.122938294010889
CHTOP_MXE_135222	CHTOP	chr1	+	153636571	153636653	153638294	153638448	153633981	153634343	153645063	153646306	0.682229885057471	0.916526315789474	1.47605683159037e-07	0.425918351240799	0.234296430732002
MICAL1_MXE_1354	MICAL1	chr6	-	109448731	109448879	109449399	109449481	109448202	109448393	109449656	109449783	0.707229885057471	0.539	5.95541337784566e-08	-0.391893966278222	-0.168229885057471
PTMA_MXE_135621	PTMA	chr2	+	231711889	231711983	231712442	231712516	231711347	231711419	231712803	231713540	0.484747126436782	0.612894736842105	1.51118893405038e-07	0.338406969765886	0.128147610405324
PTMA_MXE_135623	PTMA	chr2	+	231711347	231711419	231712442	231712516	231708524	231708751	231712803	231713540	0.390264367816092	0.568	5.3454718699062e-09	0.541439182868334	0.177735632183908
PRKAA1_MXE_136186	PRKAA1	chr5	-	40771718	40771863	40775409	40775503	40767465	40767690	40777444	40777586	0.813390804597701	0.920578947368421	2.23009802725415e-08	0.178592768893996	0.10718814277072
LUCAT1_MXE_136503	LUCAT1	chr5	-	91303872	91303971	91313637	91313777	91302985	91303161	91314079	91314402	0.672551724137931	0.808105263157895	2.35413395991371e-07	0.264898003824377	0.135553539019964
GABPB2_MXE_136534	GABPB2	chr1	+	151088189	151088297	151093191	151093386	151070603	151070934	151097851	151098002	0.611241379310345	0.492736842105263	1.08581270355694e-08	-0.310924866554594	-0.118504537205082
NUDT3_MXE_136875	NUDT3	chr6	-	34295640	34295685	34341861	34341972	34293450	34293535	34392263	34392680	0.274965517241379	0.402631578947368	1.06008334212573e-08	0.550209624154032	0.127666061705989
UBE2F_MXE_13703	UBE2F	chr2	+	237973091	237973225	237987962	237987992	237968792	237968909	237994743	237994809	0.0431954022988506	0.147736842105263	6.48239705272273e-09	1.77407997949761	0.104541439806413
ALOX5_MXE_137643	ALOX5	chr10	+	45428617	45428764	45441343	45441430	45424959	45425132	45443037	45443216	0.80135632183908	0.680736842105263	6.83416526341659e-08	-0.235346685566511	-0.120619479733817
PLEKHM1P_MXE_137722	PLEKHM1P	chr17	-	64822253	64822393	64829160	64829249	64821766	64822052	64837055	64837184	0.212252873563218	0.354736842105263	1.15397017847564e-07	0.740965087165215	0.142483968542045
PLEKHM1P_MXE_137726	PLEKHM1P	chr17	-	64797263	64797409	64799999	64800917	64792348	64792542	64804829	64805100	0.632459770114943	0.515	7.49053027966795e-08	-0.296401282607482	-0.117459770114943
