AS_ID	Gene_ID	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
IL10RA_SE_222690	IL10RA	chr11	+	117986683	117986813	117986390	117986534	117988381	117988502	0.801310344827586	0.639842105263158	4.37864024021096e-09	-0.324645168700241	-0.161468239564428
DEDD2_SE_224951	DEDD2	chr19	-	42216679	42217045	42215147	42215252	42217631	42217792	0.11964367816092	0.444526315789474	1.11280778342413e-08	1.89352466009642	0.324882637628554
NFYA_SE_229178	NFYA	chr6	+	41080810	41080897	41079028	41079164	41084045	41084192	0.125379310344828	0.284315789473684	9.84303541560536e-09	1.18119492199885	0.158936479128857
EPSTI1_SE_232121	EPSTI1	chr13	-	42889210	42889242	42886387	42888502	42895008	42895108	0.0988390804597701	0.215473684210526	1.34898893057617e-07	1.12435818994301	0.116634603750756
AVIL_SE_244557	AVIL	chr12	-	57803523	57803669	57803246	57803391	57806359	57806539	0.837333333333333	0.960315789473684	8.91136125891035e-08	0.197706840137898	0.122982456140351
WDSUB1_SE_245118	WDSUB1	chr2	-	159271701	159271795	159259809	159259843	159275545	159275638	0.569252873563218	0.833421052631579	2.74564841107051e-07	0.549975874656484	0.264168179068361
ARID1B_SE_253585	ARID1B	chr6	+	157198810	157198907	157196164	157196315	157200704	157201488	0.648068965517241	0.858263157894737	7.32824997032729e-08	0.405272721604912	0.210194192377495
TMEM260_SE_266203	TMEM260	chr14	+	56617182	56617297	56615943	56616027	56618593	56618763	0.352505747126437	0.573526315789474	2.15750331615336e-07	0.702212905768503	0.221020568663037
METTL21A_SE_266919	METTL21A	chr2	-	207621805	207621917	207609114	207613443	207624228	207624404	0.773850574712644	0.980526315789474	6.93229930929674e-09	0.341501331957746	0.20667574107683
TLR4_SE_268882	TLR4	chr9	+	117708198	117708318	117704174	117704565	117712388	117717491	0.222586206896552	0.389631578947368	1.63391940862767e-08	0.807746414737048	0.167045372050817
DYRK4_SE_281599	DYRK4	chr12	+	4607326	4607387	4604862	4605086	4610154	4610284	0.215896551724138	0.378789473684211	2.80821370655624e-07	0.811056038817586	0.162892921960073
SLC6A6_SE_32155	SLC6A6	chr3	+	14468087	14468212	14467852	14467956	14472204	14472317	0.772252873563218	0.657	7.14777320295884e-08	-0.23317996360274	-0.115252873563218
SH2B2_SE_34136	SH2B2	chr7	+	102300521	102301279	102285061	102285258	102306720	102306822	0.13264367816092	0.529052631578947	2.01653806919261e-07	1.99585533475295	0.396408953418028
C17orf62_SE_35463	C17orf62	chr17	-	82449169	82449292	82447579	82447621	82450699	82450831	0.648919540229885	0.870263157894737	9.21784612093432e-08	0.423412112830471	0.221343617664852
IRAK4_SE_3580	IRAK4	chr12	+	43771219	43771365	43768102	43768272	43772179	43772362	0.576712643678161	0.709368421052632	2.15720088656276e-07	0.298682455297988	0.132655777374471
TPP1_SE_39466	TPP1	chr11	-	6618775	6618915	6617625	6617776	6619195	6619267	0.789942528735632	0.914947368421053	2.82621053511816e-08	0.211941060298748	0.12500483968542
YPEL5_SE_45513	YPEL5	chr2	+	30148244	30148305	30146883	30147062	30158618	30160533	0.265896551724138	0.472947368421053	4.83994136860385e-08	0.830814575559504	0.207050816696915
LINC01578_SE_49942	LINC01578	chr15	+	92883584	92883778	92882842	92883186	92885514	92885584	0.732114942528736	0.569894736842105	8.69290767016263e-09	-0.361374701367907	-0.16222020568663
SYTL3_SE_55154	SYTL3	chr6	+	158718086	158718211	158708321	158708391	158725502	158725637	0.577218390804598	0.785	5.55984484937459e-08	0.443575387612589	0.207781609195402
CCM2_SE_6214	CCM2	chr7	+	45038252	45038426	45027633	45027797	45063917	45064001	0.461965517241379	0.676526315789474	9.20624502041289e-08	0.550360886076327	0.214560798548094
CCM2_SE_6298	CCM2	chr7	+	45068442	45068579	45064462	45064646	45069825	45069961	0.749919540229885	0.887578947368421	6.23984053582221e-08	0.243139632994701	0.137659407138536
CCM2_SE_6300	CCM2	chr7	+	45068442	45068579	45064462	45064646	45072725	45072783	0.528275862068965	0.804842105263158	9.39432641465725e-09	0.607414289706316	0.276566243194192
CD47_SE_72724	CD47	chr3	-	108049618	108049651	108043093	108047292	108057476	108057569	0.542701149425287	0.154473684210526	5.6574809227754e-08	-1.81279687949068	-0.388227465214761
SOCS4_SE_87839	SOCS4	chr14	+	55031862	55031991	55027125	55027471	55042951	55049488	0.166551724137931	0.279421052631579	2.40489035142879e-07	0.746470434084582	0.112869328493648
AKAP2_SE_88074	AKAP2	chr9	+	110156318	110156497	110136126	110138539	110168398	110172511	0.605850574712644	0.827947368421053	1.34996581783604e-07	0.450577045009664	0.222096793708409
RBX1_SE_92485	RBX1	chr22	+	40953554	40953633	40951346	40951476	40964046	40964117	0.812413793103448	0.919210526315789	3.54601935811763e-10	0.178180585248391	0.106796733212341
ZNF706_SE_92918	ZNF706	chr8	-	101202332	101202447	101201606	101201743	101204649	101204693	0.960609195402299	0.844578947368421	6.01329063475679e-08	-0.185717332946816	-0.116030248033878
CALU_SE_98111	CALU	chr7	+	128747552	128748367	128739291	128739432	128748572	128748804	0.252057471264368	0.0698947368421053	1.20754421653326e-07	-1.85049698994135	-0.182162734422263
VNN3_SE_98925	VNN3	chr6	-	132726721	132727012	132724605	132724979	132734252	132734383	0.742126436781609	0.893736842105263	1.6541764374313e-07	0.268185095990037	0.151610405323654
ZBTB8OS_SE_272599	ZBTB8OS	chr1	-	32633950	32634072	32627507	32627544	32650432	32650590	0.213252873563218	0.389210526315789	2.40689880662676e-07	0.867985546908149	0.175957652752571
ZBTB8OS_SE_272612	ZBTB8OS	chr1	-	32633950	32634110	32627507	32627544	32650432	32650590	0.361666666666667	0.563157894736842	4.30959134684032e-08	0.638878836121601	0.201491228070175
TSPAN5_SE_3216	TSPAN5	chr4	-	98486737	98486884	98482004	98482175	98507677	98507728	0.272701149425287	0.600263157894737	4.50667300559272e-08	1.13827434180881	0.327562008469449
YBX3_SE_63802	YBX3	chr12	-	10709907	10710114	10704050	10704148	10713210	10713333	0.46451724137931	0.571315789473684	1.06008334212573e-08	0.298556256503392	0.106798548094374
ZBTB43_SE_180334	ZBTB43	chr9	+	126808792	126808915	126805005	126805132	126832486	126838208	0.368965517241379	0.599947368421053	1.15430786981365e-07	0.701349951700153	0.230981851179673
RPS6KB2_SE_224414	RPS6KB2	chr11	+	67433125	67433216	67432951	67433042	67433339	67433447	0.67183908045977	0.864105263157895	6.19937321590265e-09	0.363091349939314	0.192266182698125
BAG6_SE_206455	BAG6	chr6	-	31639499	31639646	31639027	31639226	31640198	31640306	0.396609195402299	0.604052631578947	2.13947319391968e-10	0.606956131271063	0.207443436176649
TCEAL8_SE_154958	TCEAL8	chrX	-	103254604	103254677	103252994	103254017	103255077	103255193	0.507551724137931	0.657684210526316	2.30570230620734e-07	0.373840181384831	0.150132486388385
FAM26F_SE_144458	FAM26F	chr6	+	116461871	116462454	116461369	116461429	116463282	116463771	0.766287356321839	0.461789473684211	9.40521059257469e-08	-0.730650213748453	-0.304497882637629
EPS15L1_SE_243774	EPS15L1	chr19	-	16377121	16377254	16361577	16361984	16385128	16385211	0.676183908045977	0.537578947368421	2.82553206028201e-08	-0.330939042613091	-0.138604960677556
QDPR_SE_90232	QDPR	chr4	-	17492231	17492340	17490661	17490745	17501718	17501859	0.518620689655172	0.709684210526316	1.51097184530739e-07	0.452497447103197	0.191063520871143
KDM6A_SE_243280	KDM6A	chrX	+	45062646	45062748	45061323	45061419	45063421	45063817	0.777609195402299	0.658263157894737	2.30168376880009e-07	-0.2403808249242	-0.119346037507562
TMEM126B_SE_145480	TMEM126B	chr11	+	85631144	85631316	85628572	85628688	85631686	85631808	0.735965517241379	0.553526315789474	7.72828856415574e-09	-0.410986264812296	-0.182439201451906
WHAMMP2_SE_281226	WHAMMP2	chr15	+	28745596	28745755	28744748	28744899	28745979	28746149	0.689252873563218	0.846263157894737	3.10640702665426e-08	0.29607298323128	0.157010284331518
RBM23_SE_205119	RBM23	chr14	-	22908332	22908380	22906194	22906368	22909482	22909595	0.622850574712644	0.473684210526316	1.47796959955542e-07	-0.394960511377932	-0.149166364186328
KLRG1_SE_138498	KLRG1	chr12	+	8995118	8995288	8992205	8992310	9008974	9009075	0.595425287356322	0.711789473684211	1.52129540599614e-08	0.257530104401321	0.116364186327889
CARNMT1_SE_228148	CARNMT1	chr9	-	74999729	74999870	74998597	74998776	75016267	75016431	0.645574712643678	0.855684210526316	1.10294119904838e-07	0.406494400642843	0.210109497882638
GEMIN8_SE_74887	GEMIN8	chrX	-	14026139	14026221	14021463	14021511	14029776	14029916	0.76348275862069	0.527368421052632	7.31776277930514e-08	-0.53378439280844	-0.236114337568058
HMGXB3_SE_237576	HMGXB3	chr5	+	150037399	150037527	150032453	150032603	150040747	150040879	0.766827586206897	0.882526315789474	2.30361191626313e-07	0.202737060207164	0.115698729582577
BCL11B_SE_48124	BCL11B	chr14	-	99231344	99231557	99169287	99176195	99257470	99257839	0.134701149425287	0.309473684210526	6.34288059675006e-08	1.20005457491762	0.174772534785239
IKZF3_SE_124447	IKZF3	chr17	-	39777884	39778010	39777650	39777767	39788257	39788374	0.472827586206897	0.595684210526316	2.68702313395065e-07	0.333233509654254	0.122856624319419
