AS_ID	Gene_ID	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
RANGRF_RI_35	RANGRF	chr17	+	8289502	8290091	8289502	8289588	8289812	8290091	0.812011494252874	0.675105263157895	3.10653855020354e-10	-0.26638768300659	-0.136906231094979
QKI_RI_630	QKI	chr6	+	163563419	163578596	163563419	163563719	163565945	163578596	0.443666666666667	0.313736842105263	2.5072622483011e-06	-0.499921210663495	-0.129929824561404
ENOSF1_RI_633	ENOSF1	chr18	-	670323	674406	670323	673076	674160	674406	0.360459770114943	0.537263157894737	9.53328733853076e-06	0.575790657167442	0.176803387779794
RANGRF_RI_33	RANGRF	chr17	+	8289257	8290091	8289257	8289414	8289502	8290091	0.494816091954023	0.351684210526316	1.61570116513474e-07	-0.492611854962299	-0.143131881427707
PDCD2_RI_512	PDCD2	chr6	-	170581746	170583188	170581746	170582265	170583056	170583188	0.837114942528736	0.731578947368421	7.65917714962493e-08	-0.194412170581707	-0.105535995160315
C18orf21_RI_762	C18orf21	chr18	+	35972624	35972907	35972624	35972805	35972884	35972907	0.728034482758621	0.557052631578947	7.28716853670788e-06	-0.386193141054128	-0.170981851179673
HCG18_RI_1076	HCG18	chr6	-	30287396	30294964	30287396	30292599	30294470	30294964	0.255655172413793	0.406736842105263	4.93397867674857e-06	0.669896460700604	0.15108166969147
P3H1_RI_111	P3H1	chr1	-	42746334	42747412	42746334	42746852	42747271	42747412	0.535402298850575	0.348736842105263	1.63376461397833e-06	-0.618484548612071	-0.186665456745312
NDUFB4_RI_359	NDUFB4	chr3	+	120601110	120602411	120601110	120601257	120602207	120602411	0.231344827586207	0.112105263157895	4.30556113110134e-08	-1.0451908315549	-0.119239564428312
P2RX7_RI_24	P2RX7	chr12	+	121177146	121177446	121177146	121177212	121177296	121177446	0.675494252873563	0.484105263157895	2.50624166219568e-06	-0.480622715946581	-0.191388989715668
DIS3L2_RI_567	DIS3L2	chr2	+	232335772	232337198	232335772	232335874	232336468	232337198	0.836505747126437	0.661526315789474	6.01857858768831e-05	-0.33857690353632	-0.174979431336963
OGG1_RI_704	OGG1	chr3	+	9756766	9757405	9756766	9756816	9757060	9757405	0.859229885057471	0.705736842105263	1.71741944368507e-05	-0.283913846839999	-0.153493042952208
RABGGTA_RI_726	RABGGTA	chr14	-	24271112	24271627	24271112	24271169	24271486	24271627	0.266770114942529	0.119210526315789	1.22256343892815e-06	-1.16208542521534	-0.147559588626739
SETD4_RI_816	SETD4	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251	0.320942528735632	0.421473684210526	2.09511924890172e-05	0.393127578928442	0.100531155474894
STX4_RI_829	STX4	chr16	+	31034225	31034536	31034225	31034325	31034461	31034536	0.558701149425287	0.432368421052632	1.61703197298527e-05	-0.369815631756682	-0.126332728372656
UBXN1_RI_852	UBXN1	chr11	-	62676497	62677005	62676497	62676639	62676812	62677005	0.304436781609195	0.202789473684211	4.06217667903547e-07	-0.586159906247316	-0.101647307924985
