AS_ID	Gene_ID	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
ABCG1_A5SS_2168	ABCG1	chr21	+	42287888	42288073	42287888	42288037	42288210	42288312	0.786724137931034	0.608282608695652	3.00454146999165e-12	-0.371116091479079	-0.178441529235382
PIGA_A5SS_2342	PIGA	chrX	-	15331589	15331992	15331873	15331992	15325913	15326046	0.89516091954023	0.784847826086957	8.42142590901925e-11	-0.189734095872201	-0.110313093453273
METTL5_A5SS_2646	METTL5	chr2	-	169824781	169824931	169824867	169824931	169824488	169824640	0.117011494252874	0.221304347826087	8.21236970382679e-13	0.919381539791715	0.104292853573213
IFIT1_A5SS_2671	IFIT1	chr10	+	89393106	89393341	89393106	89393203	89402280	89406487	0.962459770114943	0.850239130434783	1.02183964376632e-11	-0.178857581247446	-0.11222063968016
ACAD9_A5SS_284	ACAD9	chr3	+	128879489	128880017	128879489	128879841	128884652	128884746	0.403149425287356	0.252065217391304	8.68625805373106e-11	-0.677517611764278	-0.151084207896052
MRPL11_A5SS_2995	MRPL11	chr11	-	66438709	66438848	66438781	66438848	66438163	66438259	0.577022988505747	0.817608695652174	4.43298485336062e-14	0.50278174333509	0.240585707146427
NHLRC3_A5SS_3018	NHLRC3	chr13	+	39038310	39038723	39038310	39038465	39039135	39039288	0.701908045977012	0.851782608695652	2.76011247734257e-12	0.279203232411952	0.149874562718641
CD40_A5SS_3084	CD40	chr20	+	46126639	46126741	46126639	46126701	46128137	46128224	0.230011494252874	0.1155	9.86390483858233e-11	-0.993813106429504	-0.114511494252874
MZF1_A5SS_3341	MZF1	chr19	-	58573054	58573575	58573372	58573575	58570993	58571429	0.563816091954023	0.769065217391304	3.32324788119206e-12	0.447881290496823	0.205249125437281
CASP8_A5SS_358	CASP8	chr2	+	201276826	201277104	201276826	201276968	201284815	201285317	0.799965517241379	0.481652173913043	3.96607633001943e-13	-0.731946136197109	-0.318313343328336
C14orf159_A5SS_3799	C14orf159	chr14	+	91114012	91114528	91114012	91114283	91145220	91145313	0.179770114942529	0.301673913043478	5.68820820662182e-09	0.746836739664741	0.12190379810095
NDUFB8_A5SS_3910	NDUFB8	chr10	-	100529766	100529923	100529857	100529923	100529379	100529506	0.751137931034483	0.912739130434783	3.52400113552293e-11	0.281124729752022	0.1616011994003
SERPINA1_A5SS_4042	SERPINA1	chr14	-	94390419	94390692	94390456	94390692	94379463	94379611	0.806954022988506	0.93995652173913	1.5973455972236e-09	0.220107548742978	0.133002498750625
PPP4R3A_A5SS_4105	PPP4R3A	chr14	-	91475810	91475966	91475849	91475966	91473238	91473370	0.794954022988506	0.574739130434783	4.64416735153335e-13	-0.467964146302681	-0.220214892553723
MORF4L1_A5SS_4280	MORF4L1	chr15	+	78872988	78873218	78872988	78873118	78878212	78878259	0.200310344827586	0.470847826086957	3.32497423421735e-09	1.23302393908883	0.27053748125937
APEX1_A5SS_4407	APEX1	chr14	+	20455130	20455389	20455130	20455338	20455577	20455703	0.762310344827586	0.657760869565217	2.16839526956851e-17	-0.212815269869377	-0.104549475262369
PDHX_A5SS_4444	PDHX	chr11	+	34916129	34916815	34916129	34916486	34931403	34931484	0.618632183908046	0.77504347826087	8.92118418382231e-09	0.325195354141612	0.156411294352824
C6orf136_A5SS_4533	C6orf136	chr6	+	30647038	30647846	30647038	30647303	30649557	30649959	0.574850574712644	0.281934782608696	6.74649888260887e-11	-1.02782551829488	-0.292915792103948
AGER_A5SS_4555	AGER	chr6	-	32183275	32183388	32183323	32183388	32183113	32183201	0.379954022988506	0.172934782608696	3.00419292931505e-17	-1.13559678385493	-0.20701924037981
ACTL6A_A5SS_564	ACTL6A	chr3	+	179562879	179563117	179562879	179562973	179569823	179569900	0.197	0.39245652173913	1.97828711615345e-15	0.994337204333429	0.19545652173913
ACTL6A_A5SS_565	ACTL6A	chr3	+	179562879	179563165	179562879	179562973	179569823	179569900	0.0451264367816092	0.202782608695652	1.48290495186459e-17	2.16788915552604	0.157656171914043
THUMPD3_A5SS_636	THUMPD3	chr3	+	9363032	9363332	9363032	9363127	9365015	9365320	0.106379310344828	0.339586956521739	6.79674061522187e-13	1.67456345714518	0.233207646176912
UPP1_A5SS_940	UPP1	chr7	+	48101823	48101982	48101823	48101870	48106872	48107082	0.328252873563218	0.508478260869565	2.64114541445972e-11	0.631378454717129	0.180225387306347
RBBP5_A5SS_2455	RBBP5	chr1	-	205094872	205095064	205094986	205095064	205086141	205088815	0.525586206896552	0.660217391304348	9.93802334457653e-13	0.329013727108983	0.134631184407796
ARFIP1_A5SS_2282	ARFIP1	chr4	+	152779936	152780226	152779936	152780091	152829624	152829726	0.588264367816092	0.750847826086957	2.50773787092892e-08	0.352055894780692	0.162583458270865
GABPB1_A5SS_3464	GABPB1	chr15	-	50301220	50301368	50301256	50301368	50300788	50300902	0.172655172413793	0.302152173913043	4.97957457597837e-08	0.807381766741232	0.12949700149925
CXorf65_A5SS_3215	CXorf65	chrX	-	71106339	71106426	71106358	71106426	71105999	71106137	0.501666666666667	0.370869565217391	3.44097452018335e-10	-0.435817200777269	-0.130797101449275
SLC9A6_A5SS_3314	SLC9A6	chrX	+	135994785	135994985	135994785	135994889	135998107	135998185	0.767459770114942	0.90504347826087	1.23188394448063e-08	0.237895973825836	0.137583708145927
ARL6IP4_A5SS_778	ARL6IP4	chr12	+	122981128	122981299	122981128	122981266	122981594	122981879	0.438666666666667	0.575804347826087	1.15965642414035e-14	0.392453599311609	0.13713768115942
SSBP1_A5SS_2696	SSBP1	chr7	+	141738320	141738593	141738320	141738575	141739123	141739190	0.39632183908046	0.255391304347826	7.31290113420724e-11	-0.633963063859894	-0.140930534732634
ZNRD1_A5SS_1495	ZNRD1	chr6	+	30061239	30061398	30061239	30061389	30061514	30061669	0.586034482758621	0.737108695652174	1.24660332659704e-08	0.330891821430884	0.151074212893553
PIGG_A5SS_3525	PIGG	chr4	+	499199	499489	499199	499298	500395	500601	0.534551724137931	0.661608695652174	3.62302949480481e-07	0.30764864391963	0.127056971514243
ATAD2B_A5SS_288	ATAD2B	chr2	-	23786026	23786223	23786041	23786223	23782868	23783028	0.508183908045977	0.658608695652174	3.40133059214613e-09	0.374070867758294	0.150424787606197
ZNF484_A5SS_3337	ZNF484	chr9	-	92877819	92878038	92877889	92878038	92856191	92856318	0.626609195402299	0.372760869565217	1.30275028349189e-09	-0.749315519651348	-0.253848325837082
PIGG_A5SS_3529	PIGG	chr4	+	499199	500047	499199	499298	500395	500601	0.12616091954023	0.255652173913043	5.33038259619135e-07	1.01891721334263	0.129491254372814
VPS29_A5SS_2293	VPS29	chr12	-	110499456	110499546	110499534	110499546	110496011	110496203	0.463540229885057	0.300413043478261	2.9674706156796e-07	-0.625747099545452	-0.163127186406797
CCT8_A5SS_852	CCT8	chr21	-	29073259	29073797	29073505	29073797	29070246	29070337	0.364080459770115	0.568630434782609	2.01277959246457e-06	0.643234005095278	0.204549975012494
ZCCHC9_A5SS_2784	ZCCHC9	chr5	+	81301582	81301698	81301582	81301670	81304740	81305141	0.361471264367816	0.520021739130435	7.15881666565315e-13	0.524690972530224	0.158550474762619
EZH2_A5SS_4021	EZH2	chr7	-	148846469	148846598	148846496	148846598	148829727	148829848	0.717091954022989	0.893826086956522	8.97861832696026e-07	0.31783602120483	0.176734132933533
GMNN_A5SS_42	GMNN	chr6	+	24774930	24775244	24774930	24775112	24777221	24777297	0.196057471264368	0.412173913043478	2.61259921899596e-10	1.07197657751905	0.21611644177911
RAB29_A5SS_2917	RAB29	chr1	-	205775272	205775482	205775373	205775482	205772495	205772567	0.715	0.827282608695652	3.97921265917385e-06	0.210437011949693	0.112282608695652
PAXBP1_A5SS_107	PAXBP1	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	0.818494252873563	0.715608695652174	6.01979590613084e-09	-0.193801368459804	-0.102885557221389
THTPA_A5SS_1127	THTPA	chr14	+	23555981	23557039	23555981	23556343	23558694	23559581	0.217114942528736	0.339369565217391	4.26886357590445e-11	0.644398169129835	0.122254622688656
EIF1AD_A5SS_2057	EIF1AD	chr11	-	66001909	66002166	66002039	66002166	66000302	66000505	0.608229885057471	0.756021739130435	9.41915604705201e-10	0.313811015037581	0.147791854072964
ACTR6_A5SS_437	ACTR6	chr12	+	100205675	100205757	100205675	100205744	100207662	100207786	0.274551724137931	0.15045652173913	3.65756917587894e-10	-0.867731327616652	-0.124095202398801
THTPA_A5SS_1129	THTPA	chr14	+	23555981	23557034	23555981	23556343	23558694	23559581	0.220770114942529	0.339173913043478	7.43188903516685e-11	0.619480320271981	0.11840379810095
POMT1_A5SS_4321	POMT1	chr9	+	131509902	131510062	131509902	131509996	131510259	131510415	0.783551724137931	0.625608695652174	2.01826708575231e-08	-0.324767948084566	-0.157943028485757
EZH2_A5SS_4020	EZH2	chr7	-	148846469	148846598	148846496	148846598	148832633	148832750	0.698965517241379	0.837	1.4932414468637e-06	0.260006339323655	0.138034482758621
CCDC90B_A5SS_1674	CCDC90B	chr11	-	83285552	83286407	83286099	83286407	83280140	83280260	0.89683908045977	0.780217391304348	1.77224980723829e-08	-0.20097298919878	-0.116621689155422
TOMM5_A5SS_2816	TOMM5	chr9	-	37592252	37592639	37592309	37592639	37588414	37588932	0.129965517241379	0.396347826086957	9.19451942709123e-10	1.6086381686715	0.266382308845577
SDR39U1_A5SS_753	SDR39U1	chr14	-	24442097	24442260	24442177	24442260	24440782	24440926	0.805551724137931	0.911391304347826	2.21541904427519e-08	0.178093379017467	0.105839580209895
OSBPL3_A5SS_1542	OSBPL3	chr7	-	24834086	24834736	24834485	24834736	24830767	24830905	0.589804597701149	0.481478260869565	2.40612213655671e-09	-0.292766407979042	-0.108326336831584
ARL6IP4_A5SS_779	ARL6IP4	chr12	+	122981128	122981299	122981128	122981266	122981570	122981879	0.642494252873563	0.776782608695652	2.55073743798723e-07	0.273827351348105	0.134288355822089
COPS7A_A5SS_3976	COPS7A	chr12	+	6723983	6724250	6723983	6724152	6724613	6724818	0.243333333333333	0.367913043478261	1.55604126536209e-06	0.596430861253114	0.124579710144928
CNOT4_A5SS_3640	CNOT4	chr7	-	135410514	135410648	135410523	135410648	135398168	135398226	0.594954022988506	0.448804347826087	8.79951137524234e-09	-0.406691531534365	-0.146149675162419
ZNF484_A5SS_3336	ZNF484	chr9	-	92877819	92878038	92877889	92878038	92875014	92875059	0.460816091954023	0.274826086956522	3.12365607875673e-09	-0.74567214366575	-0.185990004997501
TMEM230_A5SS_1917	TMEM230	chr20	-	5112742	5113087	5112960	5113087	5109331	5109445	0.187609195402299	0.0547391304347826	3.3287460526012e-10	-1.77708611937848	-0.132870064967516
BRPF1_A5SS_1784	BRPF1	chr3	+	9742024	9742171	9742024	9742153	9742943	9743253	0.712655172413793	0.525782608695652	8.55578276460838e-09	-0.43873775577221	-0.186872563718141
LRSAM1_A5SS_4464	LRSAM1	chr9	+	127451485	127452084	127451485	127451669	127454495	127454599	0.858206896551724	0.966739130434783	1.42986038929718e-08	0.171801143775048	0.108532233883059
TAX1BP1_A5SS_2729	TAX1BP1	chr7	+	27816348	27816520	27816348	27816394	27827737	27827820	0.573126436781609	0.720173913043478	8.64802019320447e-07	0.329491896106166	0.147047476261869
IKZF2_A5SS_3698	IKZF2	chr2	-	213056832	213057099	213056910	213057099	213049712	213049880	0.421770114942529	0.628695652173913	1.0603182717561e-09	0.575904911244174	0.206925537231384
NCOR2_A5SS_4014	NCOR2	chr12	-	124327408	124327633	124327546	124327633	124326190	124326370	0.423942528735632	0.293847826086957	4.92987315354694e-09	-0.528799475631112	-0.130094702648676
TUG1_A5SS_1751	TUG1	chr22	+	30972854	30973601	30972854	30973587	30975169	30979394	0.676091954022988	0.563217391304348	2.53115597047416e-10	-0.26352759523905	-0.112874562718641
SNX14_A5SS_3008	SNX14	chr6	-	85593578	85594156	85593833	85594156	85574257	85574378	0.593689655172414	0.715695652173913	2.33757571991882e-09	0.269637240473163	0.122005997001499
GOSR1_A5SS_688	GOSR1	chr17	+	30481142	30481263	30481142	30481257	30484213	30484301	0.386701149425287	0.26745652173913	1.4662355916087e-09	-0.531914669457764	-0.119244627686157
CCDC66_A5SS_58	CCDC66	chr3	+	56566593	56566759	56566593	56566740	56566949	56567053	0.341540229885058	0.50154347826087	6.80410149950365e-12	0.554319248941344	0.160003248375812
ASTE1_A5SS_2763	ASTE1	chr3	-	131026506	131026854	131026731	131026854	131025473	131025594	0.809390804597701	0.910521739130435	2.86704719148343e-10	0.169857003832597	0.101130934532734
ZNF518A_A5SS_1380	ZNF518A	chr10	+	96155325	96155398	96155325	96155376	96155923	96156047	0.100988505747126	0.24604347826087	1.88371820268295e-08	1.28472217778172	0.145054972513743
TCF4_A5SS_3772	TCF4	chr18	-	55232508	55232671	55232520	55232671	55228846	55229076	0.46	0.59395652173913	1.76158712715143e-07	0.368723466881495	0.13395652173913
ENOPH1_A5SS_2536	ENOPH1	chr4	+	82430479	82430913	82430479	82430884	82447919	82448021	0.675919540229885	0.792934782608696	2.40350140755921e-06	0.230350689939118	0.117015242378811
CUTA_A5SS_589	CUTA	chr6	-	33417868	33418288	33417958	33418288	33417480	33417695	0.344011494252874	0.19145652173913	9.88059941523168e-08	-0.845439964930983	-0.152554972513743
GLIPR2_A5SS_3198	GLIPR2	chr9	+	36147785	36147916	36147785	36147894	36150871	36150949	0.082	0.27454347826087	1.77872500521864e-09	1.74333882584165	0.19254347826087
SNRPB2_A5SS_2678	SNRPB2	chr20	+	16729963	16730164	16729963	16730064	16731667	16731766	0.57216091954023	0.680891304347826	4.87484015199711e-10	0.251003548428963	0.108730384807596
TMEM230_A5SS_1918	TMEM230	chr20	-	5112729	5113087	5112960	5113087	5109331	5109445	0.312126436781609	0.163108695652174	5.10920733029647e-08	-0.936296860117722	-0.149017741129435
THAP5_A5SS_3021	THAP5	chr7	-	108565829	108566022	108565951	108566022	108562143	108565105	0.567977011494253	0.669717391304348	5.65356405331131e-06	0.237719893866519	0.101740379810095
TMEM170A_A5SS_1959	TMEM170A	chr16	-	75464467	75464737	75464671	75464737	75451737	75451839	0.542494252873563	0.693891304347826	1.19392536885413e-06	0.355101833476721	0.151397051474263
ANKRD42_A5SS_3705	ANKRD42	chr11	+	83198478	83198642	83198478	83198558	83206057	83206165	0.682068965517241	0.827869565217391	2.10722241733665e-07	0.279485861428022	0.14580059970015
GLMP_A5SS_3746	GLMP	chr1	-	156295296	156295689	156295525	156295689	156294364	156294565	0.265747126436782	0.38904347826087	3.43393291241379e-06	0.549877303462793	0.123296351824088
CEP170_A5SS_4362	CEP170	chr1	-	243142285	243142463	243142315	243142463	243139936	243140107	0.463758620689655	0.329282608695652	3.49960440122568e-09	-0.494047782929024	-0.134476011994003
BCL2L12_A5SS_3226	BCL2L12	chr19	+	49669023	49669164	49669023	49669115	49670215	49670488	0.416988505747126	0.221108695652174	4.40545354073311e-07	-0.915251852592603	-0.195879810094953
UBL7-AS1_A5SS_2793	UBL7-AS1	chr15	+	74461264	74462098	74461264	74462027	74466035	74466130	0.622632183908046	0.787565217391304	2.71257388389203e-07	0.339019244644958	0.164933033483258
KAT6B_A5SS_3078	KAT6B	chr10	+	74975398	74976330	74975398	74975781	74977315	74977437	0.681206896551724	0.798195652173913	1.74253745598139e-07	0.228649379449693	0.116988755622189
NPEPL1_A5SS_4255	NPEPL1	chr20	+	58691723	58691830	58691723	58691780	58693736	58693922	0.636287356321839	0.48054347826087	2.01573873891095e-06	-0.405011486044158	-0.15574387806097
ZNF559_A5SS_1871	ZNF559	chr19	+	9337795	9338017	9337795	9337858	9338493	9338582	0.189988505747126	0.29154347826087	3.04131209794459e-07	0.617798911932588	0.101554972513743
ICAM2_A5SS_4293	ICAM2	chr17	-	64020405	64020634	64020522	64020634	64007740	64007822	0.248172413793103	0.37045652173913	5.58880607237738e-06	0.577961473886889	0.122284107946027
CNOT6L_A5SS_97	CNOT6L	chr4	-	77819232	77819390	77819303	77819390	77776270	77776392	0.310425287356322	0.421282608695652	1.36605686138489e-06	0.440542275308986	0.11085732133933
PVR_A5SS_736	PVR	chr19	+	44658741	44658900	44658741	44658765	44661291	44661323	0.515655172413793	0.630565217391304	1.20941415422213e-05	0.290238958910856	0.114910044977511
GEMIN8_A5SS_1252	GEMIN8	chrX	-	14026051	14026221	14026139	14026221	14021463	14021511	0.196310344827586	0.3255	3.59115139723569e-06	0.729521343902061	0.129189655172414
SPATA5L1_A5SS_3608	SPATA5L1	chr15	+	45415586	45415809	45415586	45415779	45417268	45417399	0.781758620689655	0.661695652173913	7.13739362827189e-07	-0.240555423253699	-0.120062968515742
CNTROB_A5SS_3251	CNTROB	chr17	+	7948486	7948685	7948486	7948619	7949084	7949157	0.367873563218391	0.245304347826087	5.9951877812818e-08	-0.58463719777575	-0.122569215392304
SH2B1_A5SS_1074	SH2B1	chr16	+	28872533	28872758	28872533	28872705	28873169	28873269	0.561770114942529	0.400152173913043	2.37393293342479e-09	-0.489431130987259	-0.161617941029485
TLE3_A5SS_3406	TLE3	chr15	-	70074502	70074607	70074532	70074607	70060529	70060649	0.480850574712644	0.676782608695652	6.27103670088206e-06	0.49310385271248	0.195932033983009
GRASP_A5SS_793	GRASP	chr12	+	52011038	52011207	52011038	52011141	52013686	52013780	0.305459770114943	0.172130434782609	9.08409217428456e-07	-0.827480179484017	-0.133329335332334
ZNF816_A5SS_3426	ZNF816	chr19	-	52962716	52962911	52962726	52962911	52956026	52956104	0.503494252873563	0.365804347826087	5.85132795306832e-09	-0.460903088137261	-0.137689905047476
BANF1_A5SS_3711	BANF1	chr11	+	66002078	66002570	66002078	66002513	66003625	66004146	0.729735632183908	0.877152173913043	1.80603012317432e-07	0.265453251570533	0.147416541729135
LOC101927027_A5SS_1426	LOC101927027	chr2	+	178426365	178426661	178426365	178426505	178430769	178430889	0.83435632183908	0.711086956521739	1.74660341690164e-05	-0.230637642289376	-0.123269365317341
ANAPC16_A5SS_3412	ANAPC16	chr10	+	72215999	72216138	72215999	72216072	72223887	72224056	0.41051724137931	0.518565217391304	5.47494056030472e-10	0.337082625837535	0.108047976011994
DKC1_A5SS_620	DKC1	chrX	+	154768301	154768802	154768301	154768432	154769166	154769310	0.570264367816092	0.45854347826087	2.346528877013e-05	-0.314572356677481	-0.111720889555222
