AS_ID	Gene_ID	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
CSE1L_SE_121287	CSE1L	chr20	+	49085282	49085386	49084025	49084162	49088008	49088106	0.797206896551724	0.911934782608696	7.22736336790139e-09	0.193976462317838	0.114727886056971
CSE1L_SE_121301	CSE1L	chr20	+	49092045	49092127	49090936	49091022	49094139	49094286	0.847379310344828	0.966021739130435	2.68091229212394e-12	0.189047751284531	0.118642428785607
SNRK_SE_121571	SNRK	chr3	+	43299753	43299815	43286511	43286675	43303097	43303792	0.880701149425287	0.7745	7.54131889606797e-13	-0.185387309772741	-0.106201149425287
FUBP1_SE_123193	FUBP1	chr1	-	77969021	77969084	77968164	77968203	77969924	77970015	0.265574712643678	0.10704347826087	5.04411272956192e-12	-1.31092088277772	-0.158531234382809
GOLGA4_SE_123571	GOLGA4	chr3	+	37361242	37361305	37355100	37355187	37366079	37366879	0.224229885057471	0.116065217391304	5.2146376334103e-12	-0.950042883579641	-0.108164667666167
FCGR1B_SE_124808	FCGR1B	chr1	+	121094673	121094958	121092995	121093250	121095871	121097161	0.208080459770115	0.444717391304348	5.07531987200602e-17	1.09574733228338	0.236636931534233
NFE2L1_SE_124871	NFE2L1	chr17	+	48057031	48057121	48050606	48051628	48057343	48057502	0.532459770114942	0.845565217391304	2.10053450694222e-10	0.667243505258876	0.313105447276362
RAB3GAP2_SE_12507	RAB3GAP2	chr1	-	220170891	220171120	220167501	220167675	220171888	220172049	0.688770114942529	0.90995652173913	4.93293197229388e-11	0.401775067161007	0.221186406796602
RAB3GAP2_SE_12513	RAB3GAP2	chr1	-	220196249	220196398	220195297	220195377	220202275	220202374	0.801563218390805	0.976934782608696	7.02869388608639e-13	0.285445946580314	0.175371564217891
SAYSD1_SE_126283	SAYSD1	chr6	-	39109313	39113720	39104062	39105776	39114882	39115186	0.810954022988506	0.524847826086957	1.59257218743627e-12	-0.627720933526785	-0.286106196901549
PHC3_SE_126439	PHC3	chr3	-	170149085	170149244	170145422	170145521	170171372	170171450	0.775551724137931	0.901391304347826	5.66973287633372e-12	0.216930529926242	0.125839580209895
GRAMD4_SE_127187	GRAMD4	chr22	+	46676599	46676668	46675467	46675552	46677146	46679791	0.799908045977011	0.914608695652174	1.57259819118859e-11	0.19332047219617	0.114700649675162
SOS1_SE_127805	SOS1	chr2	-	38989269	38989314	38987472	38987591	38995122	38995387	0.937436781609195	0.778804347826087	1.08405684072059e-11	-0.267460463827653	-0.158632433783108
MTIF3_SE_12781	MTIF3	chr13	-	27441016	27441077	27439988	27440449	27445087	27445156	0.411632183908046	0.211173913043478	4.19754785741055e-12	-0.962924160123803	-0.200458270864568
NAPB_SE_128346	NAPB	chr20	-	23397071	23397188	23394921	23394999	23402992	23403072	0.217816091954023	0.480521739130435	4.58398485313003e-14	1.14149115865839	0.262705647176412
NAPB_SE_128350	NAPB	chr20	-	23397071	23397182	23394921	23394999	23402992	23403072	0.107436781609195	0.290369565217391	7.19736897956403e-11	1.43440225372745	0.182932783608196
FAM111A_SE_128421	FAM111A	chr11	+	59145826	59145856	59143082	59143304	59148835	59148953	0.873298850574713	0.7525	1.51763812519417e-16	-0.214783859453142	-0.120798850574713
DOK2_SE_129467	DOK2	chr8	-	21912228	21912510	21911900	21911988	21913538	21913694	0.92164367816092	0.813065217391304	3.68884218475006e-11	-0.180838011966129	-0.108578460769615
KLF3_SE_129594	KLF3	chr4	+	38689728	38689879	38680586	38680682	38694745	38694906	0.831931034482759	0.956369565217391	2.72183323219538e-10	0.201104282923648	0.124438530734633
STIM2_SE_129813	STIM2	chr4	+	27007982	27008006	27007532	27007700	27008427	27008528	0.288770114942529	0.154760869565217	1.1168726944718e-14	-0.899880704166862	-0.134009245377311
PRKAG2_SE_129964	PRKAG2	chr7	-	151632068	151632138	151595344	151595454	151675419	151675637	0.75267816091954	0.946173913043478	1.0691921747865e-13	0.330072272817742	0.193495752123938
THAP9-AS1_SE_130172	THAP9-AS1	chr4	-	82899712	82899737	82897988	82898062	82900076	82900223	0.619781609195402	0.370065217391304	2.43044710135425e-14	-0.74398040400544	-0.249716391804098
RANBP10_SE_13101	RANBP10	chr16	-	67772033	67772086	67744287	67744455	67805427	67805539	0.81964367816092	0.920804347826087	2.69015921617176e-08	0.167897779088895	0.101160669665167
GFM1_SE_131215	GFM1	chr3	+	158690162	158690323	158684523	158684668	158691138	158691192	0.710850574712644	0.909978260869565	3.266125998676e-10	0.356285752044493	0.199127686156922
RAB5C_SE_132861	RAB5C	chr17	-	42131606	42131822	42130336	42130590	42154892	42155044	0.244632183908046	0.0411086956521739	4.47336479323139e-14	-2.57309871577067	-0.203523488255872
TRIM33_SE_133230	TRIM33	chr1	-	114397939	114397990	114392776	114397860	114399456	114399609	0.726298850574713	0.614891304347826	6.15205729908392e-15	-0.24023189218158	-0.111407546226887
CTNNB1_SE_134483	CTNNB1	chr3	+	41239133	41239354	41236587	41236709	41239659	41240448	0.846586206896552	0.733	6.33867958555415e-11	-0.207843785213325	-0.113586206896552
SENP5_SE_134737	SENP5	chr3	+	196923413	196923551	196903532	196903610	196927795	196927879	0.734747126436782	0.921521739130435	1.91817869146211e-11	0.326770388538994	0.186774612693653
FAM65B_SE_134985	FAM65B	chr6	-	24839090	24839272	24832255	24832391	24842861	24843554	0.859931034482759	0.9705	5.19970177953412e-14	0.174507251030427	0.110568965517241
SYNRG_SE_135269	SYNRG	chr17	-	37577379	37577613	37576340	37576418	37584647	37584759	0.590080459770115	0.792391304347826	2.97329155512973e-16	0.425301363291936	0.202310844577711
SYNRG_SE_135310	SYNRG	chr17	-	37520178	37520214	37514796	37519071	37520537	37520648	0.931931034482759	0.804304347826087	1.71389712492907e-12	-0.212481676503884	-0.127626686656672
ITGB2-AS1_SE_135346	ITGB2-AS1	chr21	+	44927624	44927663	44926867	44927004	44927853	44929680	0.492080459770115	0.325521739130435	8.20352186041247e-09	-0.596140335742999	-0.16655872063968
ITGB2-AS1_SE_135358	ITGB2-AS1	chr21	+	44927624	44927667	44926867	44927004	44927853	44929680	0.800862068965517	0.69845652173913	2.72193821800944e-08	-0.19738347923325	-0.102405547226387
TTC13_SE_135429	TTC13	chr1	-	230943805	230943898	230940439	230940556	230945388	230945454	0.79451724137931	0.895565217391304	1.22670672780216e-10	0.172719969805872	0.101047976011994
TTC13_SE_135468	TTC13	chr1	-	230939385	230939496	230933778	230933861	230940439	230940556	0.825528735632184	0.9335	4.64416501939054e-09	0.177331588012507	0.107971264367816
SLAMF7_SE_13555	SLAMF7	chr1	+	160751344	160751448	160750303	160750423	160752185	160752248	0.762172413793103	0.888152173913043	2.60128817474635e-13	0.220689493814533	0.12597976011994
CEP250_SE_135999	CEP250	chr20	+	35500048	35500169	35498594	35498716	35501844	35501966	0.777264367816092	0.91004347826087	6.94434706442582e-09	0.227530093006626	0.132779110444778
HIAT1_SE_137664	HIAT1	chr1	+	100068472	100068586	100067976	100068195	100069613	100069685	0.615609195402299	0.862891304347826	4.27007356909698e-11	0.487164057703872	0.247282108945527
STAM_SE_138015	STAM	chr10	+	17684831	17684927	17660463	17660548	17688026	17688173	0.824057471264368	0.925739130434783	2.20878660233429e-11	0.16786074800472	0.101681659170415
ELMO2_SE_138908	ELMO2	chr20	-	46387337	46387437	46386123	46386275	46389038	46389220	0.738413793103448	0.876673913043478	1.75223054203022e-10	0.247610816837214	0.13826011994003
SCYL3_SE_14007	SCYL3	chr1	-	169870254	169870357	169868927	169869039	169873695	169873752	0.757390804597701	0.90945652173913	7.93898222214975e-10	0.263966763085569	0.152065717141429
INSIG1_SE_140302	INSIG1	chr7	+	155302746	155302846	155298258	155298697	155308240	155310235	0.754011494252874	0.930217391304348	2.09704519062636e-10	0.302981396379837	0.176205897051474
INSIG1_SE_140304	INSIG1	chr7	+	155303824	155303895	155302746	155302846	155308240	155310235	0.42835632183908	0.223652173913043	1.17259070270526e-13	-0.937554598968409	-0.204704147926037
RASGRP1_SE_140543	RASGRP1	chr15	-	38503271	38503376	38502311	38502421	38507725	38508001	0.751229885057471	0.917413043478261	6.87935983672696e-09	0.28831696261419	0.16618315842079
CYP20A1_SE_14072	CYP20A1	chr2	+	203246754	203246921	203245845	203245895	203251966	203252109	0.71551724137931	0.886065217391304	4.80787470883432e-13	0.308426358807103	0.170547976011994
ARFIP1_SE_141339	ARFIP1	chr4	+	152870752	152870848	152863605	152863714	152872451	152872564	0.52716091954023	0.663608695652174	7.20374891123112e-11	0.332089369096646	0.136447776111944
HACL1_SE_142339	HACL1	chr3	-	15574976	15575082	15573158	15573242	15579909	15580045	0.827310344827586	0.930434782608696	1.04581158229469e-12	0.169476408377691	0.103124437781109
CSF2RB_SE_142581	CSF2RB	chr22	+	36936548	36936652	36935629	36935687	36937376	36940437	0.610448275862069	0.845304347826087	1.47465467928743e-12	0.469601811624061	0.234856071964018
VPS29_SE_142993	VPS29	chr12	-	110499456	110499546	110496011	110496203	110502048	110502140	0.32864367816092	0.204195652173913	5.92140963375091e-15	-0.686572085389949	-0.124448025987006
MYCBP2_SE_143110	MYCBP2	chr13	-	77233155	77233263	77225434	77225554	77243058	77243160	0.764206896551724	0.880282608695652	8.96037712220981e-13	0.204003488172406	0.116075712143928
ARHGAP25_SE_144363	ARHGAP25	chr2	+	68813286	68813419	68807275	68807480	68816288	68816362	0.797563218390805	0.906978260869565	3.81266528387961e-08	0.185469093774654	0.109415042478761
HIPK3_SE_145175	HIPK3	chr11	+	33348165	33348228	33347851	33348013	33348521	33348818	0.629229885057471	0.380282608695652	5.10433117366908e-15	-0.726515230374163	-0.248947276361819
MR1_SE_145493	MR1	chr1	+	181052234	181052510	181050145	181050286	181053572	181053677	0.199609195402299	0.331869565217391	2.3695253319011e-12	0.733438147281547	0.132260369815092
MARK3_SE_145883	MARK3	chr14	+	103491776	103492034	103480386	103480490	103502881	103503829	0.755172413793103	0.902326086956522	2.80783907389389e-14	0.256842831334286	0.147153673163418
PRMT7_SE_146483	PRMT7	chr16	+	68347210	68347294	68346144	68346280	68348341	68348431	0.802252873563218	0.96545652173913	7.00258858348647e-11	0.2671542384136	0.163203648175912
SSX2IP_SE_147416	SSX2IP	chr1	-	84671176	84671308	84670645	84670815	84690370	84690557	0.862988505747126	0.687847826086956	5.97835531352057e-10	-0.327251914098517	-0.17514067966017
ZMAT5_SE_147428	ZMAT5	chr22	-	29754748	29754863	29748417	29748571	29766871	29766980	0.157954022988506	0.267630434782609	1.32782578499837e-12	0.760737505699887	0.109676411794103
PAPOLG_SE_148877	PAPOLG	chr2	+	60787510	60787620	60786946	60787066	60791760	60791882	0.729310344827586	0.885086956521739	1.80784329204475e-08	0.279286343621223	0.155776611694153
RPA2_SE_148935	RPA2	chr1	-	27897632	27897707	27897004	27897121	27906927	27907041	0.740126436781609	0.880347826086956	2.47539028423682e-11	0.25030189697482	0.140221389305347
ZNF83_SE_149199	ZNF83	chr19	-	52616717	52616815	52612364	52614797	52618935	52619062	0.879011494252874	0.744760869565217	1.67904262847982e-10	-0.239104756325377	-0.134250624687656
ZNF83_SE_149211	ZNF83	chr19	-	52616717	52616835	52612364	52614797	52618935	52619062	0.906080459770115	0.777065217391304	1.19079159913336e-11	-0.22160348103436	-0.129015242378811
ZNF83_SE_149218	ZNF83	chr19	-	52616717	52616841	52612364	52614797	52618935	52619062	0.907793103448276	0.780869565217391	1.04400498923523e-11	-0.217281944290926	-0.126923538230885
KANSL3_SE_149272	KANSL3	chr2	-	96606969	96607047	96605319	96605511	96608507	96608664	0.214873563218391	0.0989130434782609	1.3575442929183e-11	-1.11925530881525	-0.11596051974013
PSMA4_SE_151032	PSMA4	chr15	+	78542482	78542645	78542176	78542219	78544189	78544267	0.797011494252874	0.907260869565217	3.93884961284123e-11	0.186916905750293	0.110249375312344
DNAJC13_SE_151228	DNAJC13	chr3	+	132488297	132488452	132484587	132484672	132488975	132489021	0.766528735632184	0.929891304347826	2.61178165354861e-10	0.278722211777345	0.163362568715642
DNAJC13_SE_151245	DNAJC13	chr3	+	132495087	132495166	132494143	132494259	132496527	132496663	0.843195402298851	0.955413043478261	2.49399110556709e-11	0.180257572490274	0.11221764117941
POMGNT1_SE_151753	POMGNT1	chr1	-	46196730	46196849	46196011	46196077	46196969	46197084	0.670540229885057	0.87554347826087	3.32823116158688e-10	0.384854931661404	0.205003248375812
DDX59_SE_152103	DDX59	chr1	-	200650424	200650676	200649073	200649226	200659026	200659116	0.762252873563218	0.875739130434783	2.85291586158814e-12	0.200231492627654	0.113486256871564
RAD17_SE_152327	RAD17	chr5	+	69371034	69371171	69369730	69369933	69373829	69374087	0.813689655172414	0.950913043478261	1.03936066548097e-12	0.224834770307523	0.137223388305847
SP140_SE_152423	SP140	chr2	+	230292645	230292788	230290459	230290564	230294270	230294318	0.780942528735632	0.890913043478261	1.38013878282905e-11	0.19006824486448	0.109970514742629
FNDC3A_SE_15281	FNDC3A	chr13	+	49191014	49191120	49188514	49188633	49191208	49191384	0.774689655172414	0.916478260869565	1.60796642045219e-09	0.242482185269696	0.141788605697151
COPB2_SE_152993	COPB2	chr3	-	139373665	139373808	139373212	139373412	139374488	139374588	0.805586206896552	0.91745652173913	1.8487394883624e-11	0.187600808274817	0.111870314842579
RWDD3_SE_153811	RWDD3	chr1	+	95239776	95239909	95234154	95234315	95246755	95247225	0.110885057471264	0.29354347826087	1.02813279870136e-09	1.40450923881639	0.182658420789605
FAM118B_SE_15404	FAM118B	chr11	+	126240791	126241044	126234994	126235087	126250505	126250733	0.764632183908046	0.933391304347826	7.76668114699012e-11	0.287716101438721	0.16875912043978
CLASP1_SE_155310	CLASP1	chr2	-	121409023	121409047	121407470	121407715	121410865	121410969	0.426862068965517	0.298804347826087	2.81628368292178e-11	-0.514568829591076	-0.12805772113943
BTF3L4_SE_155572	BTF3L4	chr1	+	52083339	52083541	52064824	52064938	52086111	52086171	0.722758620689655	0.823326086956522	1.78064052058427e-10	0.18795002685296	0.100567466266867
CPEB4_SE_155717	CPEB4	chr5	+	173943025	173943049	173932449	173932500	173944966	173945140	0.238494252873563	0.078695652173913	3.53874246398557e-11	-1.59959866509946	-0.15979860069965
CPEB4_SE_155718	CPEB4	chr5	+	173943025	173943049	173910522	173910604	173944966	173945140	0.17567816091954	0.0657608695652174	1.62376839198614e-10	-1.41763357551648	-0.109917291354323
EAF1_SE_156811	EAF1	chr3	+	15432086	15432223	15429912	15430007	15434347	15434538	0.84948275862069	0.705804347826087	2.59966274855589e-13	-0.267316349005038	-0.143678410794603
TDRD7_SE_157587	TDRD7	chr9	+	97460177	97460764	97441657	97441875	97464841	97465028	0.780149425287356	0.916391304347826	7.62675382991555e-13	0.232213293084977	0.13624187906047
CNNM3_SE_158255	CNNM3	chr2	+	96828566	96828700	96828098	96828195	96828995	96829134	0.753390804597701	0.91545652173913	2.47595138816738e-12	0.281092944183395	0.162065717141429
MDM4_SE_159684	MDM4	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	0.593885057471264	0.454913043478261	2.20329300279937e-17	-0.384592933105598	-0.138972013993004
TBCE_SE_159877	TBCE	chr1	+	235401502	235401587	235380018	235380149	235414432	235414618	0.629390804597701	0.794391304347826	4.05071707839304e-14	0.335893729758235	0.165000499750125
STAMBPL1_SE_159934	STAMBPL1	chr10	+	88913100	88913458	88910915	88911011	88914533	88914658	0.471574712643678	0.721391304347826	7.15051923187625e-12	0.61329567454864	0.249816591704148
DPP4_SE_15993	DPP4	chr2	-	162008561	162008661	162005744	162005809	162009240	162009295	0.727620689655172	0.894391304347826	6.87242503735776e-11	0.297719595623306	0.166770614692654
FLAD1_SE_160525	FLAD1	chr1	+	154983841	154984066	154983293	154983397	154988104	154988849	0.782344827586207	0.928434782608696	9.25961073964295e-17	0.246995940061985	0.146089955022489
TEX10_SE_161074	TEX10	chr9	-	100329139	100329275	100327786	100327962	100340256	100340369	0.820862068965517	0.925826086956522	8.72137106876584e-08	0.173601390408959	0.104964017991004
GOLT1B_SE_161662	GOLT1B	chr12	+	21508382	21508561	21506884	21506976	21512294	21512376	0.518310344827586	0.805739130434783	1.293222759144e-11	0.636496632799161	0.287428785607196
KLF6_SE_161808	KLF6	chr10	-	3780105	3780229	3775995	3779590	3781640	3782214	0.826459770114943	0.699695652173913	7.41164101258428e-13	-0.240217067687579	-0.126764117941029
PHF1_SE_161822	PHF1	chr6	+	33414954	33415144	33414724	33414829	33415234	33415329	0.7	0.923239130434783	1.1176384146656e-10	0.399349450201179	0.223239130434783
PHF1_SE_161824	PHF1	chr6	+	33414965	33415144	33414724	33414829	33415234	33415329	0.708816091954023	0.922913043478261	1.551553898745e-10	0.380783366922897	0.214096951524238
PRKAG1_SE_162123	PRKAG1	chr12	-	49005742	49005852	49005461	49005543	49013061	49013110	0.810413793103448	0.916478260869565	2.86295325454615e-09	0.17744193125618	0.106064467766117
PRKAG1_SE_162127	PRKAG1	chr12	-	49003756	49003922	49003557	49003595	49004506	49004633	0.756505747126437	0.921869565217391	6.91909617201492e-13	0.285211596474381	0.165363818090954
GIGYF2_SE_163563	GIGYF2	chr2	+	232847347	232847571	232845731	232845886	232850261	232850409	0.828183908045977	0.953086956521739	2.73563766085003e-07	0.202656676072513	0.124903048475762
GFM2_SE_164099	GFM2	chr5	-	74738501	74738642	74738317	74738417	74739988	74740137	0.542379310344828	0.82404347826087	3.67665249523259e-12	0.603418312695293	0.281664167916042
SF3B3_SE_16410	SF3B3	chr16	+	70561629	70561784	70560468	70560591	70563875	70564050	0.796494252873563	0.903804347826087	3.96785497033977e-08	0.182346545248313	0.107310094952524
STRAP_SE_164587	STRAP	chr12	+	15883540	15883676	15882353	15882819	15889927	15890009	0.806	0.910391304347826	2.34633327425594e-10	0.17570693897673	0.104391304347826
SOAT1_SE_165022	SOAT1	chr1	+	179344946	179345076	179343589	179343635	179347599	179347697	0.709505747126437	0.932847826086956	7.8595707106905e-13	0.394827385403028	0.22334207896052
NT5C2_SE_165632	NT5C2	chr10	-	103090610	103090787	103088016	103089908	103090935	103090996	0.803287356321839	0.910152173913043	6.64153948265376e-09	0.180191609703349	0.106864817591204
ADIPOR1_SE_166304	ADIPOR1	chr1	-	202954240	202954307	202950929	202951164	202958184	202958396	0.476885057471264	0.0936086956521739	2.24647432068935e-15	-2.34892712026627	-0.38327636181909
ZNF160_SE_16677	ZNF160	chr19	-	53091412	53091529	53086261	53086321	53091636	53091720	0.484252873563218	0.336695652173913	3.54920894292934e-10	-0.524315518383307	-0.147557221389305
ZNF160_SE_16687	ZNF160	chr19	-	53091412	53091497	53086261	53086321	53091636	53091720	0.435540229885057	0.277195652173913	2.35800402101099e-11	-0.651901354603167	-0.158344577711144
RNF34_SE_168037	RNF34	chr12	+	121402741	121402807	121400117	121400218	121416158	121416377	0.679011494252874	0.282108695652174	4.82883405656046e-15	-1.26718486060233	-0.3969027986007
RNF34_SE_168050	RNF34	chr12	+	121420576	121420778	121417503	121417911	121423385	121424352	0.837712643678161	0.94654347826087	1.09623094512654e-08	0.176213327381216	0.108830834582709
TAX1BP1_SE_169279	TAX1BP1	chr7	+	27816348	27816520	27799964	27800090	27827737	27827820	0.606770114942529	0.765869565217391	4.66316831496304e-09	0.335948677820551	0.159099450274863
TAX1BP1_SE_169291	TAX1BP1	chr7	+	27816348	27816394	27799964	27800090	27827737	27827820	0.669551724137931	0.797978260869565	3.33237715266461e-08	0.253153933210718	0.128426536731634
LCK_SE_169517	LCK	chr1	+	32276336	32276489	32275913	32276063	32276606	32276786	0.804459770114943	0.910282608695652	4.92164211487667e-11	0.178294242059643	0.10582283858071
CBLB_SE_172187	CBLB	chr3	-	105681478	105681610	105678430	105678571	105681723	105681818	0.913195402298851	0.80095652173913	2.14255178499227e-09	-0.189199664930669	-0.11223888055972
MPZL3_SE_17246	MPZL3	chr11	-	118237049	118237260	118235423	118235589	118240210	118240341	0.70683908045977	0.819608695652174	9.70282385294746e-10	0.213553483397649	0.112769615192404
